#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Acly	Scd1	10090.ENSMUSP00000103012	10090.ENSMUSP00000036936	0	0	0	0	0.286	0	0	0.747	0.812
Acly	Fasn	10090.ENSMUSP00000103012	10090.ENSMUSP00000052872	0	0	0	0	0.763	0	0.800	0.899	0.994
Acly	Mapk1	10090.ENSMUSP00000103012	10090.ENSMUSP00000065983	0	0	0	0	0.061	0	0.900	0.104	0.908
Acly	Elovl6	10090.ENSMUSP00000103012	10090.ENSMUSP00000071351	0	0	0	0	0.419	0	0	0.680	0.807
Acly	Hmha1	10090.ENSMUSP00000103012	10090.ENSMUSP00000097100	0	0	0	0	0	0	0.900	0	0.900
Acly	Ldha	10090.ENSMUSP00000103012	10090.ENSMUSP00000103267	0	0	0	0	0.158	0.076	0	0.636	0.692
Acly	Hmgcs1	10090.ENSMUSP00000103012	10090.ENSMUSP00000136944	0	0	0	0	0.170	0	0.800	0.540	0.917
Acsl3	Iws1	10090.ENSMUSP00000045291	10090.ENSMUSP00000025243	0	0	0	0	0.061	0	0.900	0	0.902
Acsl3	Scd1	10090.ENSMUSP00000045291	10090.ENSMUSP00000036936	0	0	0	0	0.149	0.197	0	0.503	0.631
Acsl3	Ppt2	10090.ENSMUSP00000045291	10090.ENSMUSP00000131243	0	0	0	0	0	0.046	0.600	0.098	0.625
Acsl3	Fasn	10090.ENSMUSP00000045291	10090.ENSMUSP00000052872	0	0	0	0	0.097	0	0.900	0.524	0.953
Actr1b	Sptbn2	10090.ENSMUSP00000047326	10090.ENSMUSP00000008991	0	0	0	0	0.082	0.221	0.900	0.072	0.924
Actr1b	Racgap1	10090.ENSMUSP00000047326	10090.ENSMUSP00000023756	0	0	0	0	0.053	0	0.900	0.047	0.901
Actr1b	Kif23	10090.ENSMUSP00000047326	10090.ENSMUSP00000034815	0	0	0	0	0.053	0.071	0.900	0.060	0.906
Actr1b	Kif15	10090.ENSMUSP00000047326	10090.ENSMUSP00000035490	0	0	0	0	0	0.056	0.900	0.056	0.903
Actr1b	Dync1li2	10090.ENSMUSP00000047326	10090.ENSMUSP00000045480	0	0	0	0	0.077	0.690	0.900	0.222	0.974
Actr1b	Kif2c	10090.ENSMUSP00000047326	10090.ENSMUSP00000064261	0	0	0	0	0	0.056	0.900	0.084	0.905
Actr1b	Kif20a	10090.ENSMUSP00000047326	10090.ENSMUSP00000132659	0	0	0	0	0.053	0.071	0.900	0.085	0.908
Actr3	Wdr1	10090.ENSMUSP00000137503	10090.ENSMUSP00000005234	0	0	0	0	0.275	0.264	0.540	0.365	0.823
Actr3	Ap2m1	10090.ENSMUSP00000137503	10090.ENSMUSP00000007216	0	0	0	0	0.082	0.072	0.900	0.149	0.917
Actr3	Wasf3	10090.ENSMUSP00000137503	10090.ENSMUSP00000016143	0	0	0	0	0	0.258	0.900	0.325	0.945
Actr3	Ap2b1	10090.ENSMUSP00000137503	10090.ENSMUSP00000018875	0	0	0	0	0.062	0	0.900	0	0.902
Actr3	Dbnl	10090.ENSMUSP00000137503	10090.ENSMUSP00000020769	0	0	0	0	0.108	0.154	0.720	0.624	0.910
Actr3	Igf2r	10090.ENSMUSP00000137503	10090.ENSMUSP00000024599	0	0	0	0	0	0	0.900	0.112	0.907
Actr3	Apob	10090.ENSMUSP00000137503	10090.ENSMUSP00000036044	0	0	0	0	0	0	0.900	0.042	0.900
Actr3	Hnrnpk	10090.ENSMUSP00000137503	10090.ENSMUSP00000039269	0	0	0	0	0.150	0	0.540	0.103	0.618
Actr3	Dab2	10090.ENSMUSP00000137503	10090.ENSMUSP00000079689	0	0	0	0	0	0.072	0.900	0	0.903
Actr3	Sh3pxd2a	10090.ENSMUSP00000137503	10090.ENSMUSP00000080325	0	0	0	0	0	0.179	0.720	0.061	0.765
Actr3	Cttn	10090.ENSMUSP00000137503	10090.ENSMUSP00000099368	0	0	0	0	0.062	0.546	0.900	0.559	0.978
Actr3	Stam2	10090.ENSMUSP00000137503	10090.ENSMUSP00000099820	0	0	0	0	0.051	0	0.900	0	0.901
Actr3	Myo10	10090.ENSMUSP00000137503	10090.ENSMUSP00000106087	0	0	0	0	0.060	0.197	0.900	0.086	0.921
Actr3	Pacsin2	10090.ENSMUSP00000137503	10090.ENSMUSP00000130098	0	0	0	0	0	0.072	0.900	0.050	0.904
Acvr2b	Bmp5	10090.ENSMUSP00000126108	10090.ENSMUSP00000012281	0	0	0	0	0	0.313	0	0.531	0.664
Acvr2b	Rock2	10090.ENSMUSP00000126108	10090.ENSMUSP00000020904	0	0	0	0	0	0	0	0.666	0.666
Acvr2b	Smad2	10090.ENSMUSP00000126108	10090.ENSMUSP00000130115	0	0	0	0	0.086	0.361	0.900	0.796	0.986
Adam10	Mospd2	10090.ENSMUSP00000063839	10090.ENSMUSP00000004715	0	0	0	0	0.099	0	0.900	0	0.906
Adam10	Scamp1	10090.ENSMUSP00000063839	10090.ENSMUSP00000022197	0	0	0	0	0.062	0	0.900	0	0.902
Adam10	Cdh2	10090.ENSMUSP00000063839	10090.ENSMUSP00000025166	0	0	0	0	0.078	0	0.900	0.628	0.962
Adam10	Lamc1	10090.ENSMUSP00000063839	10090.ENSMUSP00000027752	0	0	0	0	0.061	0	0.900	0.076	0.905
Adam10	Rab14	10090.ENSMUSP00000063839	10090.ENSMUSP00000028238	0	0	0	0	0.061	0.056	0.900	0.069	0.906
Adam10	Areg	10090.ENSMUSP00000063839	10090.ENSMUSP00000031325	0	0	0	0	0	0	0	0.551	0.551
Adam10	Apob	10090.ENSMUSP00000063839	10090.ENSMUSP00000036044	0	0	0	0	0	0	0.900	0.109	0.907
Adam10	Rbpj	10090.ENSMUSP00000063839	10090.ENSMUSP00000040694	0	0	0	0	0.120	0	0	0.615	0.647
Adam10	Degs1	10090.ENSMUSP00000063839	10090.ENSMUSP00000048519	0	0	0	0	0.060	0	0.900	0	0.901
Adam10	Men1	10090.ENSMUSP00000063839	10090.ENSMUSP00000058149	0	0	0	0	0.060	0	0.900	0	0.901
Adam10	Adam17	10090.ENSMUSP00000063839	10090.ENSMUSP00000067953	0	0	0	0.686	0.089	0	0.800	0.955	0.866
Adam10	Slco4c1	10090.ENSMUSP00000063839	10090.ENSMUSP00000071875	0	0	0	0	0	0	0.900	0	0.900
Adam10	Atp11a	10090.ENSMUSP00000063839	10090.ENSMUSP00000088779	0	0	0	0	0	0	0.900	0.071	0.903
Adam10	Ano6	10090.ENSMUSP00000063839	10090.ENSMUSP00000071770	0	0	0	0	0.062	0	0.900	0.050	0.903
Adam10	Vcan	10090.ENSMUSP00000063839	10090.ENSMUSP00000105173	0	0	0	0	0.061	0	0.900	0.152	0.913
Adam10	Apoe	10090.ENSMUSP00000063839	10090.ENSMUSP00000133302	0	0	0	0	0	0	0.900	0.486	0.946
Adam17	Akt1	10090.ENSMUSP00000067953	10090.ENSMUSP00000001780	0	0	0	0	0.052	0.054	0	0.747	0.753
Adam17	Mapk14	10090.ENSMUSP00000067953	10090.ENSMUSP00000004990	0	0	0	0	0	0.115	0	0.715	0.736
Adam17	Areg	10090.ENSMUSP00000067953	10090.ENSMUSP00000031325	0	0	0	0	0	0	0	0.772	0.772
Adam17	Eif2b1	10090.ENSMUSP00000067953	10090.ENSMUSP00000031334	0	0	0	0	0	0	0	0.588	0.588
Adam17	Rbpj	10090.ENSMUSP00000067953	10090.ENSMUSP00000040694	0	0	0	0	0.082	0	0	0.681	0.695
Adam17	Erbb3	10090.ENSMUSP00000067953	10090.ENSMUSP00000080716	0	0	0	0	0	0.158	0	0.552	0.606
Aebp2	Dnmt1	10090.ENSMUSP00000084896	10090.ENSMUSP00000004202	0	0	0	0	0.060	0.051	0.900	0.171	0.916
Aebp2	Phf19	10090.ENSMUSP00000084896	10090.ENSMUSP00000028232	0	0	0	0	0.062	0.047	0.900	0.715	0.971
Aebp2	Ubap2l	10090.ENSMUSP00000084896	10090.ENSMUSP00000066138	0	0	0	0	0	0	0.720	0	0.720
Aebp2	Ezh2	10090.ENSMUSP00000084896	10090.ENSMUSP00000080419	0	0	0	0	0.062	0.908	0.900	0.601	0.996
Aebp2	Dnmt3b	10090.ENSMUSP00000084896	10090.ENSMUSP00000105396	0	0	0	0	0	0.058	0.900	0.129	0.910
Aebp2	Eed	10090.ENSMUSP00000084896	10090.ENSMUSP00000102853	0	0	0	0	0.062	0.919	0.900	0.537	0.996
Aebp2	Jarid2	10090.ENSMUSP00000084896	10090.ENSMUSP00000134205	0	0	0	0	0.062	0.926	0.900	0.729	0.997
Aff4	Iws1	10090.ENSMUSP00000051479	10090.ENSMUSP00000025243	0	0	0	0	0.061	0	0.900	0.327	0.931
Aff4	Ssrp1	10090.ENSMUSP00000051479	10090.ENSMUSP00000076971	0	0	0	0	0	0	0.900	0.190	0.915
Aff4	Nelfe	10090.ENSMUSP00000051479	10090.ENSMUSP00000134272	0	0	0	0	0	0	0.900	0.286	0.925
Agfg2	Lrch4	10090.ENSMUSP00000031736	10090.ENSMUSP00000031734	0	0	0	0	0.051	0.072	0	0.543	0.563
Agrn	Dvl3	10090.ENSMUSP00000137931	10090.ENSMUSP00000003318	0	0	0	0	0.061	0.522	0	0.129	0.574
Agrn	Apob	10090.ENSMUSP00000137931	10090.ENSMUSP00000036044	0	0	0	0	0	0	0.900	0.120	0.908
Agrn	Utrn	10090.ENSMUSP00000137931	10090.ENSMUSP00000076093	0	0	0	0	0.061	0	0	0.743	0.748
Agrn	Hs6st2	10090.ENSMUSP00000137931	10090.ENSMUSP00000085497	0	0	0	0	0	0	0.900	0.190	0.915
Agrn	Vcan	10090.ENSMUSP00000137931	10090.ENSMUSP00000105173	0	0	0	0	0.061	0.197	0.900	0.371	0.946
Agrn	Dag1	10090.ENSMUSP00000137931	10090.ENSMUSP00000130626	0	0	0	0	0.081	0.807	0.800	0.723	0.988
Agrn	Hspg2	10090.ENSMUSP00000137931	10090.ENSMUSP00000131316	0	0	0	0.578	0.134	0	0.900	0.647	0.933
Agrn	Apoe	10090.ENSMUSP00000137931	10090.ENSMUSP00000133302	0	0	0	0	0.061	0	0.900	0.166	0.914
Ahctf1	Lbr	10090.ENSMUSP00000027768	10090.ENSMUSP00000005003	0	0	0	0	0.119	0	0	0.779	0.797
Ahctf1	Pafah1b1	10090.ENSMUSP00000027768	10090.ENSMUSP00000021091	0	0	0	0	0.143	0	0.900	0	0.910
Ahctf1	Seh1l	10090.ENSMUSP00000027768	10090.ENSMUSP00000025421	0	0	0	0	0.100	0.117	0.900	0.746	0.977
Ahctf1	Sgol2	10090.ENSMUSP00000027768	10090.ENSMUSP00000027202	0	0	0	0	0.062	0	0.900	0	0.902
Ahctf1	Nup50	10090.ENSMUSP00000027768	10090.ENSMUSP00000131457	0	0	0	0	0.061	0	0	0.754	0.759
Ahctf1	Nup155	10090.ENSMUSP00000027768	10090.ENSMUSP00000128819	0	0	0	0	0.206	0.117	0	0.743	0.804
Ahctf1	Dync1li2	10090.ENSMUSP00000027768	10090.ENSMUSP00000045480	0	0	0	0	0	0	0.900	0.049	0.900
Ahctf1	Zwint	10090.ENSMUSP00000027768	10090.ENSMUSP00000101071	0	0	0	0	0.080	0	0.900	0	0.904
Ahctf1	Ppp2r1b	10090.ENSMUSP00000027768	10090.ENSMUSP00000034560	0	0	0	0	0.060	0	0.900	0.072	0.905
Ahctf1	Zwilch	10090.ENSMUSP00000027768	10090.ENSMUSP00000112790	0	0	0	0	0.062	0	0.900	0.072	0.905
Ahctf1	Ercc6l	10090.ENSMUSP00000027768	10090.ENSMUSP00000050592	0	0	0	0	0.107	0	0.900	0	0.906
Ahctf1	Smc1a	10090.ENSMUSP00000027768	10090.ENSMUSP00000044645	0	0	0	0	0.103	0	0.900	0.065	0.908
Ahctf1	Ccnb1	10090.ENSMUSP00000027768	10090.ENSMUSP00000071989	0	0	0	0	0.081	0	0.900	0.096	0.909
Ahctf1	Kif2c	10090.ENSMUSP00000027768	10090.ENSMUSP00000064261	0	0	0	0	0.060	0	0.900	0.118	0.909
Ahctf1	Taok1	10090.ENSMUSP00000027768	10090.ENSMUSP00000055470	0	0	0	0	0.160	0	0.900	0	0.912
Ahctf1	Ckap5	10090.ENSMUSP00000027768	10090.ENSMUSP00000106970	0	0	0	0	0.118	0	0.900	0.101	0.913
Ahctf1	Stag1	10090.ENSMUSP00000027768	10090.ENSMUSP00000116205	0	0	0	0	0.139	0	0.900	0.135	0.919
Ahctf1	Cenpf	10090.ENSMUSP00000027768	10090.ENSMUSP00000129738	0	0	0	0	0.071	0	0.900	0.307	0.930
Ahctf1	Wapal	10090.ENSMUSP00000027768	10090.ENSMUSP00000040232	0	0	0	0	0.312	0	0.900	0.167	0.937
Ahctf1	Nup98	10090.ENSMUSP00000027768	10090.ENSMUSP00000068530	0	0	0	0	0.152	0.117	0.900	0.695	0.974
Ahcyl1	Dnmt1	10090.ENSMUSP00000029490	10090.ENSMUSP00000004202	0	0	0	0	0	0	0.900	0.224	0.919
Ahcyl1	Ubqln4	10090.ENSMUSP00000029490	10090.ENSMUSP00000008748	0	0	0	0	0.065	0.653	0	0	0.661
Ahcyl1	Pitx2	10090.ENSMUSP00000029490	10090.ENSMUSP00000047359	0	0	0	0	0	0.644	0	0	0.644
Ahcyl1	Gm4737	10090.ENSMUSP00000029490	10090.ENSMUSP00000127198	0	0	0	0.948	0	0.201	0.800	0.581	0.838
Ahcyl1	Dnmt3b	10090.ENSMUSP00000029490	10090.ENSMUSP00000105396	0	0	0	0	0	0	0.900	0.124	0.908
Ahcyl1	Cbs	10090.ENSMUSP00000029490	10090.ENSMUSP00000066878	0	0	0	0	0.062	0	0.900	0.432	0.942
Ahnak	Sf1	10090.ENSMUSP00000090633	10090.ENSMUSP00000121309	0	0	0	0	0	0	0	0.623	0.623
Ajuba	Csnk1d	10090.ENSMUSP00000056977	10090.ENSMUSP00000018274	0	0	0	0	0	0.082	0.900	0.047	0.904
Ajuba	Psme3	10090.ENSMUSP00000056977	10090.ENSMUSP00000019470	0	0	0	0	0.054	0	0.900	0	0.901
Ajuba	Pafah1b1	10090.ENSMUSP00000056977	10090.ENSMUSP00000021091	0	0	0	0	0.061	0	0.900	0.042	0.902
Ajuba	Psmc6	10090.ENSMUSP00000056977	10090.ENSMUSP00000022380	0	0	0	0	0	0	0.900	0	0.900
Ajuba	Plk4	10090.ENSMUSP00000056977	10090.ENSMUSP00000026858	0	0	0	0	0.061	0	0.900	0	0.902
Ajuba	Haus1	10090.ENSMUSP00000056977	10090.ENSMUSP00000035826	0	0	0	0	0	0	0.900	0	0.900
Ajuba	Pcm1	10090.ENSMUSP00000056977	10090.ENSMUSP00000039709	0	0	0	0	0.053	0	0.900	0	0.901
Ajuba	Hsp90aa1	10090.ENSMUSP00000056977	10090.ENSMUSP00000091921	0	0	0	0	0	0	0.900	0	0.900
Ajuba	Tuba4a	10090.ENSMUSP00000056977	10090.ENSMUSP00000140657	0	0	0	0	0	0	0.900	0	0.900
Ajuba	Ckap5	10090.ENSMUSP00000056977	10090.ENSMUSP00000106970	0	0	0	0	0.060	0	0.900	0	0.901
Ajuba	Ywhae	10090.ENSMUSP00000056977	10090.ENSMUSP00000070993	0	0	0	0	0.042	0.056	0.900	0.059	0.903
Ajuba	Csnk1e	10090.ENSMUSP00000056977	10090.ENSMUSP00000113975	0	0	0	0	0	0.082	0.900	0.047	0.904
Ajuba	Eed	10090.ENSMUSP00000056977	10090.ENSMUSP00000102853	0	0	0	0	0	0	0.900	0.096	0.905
Ajuba	Ezh2	10090.ENSMUSP00000056977	10090.ENSMUSP00000080419	0	0	0	0	0	0	0.900	0.172	0.913
Akap1	Akap8	10090.ENSMUSP00000018572	10090.ENSMUSP00000002699	0	0	0	0	0.049	0	0	0.708	0.711
Akap1	Creb1	10090.ENSMUSP00000018572	10090.ENSMUSP00000140112	0	0	0	0	0.051	0.365	0	0.324	0.557
Akap1	Eif2a	10090.ENSMUSP00000018572	10090.ENSMUSP00000029387	0	0	0	0	0	0.622	0	0	0.622
Akap8	Rps6ka1	10090.ENSMUSP00000002699	10090.ENSMUSP00000101514	0	0	0	0	0	0.518	0	0.479	0.738
Akr1b3	Akt1	10090.ENSMUSP00000100045	10090.ENSMUSP00000001780	0	0	0	0	0	0	0	0.680	0.680
Akr1b3	Aldh1b1	10090.ENSMUSP00000100045	10090.ENSMUSP00000041260	0	0	0	0	0.117	0.057	0.650	0.262	0.756
Akt1	Sp1	10090.ENSMUSP00000001780	10090.ENSMUSP00000001326	0	0	0	0	0.054	0.073	0	0.563	0.583
Akt1	Arnt	10090.ENSMUSP00000001780	10090.ENSMUSP00000099810	0	0	0	0	0	0.197	0	0.467	0.553
Akt1	Eif4a1	10090.ENSMUSP00000001780	10090.ENSMUSP00000127034	0	0	0	0	0	0.064	0	0.549	0.559
Akt1	Cdkn2b	10090.ENSMUSP00000001780	10090.ENSMUSP00000095595	0	0	0	0	0	0.119	0	0.521	0.560
Akt1	Scd1	10090.ENSMUSP00000001780	10090.ENSMUSP00000036936	0	0	0	0	0.062	0.048	0	0.552	0.565
Akt1	Drosha	10090.ENSMUSP00000001780	10090.ENSMUSP00000129279	0	0	0	0	0.053	0.058	0	0.551	0.564
Akt1	Atp2a2	10090.ENSMUSP00000001780	10090.ENSMUSP00000031423	0	0	0	0	0.065	0.075	0	0.539	0.567
Akt1	Nfatc4	10090.ENSMUSP00000001780	10090.ENSMUSP00000024179	0	0	0	0	0	0.050	0	0.567	0.571
Akt1	Men1	10090.ENSMUSP00000001780	10090.ENSMUSP00000058149	0	0	0	0	0.072	0	0	0.556	0.571
Akt1	Ywhaz	10090.ENSMUSP00000001780	10090.ENSMUSP00000022894	0	0	0	0	0.061	0.199	0	0.480	0.575
Akt1	Ccna2	10090.ENSMUSP00000001780	10090.ENSMUSP00000029270	0	0	0	0	0	0.157	0	0.529	0.586
Akt1	Utrn	10090.ENSMUSP00000001780	10090.ENSMUSP00000076093	0	0	0	0	0.062	0.073	0	0.572	0.595
Akt1	Fkbp4	10090.ENSMUSP00000001780	10090.ENSMUSP00000032508	0	0	0	0	0.062	0.197	0	0.511	0.600
Akt1	Nedd4	10090.ENSMUSP00000001780	10090.ENSMUSP00000034740	0	0	0	0	0.062	0.159	0	0.535	0.601
Akt1	Dicer1	10090.ENSMUSP00000001780	10090.ENSMUSP00000043676	0	0	0	0	0.050	0.058	0	0.589	0.600
Akt1	Hdac6	10090.ENSMUSP00000001780	10090.ENSMUSP00000111306	0	0	0	0	0	0.072	0	0.590	0.603
Akt1	Ldha	10090.ENSMUSP00000001780	10090.ENSMUSP00000103267	0	0	0	0	0.061	0.061	0	0.587	0.604
Akt1	Racgap1	10090.ENSMUSP00000001780	10090.ENSMUSP00000023756	0	0	0	0	0.061	0.082	0	0.578	0.604
Akt1	Mycn	10090.ENSMUSP00000001780	10090.ENSMUSP00000045993	0	0	0	0	0	0.072	0	0.594	0.607
Akt1	Vav3	10090.ENSMUSP00000001780	10090.ENSMUSP00000036270	0	0	0	0	0	0.192	0	0.539	0.611
Akt1	Hnrnpa1	10090.ENSMUSP00000001780	10090.ENSMUSP00000042658	0	0	0	0	0	0.095	0	0.588	0.611
Akt1	Slc9a3r1	10090.ENSMUSP00000001780	10090.ENSMUSP00000021077	0	0	0	0	0.062	0.197	0	0.530	0.615
Akt1	Areg	10090.ENSMUSP00000001780	10090.ENSMUSP00000031325	0	0	0	0	0	0	0	0.615	0.615
Akt1	Eif4b	10090.ENSMUSP00000001780	10090.ENSMUSP00000127774	0	0	0	0	0.082	0.095	0	0.581	0.622
Akt1	Apoe	10090.ENSMUSP00000001780	10090.ENSMUSP00000133302	0	0	0	0	0	0	0	0.625	0.625
Akt1	Creb3l1	10090.ENSMUSP00000001780	10090.ENSMUSP00000028663	0	0	0	0	0.057	0.046	0.600	0.105	0.634
Akt1	Frs2	10090.ENSMUSP00000001780	10090.ENSMUSP00000020381	0	0	0	0	0.065	0.198	0	0.551	0.634
Akt1	Srpk1	10090.ENSMUSP00000001780	10090.ENSMUSP00000116259	0	0	0	0	0.049	0.082	0	0.614	0.633
Akt1	Stim1	10090.ENSMUSP00000001780	10090.ENSMUSP00000033289	0	0	0	0	0	0	0	0.638	0.638
Akt1	Prdm10	10090.ENSMUSP00000001780	10090.ENSMUSP00000074104	0	0	0	0	0.054	0.073	0	0.625	0.642
Akt1	Fasn	10090.ENSMUSP00000001780	10090.ENSMUSP00000052872	0	0	0	0	0.062	0.047	0	0.643	0.653
Akt1	Ccnd3	10090.ENSMUSP00000001780	10090.ENSMUSP00000040488	0	0	0	0	0.062	0.062	0	0.637	0.653
Akt1	Ppp2r2d	10090.ENSMUSP00000001780	10090.ENSMUSP00000040321	0	0	0	0	0.062	0.074	0.600	0.126	0.655
Akt1	Keap1	10090.ENSMUSP00000001780	10090.ENSMUSP00000131029	0	0	0	0	0.062	0.063	0	0.646	0.662
Akt1	Gart	10090.ENSMUSP00000001780	10090.ENSMUSP00000023684	0	0	0	0	0	0	0	0.653	0.653
Akt1	Ttc3	10090.ENSMUSP00000001780	10090.ENSMUSP00000112801	0	0	0	0	0.060	0.552	0	0.278	0.669
Akt1	Mapkapk2	10090.ENSMUSP00000001780	10090.ENSMUSP00000016672	0	0	0	0.664	0.096	0.525	0	0.724	0.659
Akt1	Prom1	10090.ENSMUSP00000001780	10090.ENSMUSP00000073751	0	0	0	0	0	0.054	0	0.689	0.693
Akt1	Tiam1	10090.ENSMUSP00000001780	10090.ENSMUSP00000126020	0	0	0	0	0	0.072	0	0.684	0.694
Akt1	Npm1	10090.ENSMUSP00000001780	10090.ENSMUSP00000075067	0	0	0	0	0	0.172	0	0.709	0.748
Akt1	Parp1	10090.ENSMUSP00000001780	10090.ENSMUSP00000027777	0	0	0	0	0.060	0.059	0	0.741	0.751
Akt1	Cttn	10090.ENSMUSP00000001780	10090.ENSMUSP00000099368	0	0	0	0	0	0.073	0	0.746	0.754
Akt1	Tbc1d1	10090.ENSMUSP00000001780	10090.ENSMUSP00000044577	0	0	0	0	0	0.119	0	0.740	0.761
Akt1	Dnmt1	10090.ENSMUSP00000001780	10090.ENSMUSP00000004202	0	0	0	0	0	0.197	0	0.733	0.777
Akt1	Foxm1	10090.ENSMUSP00000001780	10090.ENSMUSP00000073041	0	0	0	0	0.057	0.163	0	0.750	0.785
Akt1	Igf2	10090.ENSMUSP00000001780	10090.ENSMUSP00000101556	0	0	0	0	0	0.232	0	0.734	0.787
Akt1	Smad2	10090.ENSMUSP00000001780	10090.ENSMUSP00000130115	0	0	0	0	0.062	0.247	0	0.736	0.797
Akt1	Twist1	10090.ENSMUSP00000001780	10090.ENSMUSP00000040089	0	0	0	0	0	0.049	0	0.813	0.814
Akt1	Cdh2	10090.ENSMUSP00000001780	10090.ENSMUSP00000025166	0	0	0	0	0.052	0.065	0	0.821	0.827
Akt1	Ccnb1	10090.ENSMUSP00000001780	10090.ENSMUSP00000071989	0	0	0	0	0	0.136	0	0.810	0.829
Akt1	Atm	10090.ENSMUSP00000001780	10090.ENSMUSP00000113388	0	0	0	0	0	0.057	0	0.831	0.834
Akt1	Srebf1	10090.ENSMUSP00000001780	10090.ENSMUSP00000020846	0	0	0	0	0.075	0.072	0	0.824	0.835
Akt1	Ezh2	10090.ENSMUSP00000001780	10090.ENSMUSP00000080419	0	0	0	0	0	0.197	0	0.876	0.896
Akt1	Mapk1	10090.ENSMUSP00000001780	10090.ENSMUSP00000065983	0	0	0	0.593	0.064	0.150	0.800	0.884	0.888
Akt1	Mapk14	10090.ENSMUSP00000001780	10090.ENSMUSP00000004990	0	0	0	0.624	0.062	0.602	0.600	0.920	0.893
Akt1	Brd1	10090.ENSMUSP00000001780	10090.ENSMUSP00000105007	0	0	0	0	0.060	0.049	0.900	0.095	0.908
Akt1	Pfkfb2	10090.ENSMUSP00000001780	10090.ENSMUSP00000127587	0	0	0	0	0.062	0.197	0.800	0.482	0.911
Akt1	Ppp2r1b	10090.ENSMUSP00000001780	10090.ENSMUSP00000034560	0	0	0	0	0.062	0.121	0.900	0.234	0.928
Akt1	Casp3	10090.ENSMUSP00000001780	10090.ENSMUSP00000091238	0	0	0	0	0.053	0.214	0	0.937	0.949
Akt1	Tsc1	10090.ENSMUSP00000001780	10090.ENSMUSP00000109500	0	0	0	0	0.055	0.258	0.800	0.826	0.972
Akt1	Creb1	10090.ENSMUSP00000001780	10090.ENSMUSP00000140112	0	0	0	0	0.062	0.197	0.900	0.912	0.992
Akt1	Hsp90aa1	10090.ENSMUSP00000001780	10090.ENSMUSP00000091921	0	0	0	0	0.060	0.737	0.900	0.909	0.997
Aldh1b1	Ehhadh	10090.ENSMUSP00000041260	10090.ENSMUSP00000023559	0	0	0	0	0.115	0.057	0.650	0.127	0.710
Aldh1b1	Gls	10090.ENSMUSP00000041260	10090.ENSMUSP00000110158	0	0	0	0	0.060	0	0.600	0.078	0.623
