ID	name	Binom_Genome_Fraction	Binom_Expected	Binom_Observed_Region_Hits	Binom_Fold_Enrichment	Binom_Region_Set_Coverage	Binom_Raw_PValue	Binom_Adjp_BH	Hyper_Total_Genes	Hyper_Expected	Hyper_Observed_Gene_Hits	Hyper_Fold_Enrichment	Hyper_Gene_Set_Coverage	Hyper_Term_Gene_Coverage	Hyper_Raw_PValue	Hyper_Adjp_BH
MP:0001828	abnormal T cell activation	0.01388534	12.80228	40	3.124444	0.04338395	6.394794e-10	1.58487191837838e-07	288	12.33036	40	3.244026	0.04366812	0.1388889	5.323003e-11	1.87738221192308e-08
MP:0002451	abnormal macrophage physiology	0.01638847	15.11017	43	2.845766	0.04663774	2.294782e-09	5.39567972820513e-07	355	15.19888	42	2.763362	0.04585153	0.1183099	2.709325e-09	6.7147325e-07
MP:0001800	abnormal humoral immune response	0.02028504	18.70281	49	2.619927	0.05314534	2.498089e-09	5.7268690325e-07	483	20.67904	49	2.369549	0.05349345	0.1014493	2.197768e-08	3.87567933846154e-06
MP:0008250	abnormal myeloid leukocyte morphology	0.03503799	32.30502	70	2.166846	0.07592191	2.823495e-09	6.31498759756098e-07	791	33.86567	69	2.037462	0.07532751	0.08723135	1.647799e-08	3.08373812857143e-06
MP:0005094	abnormal T cell proliferation	0.0123485	11.38532	36	3.161967	0.03904555	3.377716e-09	7.23936312790698e-07	262	11.2172	36	3.209357	0.03930131	0.1374046	6.620133e-10	1.8970818628125e-07
MP:0008568	abnormal interleukin secretion	0.01788324	16.48835	45	2.7292	0.04880694	3.394685e-09	7.23936312790698e-07	404	17.29675	44	2.54383	0.04803493	0.1089109	1.444286e-08	2.75918804583333e-06
MP:0002418	increased susceptibility to viral infection	0.004671001	4.306663	21	4.876165	0.02277657	5.868948e-09	1.19596118133333e-06	116	4.966394	21	4.22842	0.02292576	0.1810345	1.979742e-08	3.55965375294118e-06
MP:0008713	abnormal cytokine level	0.01346155	12.41155	37	2.981095	0.04013015	9.321713e-09	1.85826322195652e-06	338	14.47104	37	2.55683	0.04039301	0.1094675	1.785439e-07	2.64072187580645e-05
MP:0008835	abnormal intercellular signaling peptide or protein level	0.01429146	13.17672	38	2.883874	0.04121475	1.388721e-08	2.65303574375e-06	348	14.89918	38	2.550476	0.04148472	0.1091954	1.301649e-07	2.02307141186441e-05
MP:0002461	increased immunoglobulin level	0.01031388	9.509396	31	3.259934	0.03362256	2.094989e-08	3.842209826e-06	252	10.78906	31	2.87328	0.03384279	0.1230159	1.346663e-07	2.02440978852459e-05
MP:0010210	abnormal circulating cytokine level	0.009313786	8.587311	29	3.377076	0.03145336	2.84147e-08	5.10907449019608e-06	259	11.08876	29	2.615261	0.03165939	0.1119691	2.380942e-06	0.000250956760229885
MP:0002412	increased susceptibility to bacterial infection	0.008390566	7.736102	27	3.49013	0.02928416	4.42598e-08	7.8050455e-06	240	10.2753	27	2.627661	0.02947598	0.1125	4.807813e-06	0.000459246304270833
MP:0005087	decreased acute inflammation	0.00633374	5.839708	23	3.938553	0.02494577	5.375481e-08	9.30059637169811e-06	161	6.893012	23	3.336712	0.02510917	0.1428571	3.945468e-07	5.39999127761194e-05
MP:0009786	decreased susceptibility to infection induced morbidity/mortality	0.00268682	2.477248	15	6.055106	0.01626898	5.684727e-08	9.65350862777778e-06	66	2.825707	15	5.308406	0.01637555	0.2272727	9.219314e-08	1.45760533413793e-05
MP:0005095	decreased T cell proliferation	0.007959085	7.338276	26	3.543066	0.02819957	5.865154e-08	9.77881130545455e-06	153	6.550502	26	3.969161	0.02838428	0.1699346	1.719299e-09	4.40822023055556e-07
MP:0020184	altered susceptibility to parasitic infection	0.004417495	4.07293	19	4.664946	0.02060738	6.048383e-08	9.9042271625e-06	121	5.180463	19	3.667626	0.02074236	0.1570248	9.266515e-07	0.000116402661027397
MP:0001657	abnormal induced morbidity/mortality	0.02487922	22.93864	52	2.266918	0.05639913	8.292636e-08	1.33409600210526e-05	513	21.96345	52	2.36757	0.05676856	0.1013645	8.339391e-09	1.73800489704545e-06
MP:0008195	abnormal professional antigen presenting cell morphology	0.03923771	36.17717	71	1.962564	0.07700651	1.011287e-07	1.57177996440678e-05	789	33.78004	70	2.07223	0.07641921	0.0887199	6.486681e-09	1.416258685e-06
MP:0009787	increased susceptibility to infection induced morbidity/mortality	0.004200803	3.873141	18	4.647391	0.01952278	1.410982e-07	2.15645082333333e-05	116	4.966394	18	3.62436	0.01965066	0.1551724	2.125898e-06	0.000226680054186047
MP:0012440	abnormal neutrophil cell number	0.009510943	8.769089	28	3.193034	0.03036876	1.507689e-07	2.26647674262295e-05	265	11.34564	28	2.467908	0.03056769	0.1056604	1.070977e-05	0.000921678414018692
MP:0005065	abnormal neutrophil morphology	0.01075701	9.917966	30	3.024814	0.03253796	1.707678e-07	2.4856202e-05	277	11.85941	30	2.529638	0.03275109	0.1083032	3.183345e-06	0.000313884662903226
MP:0002463	abnormal neutrophil physiology	0.006295649	5.804589	22	3.790105	0.02386117	1.976266e-07	2.831618628125e-05	149	6.379247	22	3.448683	0.02401747	0.147651	3.934815e-07	5.39999127761194e-05
MP:0000322	increased granulocyte number	0.01028081	9.478907	29	3.059425	0.03145336	2.169478e-07	3.06063280923077e-05	250	10.70344	29	2.70941	0.03165939	0.116	1.159157e-06	0.000132868371125
MP:0002497	increased IgE level	0.002591779	2.389621	14	5.85867	0.01518438	2.307612e-07	3.20618212727273e-05	69	2.954148	14	4.739099	0.01528384	0.2028986	1.082586e-06	0.000128926150909091
MP:0010293	increased integument system tumor incidence	0.002232912	2.058745	13	6.314528	0.01409978	2.694882e-07	3.63412763823529e-05	77	3.296658	13	3.943387	0.01419214	0.1688312	2.158075e-05	0.00162209407786885
MP:0001844	autoimmune response	0.0130567	12.03827	33	2.741257	0.03579176	3.758689e-07	4.92388259e-05	317	13.57196	33	2.431484	0.0360262	0.1041009	2.4962e-06	0.000260051617865169
MP:0005005	abnormal self tolerance	0.01315632	12.13013	33	2.720499	0.03579176	4.433058e-07	5.72551293802817e-05	319	13.65758	33	2.41624	0.0360262	0.1034483	2.862933e-06	0.000287813108586957
MP:0005000	abnormal immune tolerance	0.01329156	12.25482	33	2.692818	0.03579176	5.529452e-07	7.04237150555556e-05	324	13.87165	33	2.378952	0.0360262	0.1018519	4.008022e-06	0.000390995337659574
MP:0002409	decreased susceptibility to infection	0.00674773	6.221407	22	3.536177	0.02386117	6.175309e-07	7.6523761527027e-05	160	6.850199	22	3.211586	0.02401747	0.1375	1.358203e-06	0.000153761993950617
MP:0002148	abnormal hypersensitivity reaction	0.006229966	5.744028	21	3.655971	0.02277657	6.559029e-07	8.019506124e-05	155	6.63613	20	3.013805	0.02183406	0.1290323	1.075459e-05	0.000921678414018692
MP:0005164	abnormal response to injury	0.02270644	20.93534	46	2.197242	0.04989154	1.065229e-06	0.00012685909	447	19.13774	46	2.403627	0.05021834	0.1029083	3.873099e-08	6.57709589444444e-06
MP:0000691	enlarged spleen	0.01666281	15.36311	37	2.408367	0.04013015	1.578323e-06	0.000176502706219512	371	15.8839	37	2.329403	0.04039301	0.09973046	1.753652e-06	0.000191440343333333
MP:0020173	abnormal IgE level	0.004490591	4.140325	17	4.105958	0.01843818	1.640424e-06	0.000181237205783133	121	5.180463	17	3.28156	0.01855895	0.1404959	1.580232e-05	0.00123651077627119
MP:0008555	abnormal interferon secretion	0.01210643	11.16213	30	2.687658	0.03253796	1.853949e-06	0.000201369963529412	268	11.47408	30	2.614588	0.03275109	0.1119403	1.611511e-06	0.00018021409597561
MP:0008559	abnormal interferon-gamma secretion	0.01021284	9.416239	27	2.867387	0.02928416	1.86657e-06	0.000201369963529412	232	9.932788	27	2.71827	0.02947598	0.1163793	2.523947e-06	0.000260051617865169
MP:0020174	abnormal IgG level	0.01410824	13.0078	33	2.53694	0.03579176	1.958213e-06	0.000208338394712644	344	14.72793	33	2.240641	0.0360262	0.09593023	1.415368e-05	0.00113850215438596
MP:0008722	abnormal chemokine secretion	0.001906342	1.757647	11	6.258366	0.01193059	2.394675e-06	0.000249536019886364	54	2.311942	11	4.757905	0.01200873	0.2037037	1.474379e-05	0.00117565699391304
MP:0002425	altered susceptibility to autoimmune disorder	0.01069919	9.864655	27	2.737045	0.02928416	4.319521e-06	0.000440111195222222	250	10.70344	27	2.522555	0.02947598	0.108	1.026674e-05	0.000896628626666667
MP:0005027	increased susceptibility to parasitic infection	0.003374104	3.110924	14	4.500271	0.01518438	4.809039e-06	0.000484603160769231	93	3.981678	14	3.516106	0.01528384	0.1505376	4.005212e-05	0.00266143435072464
MP:0002435	abnormal effector T cell morphology	0.02724754	25.12224	50	1.990269	0.05422993	5.579491e-06	0.00055612970076087	563	24.10414	50	2.074333	0.05458515	0.08880995	9.595864e-07	0.000118910909297297
MP:0002006	neoplasm	0.02904106	26.77585	52	1.942048	0.05639913	7.084319e-06	0.000698529088494624	584	25.00323	52	2.079732	0.05676856	0.0890411	5.376721e-07	7.14558428550725e-05
MP:0002376	abnormal dendritic cell physiology	0.006180903	5.698793	19	3.334039	0.02060738	7.98724e-06	0.000779180753191489	147	6.29362	19	3.01893	0.02074236	0.1292517	1.730515e-05	0.00132240187916667
MP:0008567	decreased interferon-gamma secretion	0.006216225	5.731359	19	3.315095	0.02060738	8.637917e-06	0.000825101030104167	137	5.865483	19	3.23929	0.02074236	0.1386861	6.181674e-06	0.000578428067142857
MP:0002499	chronic inflammation	0.001830542	1.68776	10	5.925014	0.01084599	1.088657e-05	0.00102917367938144	59	2.526011	10	3.958811	0.01091703	0.1694915	0.0001837818	0.00910961678918919
MP:0009789	decreased susceptibility to bacterial infection induced morbidity/mortality	0.001857997	1.713073	10	5.837463	0.01084599	1.235327e-05	0.00114423723131313	34	1.455667	10	6.869702	0.01091703	0.2941176	1.011867e-06	0.000122089741973684
MP:0008588	abnormal circulating interleukin level	0.007601951	7.008998	21	2.996148	0.02277657	1.33221e-05	0.00122163657	199	8.519935	21	2.464808	0.02292576	0.1055276	0.0001332691	0.00714622365116279
MP:0005088	increased acute inflammation	0.004244764	3.913672	15	3.832717	0.01626898	1.460982e-05	0.00132645593465347	125	5.351718	14	2.615983	0.01528384	0.112	0.0009363383	0.035334247781893
MP:0003156	abnormal leukocyte migration	0.005906816	5.446084	18	3.305127	0.01952278	1.53422e-05	0.00136590266019417	139	5.95111	18	3.024646	0.01965066	0.1294964	2.786221e-05	0.00199606613828125
MP:0008751	abnormal interleukin level	0.009018275	8.314849	23	2.766136	0.02494577	1.83536e-05	0.00158775954716981	232	9.932788	23	2.315563	0.02510917	0.09913793	0.0001676882	0.00857018520555556
MP:0000702	enlarged lymph nodes	0.006008384	5.53973	18	3.249256	0.01952278	1.913697e-05	0.00164005621401869	129	5.522973	18	3.259114	0.01965066	0.1395349	9.884449e-06	0.000871542282019231
MP:0002446	abnormal macrophage morphology	0.01667979	15.37877	34	2.210841	0.03687636	2.337592e-05	0.00196657969174312	352	15.07044	33	2.189718	0.0360262	0.09375	2.263507e-05	0.00167961269677419
MP:0002534	abnormal type IV hypersensitivity reaction	0.003407598	3.141805	13	4.137749	0.01409978	2.46277e-05	0.00203455863963964	82	3.510727	13	3.702937	0.01419214	0.1585366	4.301418e-05	0.0027777466943662
MP:0020332	impaired leukocyte tethering or rolling	0.0006077413	0.5603375	6	10.70783	0.006507592	2.630651e-05	0.00215384550625	20	0.8562748	6	7.007096	0.006550218	0.3	0.0001400697	0.00729794971022727
MP:0000701	abnormal lymph node size	0.008824993	8.136644	22	2.703818	0.02386117	3.853946e-05	0.00312749423185841	179	7.66366	22	2.870691	0.02401747	0.122905	8.789143e-06	0.000797984567425743
MP:0008704	abnormal interleukin-6 secretion	0.007030449	6.482074	19	2.931161	0.02060738	4.493488e-05	0.0035830682573913	153	6.550502	18	2.747881	0.01965066	0.1176471	9.984216e-05	0.0056168871607362
MP:0008659	abnormal interleukin-10 secretion	0.002631225	2.425989	11	4.534233	0.01193059	4.563693e-05	0.00360767800086207	64	2.740079	11	4.014482	0.01200873	0.171875	7.752024e-05	0.00464614771764706
MP:0003628	abnormal leukocyte adhesion	0.002180111	2.010063	10	4.974969	0.01084599	4.696292e-05	0.00368076902905983	51	2.183501	10	4.579801	0.01091703	0.1960784	5.092959e-05	0.00319879685136986
MP:0005014	increased B cell number	0.01164147	10.73343	26	2.422338	0.02819957	4.919019e-05	0.00382266137542373	232	9.932788	26	2.617593	0.02838428	0.112069	7.683206e-06	0.0007045499902
MP:0012763	abnormal alpha-beta T cell number	0.02420706	22.31891	43	1.926617	0.04663774	5.172654e-05	0.00398598631764706	485	20.76466	43	2.070826	0.04694323	0.08865979	5.737895e-06	0.000542438114948454
MP:0002411	decreased susceptibility to bacterial infection	0.004231233	3.901197	14	3.588642	0.01518438	5.588835e-05	0.00423550553305785	82	3.510727	14	3.987778	0.01528384	0.1707317	9.183027e-06	0.000825572133235294
MP:0005023	abnormal wound healing	0.007212341	6.649778	19	2.857238	0.02060738	6.259601e-05	0.00470496239098361	151	6.464875	19	2.938959	0.02074236	0.1258278	2.538032e-05	0.00183257901102362
MP:0009858	abnormal cellular extravasation	0.002262032	2.085594	10	4.794797	0.01084599	6.352122e-05	0.00473114021935484	47	2.012246	10	4.969572	0.01091703	0.212766	2.410069e-05	0.0017680266184
MP:0002051	increased skin papilloma incidence	0.0007145798	0.6588426	6	9.106879	0.006507592	6.397616e-05	0.00473114021935484	22	0.9419023	6	6.370087	0.006550218	0.2727273	0.0002505435	0.0117819686923077
MP:0002019	abnormal tumor incidence	0.02535766	23.37976	44	1.881969	0.04772234	7.180653e-05	0.00522591968333333	504	21.57813	44	2.039102	0.04803493	0.08730159	6.639742e-06	0.000615014486262626
MP:0000334	decreased granulocyte number	0.009241175	8.520363	22	2.58205	0.02386117	7.456469e-05	0.00538392289212598	225	9.633092	22	2.283794	0.02401747	0.09777778	0.0002798902	0.0127691200696517
MP:0001860	liver inflammation	0.004353438	4.01387	14	3.487906	0.01518438	7.519576e-05	0.00538707124375	121	5.180463	14	2.702461	0.01528384	0.1157025	0.0006771177	0.0273531687621145
MP:0002493	increased IgG level	0.007368687	6.79393	19	2.796614	0.02060738	8.243579e-05	0.00585997049844961	174	7.449591	19	2.550476	0.02074236	0.1091954	0.0001754447	0.00883971373076923
MP:0001191	abnormal skin condition	0.009334775	8.606663	22	2.556159	0.02386117	8.595753e-05	0.00606331192384615	180	7.706473	21	2.724982	0.02292576	0.1166667	3.087419e-05	0.00217781786384615
MP:0001236	abnormal epidermis stratum spinosum morphology	0.001911665	1.762555	9	5.106222	0.009761388	9.153848e-05	0.0064076936	58	2.483197	9	3.62436	0.009825328	0.1551724	0.0007500438	0.0295188911845494
MP:0002432	abnormal CD4-positive, alpha beta T cell morphology	0.01870562	17.24658	35	2.029388	0.03796095	9.540223e-05	0.00662756400833333	377	16.14078	35	2.168421	0.03820961	0.0928382	1.591148e-05	0.00123651077627119
MP:0001861	lung inflammation	0.006886922	6.349742	18	2.834761	0.01952278	0.0001063253	0.00727614179850746	145	6.207993	18	2.899488	0.01965066	0.1241379	4.92645e-05	0.00311797834068965
MP:0020202	abnormal macrophage cell number	0.00949185	8.751486	22	2.513859	0.02386117	0.0001085875	0.00735405426811594	202	8.648376	21	2.428202	0.02292576	0.1039604	0.0001644813	0.00847355910674157
MP:0002423	abnormal mast cell physiology	0.002911555	2.684454	11	4.097667	0.01193059	0.0001103994	0.00735405426811594	60	2.568824	10	3.892831	0.01091703	0.1666667	0.0002121867	0.0101871834502618
MP:0005463	abnormal CD4-positive, alpha-beta T cell physiology	0.006289178	5.798622	17	2.931731	0.01843818	0.0001104367	0.00735405426811594	145	6.207993	17	2.738405	0.01855895	0.1172414	0.0001608778	0.00833474251977401
MP:0002500	granulomatous inflammation	0.001141131	1.052123	7	6.653215	0.007592191	0.0001117323	0.00737111648201439	31	1.327226	7	5.274158	0.007641921	0.2258065	0.0002749187	0.012671312325
MP:0002495	increased IgA level	0.002931226	2.702591	11	4.070169	0.01193059	0.0001169837	0.00758632808450704	56	2.39757	11	4.58798	0.01200873	0.1964286	2.121029e-05	0.00160742445702479
MP:0001273	decreased metastatic potential	0.001150061	1.060357	7	6.601553	0.007592191	0.0001171703	0.00758632808450704	26	1.113157	7	6.28842	0.007641921	0.2692308	8.291268e-05	0.00490522113290323
MP:0002460	decreased immunoglobulin level	0.01090679	10.05606	24	2.38662	0.02603037	0.0001174764	0.00758632808450704	275	11.77378	24	2.038428	0.02620087	0.08727273	0.0007985038	0.0308722898493724
MP:0004983	abnormal osteoclast cell number	0.005157015	4.754768	15	3.154728	0.01626898	0.0001262236	0.00809419868531468	103	4.409815	14	3.174736	0.01528384	0.1359223	0.0001251178	0.00682934658333333
MP:0005351	decreased susceptibility to autoimmune disorder	0.006391696	5.893144	17	2.884708	0.01843818	0.0001333733	0.00849328584027778	151	6.464875	17	2.629595	0.01855895	0.1125828	0.0002627467	0.0122303920761421
MP:0000523	cortical renal glomerulopathies	0.00645179	5.94855	17	2.857839	0.01843818	0.000148672	0.00940222234482759	135	5.779855	17	2.94125	0.01855895	0.1259259	6.597948e-05	0.004033545544
MP:0002933	joint inflammation	0.004687601	4.321968	14	3.239265	0.01518438	0.000160327	0.00993377425675676	116	4.966394	14	2.818947	0.01528384	0.1206897	0.0004408249	0.0191581248009479
MP:0003711	pathological neovascularization	0.004127206	3.805284	13	3.416302	0.01409978	0.0001635662	0.010066456738255	82	3.510727	13	3.702937	0.01419214	0.1585366	4.301418e-05	0.0027777466943662
MP:0000321	increased bone marrow cell number	0.002101716	1.937782	9	4.644484	0.009761388	0.0001842496	0.0112637922133333	40	1.71255	9	5.255322	0.009825328	0.225	3.835657e-05	0.00258624813897059
MP:0005425	increased macrophage cell number	0.005391135	4.970626	15	3.017728	0.01626898	0.0002020542	0.0122704438013245	121	5.180463	14	2.702461	0.01528384	0.1157025	0.0006771177	0.0273531687621145
MP:0012765	decreased alpha-beta T cell number	0.01420876	13.10047	28	2.137327	0.03036876	0.0002044718	0.0123238806535948	294	12.58724	28	2.224475	0.03056769	0.0952381	7.017789e-05	0.00426179636622517
MP:0000219	increased neutrophil cell number	0.006019053	5.549567	16	2.883108	0.01735358	0.0002086727	0.0124255107727273	152	6.507689	16	2.45863	0.01746725	0.1052632	0.0008284761	0.0316546909875
MP:0002998	abnormal bone remodeling	0.009420606	8.685799	21	2.41774	0.02277657	0.0002574204	0.0150353189044586	157	6.721757	20	2.975412	0.02183406	0.1273885	1.304246e-05	0.0010774716954955
MP:0008556	abnormal tumor necrosis factor secretion	0.00809021	7.459174	19	2.547199	0.02060738	0.0002645099	0.0153516188797468	186	7.963356	19	2.385929	0.02074236	0.1021505	0.0004126234	0.0182749459038462
MP:0005010	abnormal CD8-positive, alpha beta T cell morphology	0.015219	14.03192	29	2.066716	0.03145336	0.0002737971	0.01569199629375	306	13.101	29	2.213571	0.03165939	0.09477124	5.733176e-05	0.00352840428993289
MP:0002993	arthritis	0.004364085	4.023686	13	3.230868	0.01409978	0.0002777234	0.0157422396463415	108	4.623884	13	2.811489	0.01419214	0.1203704	0.000714931	0.0286284596943231
MP:0002339	abnormal lymph node morphology	0.01375074	12.67819	27	2.129642	0.02928416	0.0002781294	0.0157422396463415	273	11.68815	27	2.310032	0.02947598	0.0989011	4.930282e-05	0.00311797834068965
MP:0013152	abnormal organ/body region tumor incidence	0.01751585	16.14961	32	1.981472	0.03470716	0.0002813607	0.0157422396463415	342	14.6423	32	2.185449	0.0349345	0.09356725	3.11401e-05	0.002179807
MP:0004947	skin inflammation	0.003259417	3.005182	11	3.660344	0.01193059	0.000287306	0.0159672486060606	86	3.681982	11	2.987522	0.01200873	0.127907	0.001085911	0.0391831942352941
MP:0002908	delayed wound healing	0.001774704	1.636277	8	4.889148	0.00867679	0.0002961714	0.0163607936024096	47	2.012246	8	3.975657	0.008733624	0.1702128	0.0007800047	0.0303078097415254
MP:0008688	decreased interleukin-2 secretion	0.002752271	2.537594	10	3.940741	0.01084599	0.0003030361	0.0166397666886228	56	2.39757	10	4.170891	0.01091703	0.1785714	0.0001169555	0.00646073454819277
MP:0008658	decreased interleukin-1 beta secretion	0.001352002	1.246545	7	5.61552	0.007592191	0.0003101262	0.01692772175	32	1.37004	7	5.109341	0.007641921	0.21875	0.000339005	0.0152386071078431
MP:0005033	abnormal trophoblast giant cell morphology	0.00331268	3.054291	11	3.601491	0.01193059	0.000328742	0.0178376576331361	81	3.467913	11	3.171936	0.01200873	0.1358025	0.0006530082	0.0268283470311111
MP:0002743	glomerulonephritis	0.00331572	3.057094	11	3.598188	0.01193059	0.0003312519	0.0178681171941176	84	3.596354	11	3.058653	0.01200873	0.1309524	0.0008907433	0.0337525457066116
MP:0012057	abnormal mural trophectoderm morphology	0.003333583	3.073563	11	3.578908	0.01193059	0.0003463223	0.018571786497076	82	3.510727	11	3.133254	0.01200873	0.1341463	0.0007255372	0.0289268527130435
MP:0009308	increased adenocarcinoma incidence	0.004474341	4.125343	13	3.151253	0.01409978	0.0003506563	0.0186948736686047	98	4.195747	13	3.098376	0.01419214	0.1326531	0.0002760997	0.012671312325
MP:0002276	abnormal lung interstitium morphology	0.001003766	0.9254725	6	6.483175	0.006507592	0.0003929228	0.02069521232	22	0.9419023	6	6.370087	0.006550218	0.2727273	0.0002505435	0.0117819686923077
