ID	name	Binom_Genome_Fraction	Binom_Expected	Binom_Observed_Region_Hits	Binom_Fold_Enrichment	Binom_Region_Set_Coverage	Binom_Raw_PValue	Binom_Adjp_BH	Hyper_Total_Genes	Hyper_Expected	Hyper_Observed_Gene_Hits	Hyper_Fold_Enrichment	Hyper_Gene_Set_Coverage	Hyper_Term_Gene_Coverage	Hyper_Raw_PValue	Hyper_Adjp_BH
MP:0010768	mortality/aging	0.2418239	59.48868	137	2.302959	0.5569106	4.24898e-26	3.54210423636364e-23	4337	49.86688	137	2.747314	0.5569106	0.03158866	1.005102e-34	1.31668362e-31
MP:0001845	abnormal inflammatory response	0.04403694	10.83309	58	5.353968	0.2357724	7.235017e-26	5.52875882416667e-23	1008	11.59	58	5.004315	0.2357724	0.05753968	6.475675e-25	2.19933110185185e-22
MP:0013656	abnormal hematopoietic cell morphology	0.101611	24.99632	85	3.400501	0.3455285	6.291401e-25	4.43785747461538e-22	2287	26.29596	85	3.232436	0.3455285	0.03716659	7.846466e-24	2.248502913125e-21
MP:0011180	abnormal hematopoietic cell number	0.0787615	19.37533	74	3.81929	0.300813	2.360342e-24	1.54602401e-21	1705	19.60411	74	3.774718	0.300813	0.04340176	1.832557e-24	6.001624175e-22
MP:0010771	integument phenotype	0.08780252	21.59942	78	3.611208	0.3170732	2.879138e-24	1.76011303066667e-21	1537	17.67245	78	4.41365	0.3170732	0.05074821	2.21904e-30	1.56527667692308e-27
MP:0005376	homeostasis/metabolism phenotype	0.2176697	53.54674	126	2.353084	0.5121951	4.253255e-24	2.437646771875e-21	4220	48.52162	126	2.596781	0.5121951	0.02985782	1.491135e-28	7.58768754210526e-26
MP:0002060	abnormal skin morphology	0.03797426	9.341667	52	5.566458	0.2113821	6.87407e-24	3.69914132e-21	736	8.462538	52	6.144729	0.2113821	0.07065217	2.110922e-26	8.7987067e-24
MP:0010769	abnormal survival	0.2283884	56.18355	129	2.296046	0.5243902	7.261128e-24	3.69914132e-21	4010	46.10703	129	2.797838	0.5243902	0.03216958	8.317586e-33	8.47469595777778e-30
MP:0005508	abnormal skeleton morphology	0.1079763	26.56216	85	3.200041	0.3455285	3.570065e-23	1.72302610789474e-20	1832	21.06436	85	4.035252	0.3455285	0.04639738	1.441205e-30	1.20144089545455e-27
MP:0011182	decreased hematopoietic cell number	0.05791564	14.24725	62	4.351718	0.2520325	4.9408e-23	2.2653568e-20	1250	14.37252	62	4.313789	0.2520325	0.0496	2.919067e-23	7.64795554e-21
MP:0008250	abnormal myeloid leukocyte morphology	0.03503799	8.619345	49	5.684887	0.199187	6.942925e-23	3.03174391666667e-20	791	9.094929	49	5.387618	0.199187	0.0619469	2.288229e-22	5.38027177692308e-20
MP:0005390	skeleton phenotype	0.1122393	27.61087	86	3.114715	0.3495935	1.05828e-22	4.41110345454545e-20	1928	22.16817	86	3.879436	0.3495935	0.04460581	9.952812e-30	6.18330043333333e-27
MP:0001846	increased inflammatory response	0.03734642	9.187218	50	5.442344	0.203252	1.51958e-22	6.05849939130435e-20	822	9.451367	50	5.29024	0.203252	0.06082725	1.7751e-22	4.28359657894737e-20
MP:0002108	abnormal muscle morphology	0.04797663	11.80225	56	4.744858	0.2276423	1.781256e-22	6.8058823e-20	765	8.79598	56	6.366544	0.2276423	0.07320261	2.920789e-29	1.673977195625e-26
MP:0005369	muscle phenotype	0.07226412	17.77697	68	3.825173	0.2764228	2.780739e-22	1.0199750652e-19	1139	13.09624	68	5.192331	0.2764228	0.05970149	2.215393e-30	1.56527667692308e-27
MP:0008246	abnormal leukocyte morphology	0.07528643	18.52046	69	3.725609	0.2804878	5.331401e-22	1.88034412192308e-19	1653	19.00622	69	3.630391	0.2804878	0.04174229	9.616657e-22	2.05080801604651e-19
MP:0005378	growth/size/body region phenotype	0.213765	52.5862	121	2.300984	0.4918699	5.65609e-22	1.92097575185185e-19	3564	40.97892	121	2.952738	0.4918699	0.03395062	1.977153e-32	1.813049301e-29
MP:0000716	abnormal immune system cell morphology	0.07575929	18.63678	69	3.702355	0.2804878	7.51456e-22	2.4610184e-19	1672	19.22468	69	3.589137	0.2804878	0.04126794	1.818817e-21	3.70634486444444e-19
MP:0000266	abnormal heart morphology	0.07594065	18.6814	69	3.693513	0.2804878	8.565648e-22	2.70851697103448e-19	1234	14.18855	69	4.863077	0.2804878	0.05591572	3.965485e-29	2.13902926176471e-26
MP:0000217	abnormal leukocyte cell number	0.06711203	16.50956	64	3.876542	0.2601626	3.353384e-21	1.02501770933333e-18	1456	16.74111	64	3.822925	0.2601626	0.04395604	2.981948e-21	5.94444851304348e-19
MP:0005384	cellular phenotype	0.169013	41.5772	104	2.501371	0.4227642	8.121911e-21	2.40251367322581e-18	3160	36.33372	104	2.862355	0.4227642	0.03291139	9.702093e-26	3.42185356961538e-23
MP:0008247	abnormal mononuclear cell morphology	0.06413493	15.77719	61	3.86634	0.2479675	4.107807e-20	1.1771434434375e-17	1404	16.14321	61	3.778678	0.2479675	0.04344729	5.766948e-20	1.01697909923077e-17
MP:0013657	abnormal blood cell morphology	0.07087086	17.43423	64	3.670939	0.2601626	5.341199e-20	1.48420590393939e-17	1567	18.01739	64	3.552124	0.2601626	0.04084237	1.337461e-19	2.27120692037037e-17
MP:0001764	abnormal homeostasis	0.1923463	47.31718	110	2.324737	0.4471545	8.800912e-20	2.37365773647059e-17	3702	42.56565	110	2.584244	0.4471545	0.02971367	8.680479e-24	2.41212098272727e-21
MP:0005370	liver/biliary system phenotype	0.05346923	13.15343	55	4.181419	0.2235772	1.372604e-19	3.59622248e-17	1079	12.40636	55	4.433211	0.2235772	0.05097312	4.105831e-21	7.84384797291667e-19
MP:0002128	abnormal blood circulation	0.03879387	9.543292	47	4.924925	0.1910569	1.783268e-19	4.54237987777778e-17	595	6.841318	47	6.870021	0.1910569	0.0789916	6.329748e-26	2.3217515664e-23
MP:0010770	preweaning lethality	0.2047155	50.36001	113	2.243844	0.4593496	3.095552e-19	7.67194914594595e-17	3574	41.0939	113	2.7498	0.4593496	0.03161724	5.825866e-27	2.54396148666667e-24
MP:0005164	abnormal response to injury	0.02270644	5.585785	36	6.444931	0.1463415	1.321038e-18	3.18787327894737e-16	447	5.139612	36	7.00442	0.1463415	0.08053691	3.217791e-20	5.901428694e-18
MP:0001545	abnormal hematopoietic system physiology	0.06069022	14.92979	57	3.817869	0.2317073	1.637048e-18	3.84916157948718e-16	1367	15.71778	57	3.626465	0.2317073	0.04169715	8.371675e-18	1.07184742194444e-15
MP:0008251	abnormal phagocyte morphology	0.0291156	7.162437	40	5.584691	0.1626016	1.822014e-18	4.176967095e-16	664	7.634681	40	5.23925	0.1626016	0.06024096	6.97218e-18	9.1335558e-16
MP:0003795	abnormal bone structure	0.04156227	10.22432	47	4.596884	0.1910569	2.602594e-18	5.82092365365854e-16	773	8.887964	47	5.28805	0.1910569	0.06080207	4.036794e-21	7.84384797291667e-19
MP:0005621	abnormal cell physiology	0.1481154	36.43639	92	2.524948	0.3739837	2.909084e-18	6.35150006666667e-16	2684	30.86067	92	2.981141	0.3739837	0.0342772	1.606845e-23	4.33375548529412e-21
MP:0000221	decreased leukocyte cell number	0.04793179	11.79122	50	4.240443	0.203252	4.811335e-18	1.02604516162791e-15	1022	11.75097	50	4.254968	0.203252	0.04892368	1.969753e-18	2.77886692461538e-16
MP:0002429	abnormal blood cell morphology/development	0.04228396	10.40186	47	4.518425	0.1910569	5.051327e-18	1.05274246795455e-15	850	9.773312	47	4.809015	0.1910569	0.05529412	1.9271e-19	3.10026438596491e-17
MP:0002089	abnormal postnatal growth/weight/body size	0.1562264	38.4317	94	2.445897	0.3821138	8.409787e-18	1.71372770644444e-15	2576	29.61888	94	3.173651	0.3821138	0.03649068	3.897751e-26	1.55401637695652e-23
MP:0001914	hemorrhage	0.02891728	7.11365	39	5.482417	0.1585366	9.419097e-18	1.87767651065217e-15	474	5.450058	39	7.155887	0.1585366	0.08227848	3.43022e-22	7.86377935e-20
MP:0000249	abnormal blood vessel physiology	0.01768031	4.349355	31	7.127493	0.1260163	2.564981e-17	5.00444165319149e-15	329	3.782846	31	8.194887	0.1260163	0.09422492	1.743214e-19	2.854512925e-17
MP:0002080	prenatal lethality	0.1049329	25.81349	74	2.866719	0.300813	3.026778e-17	5.7824071375e-15	2000	22.99603	74	3.217947	0.300813	0.037	2.421439e-20	4.53155012857143e-18
MP:0001634	internal hemorrhage	0.01467412	3.609834	28	7.756589	0.1138211	1.212097e-16	2.26835295714286e-14	266	3.058472	28	9.154899	0.1138211	0.1052632	5.716438e-19	9.03788559655172e-17
MP:0000598	abnormal liver morphology	0.04421779	10.87758	46	4.228883	0.1869919	1.427743e-16	2.618480662e-14	877	10.08376	46	4.561791	0.1869919	0.05245154	3.90273e-18	5.34149762686567e-16
MP:0002420	abnormal adaptive immunity	0.05439659	13.38156	51	3.811215	0.2073171	1.607741e-16	2.89078136666667e-14	1254	14.41851	51	3.53712	0.2073171	0.04066986	1.753515e-15	1.5169559009434e-13
MP:0012382	abnormal blood cell physiology	0.05677648	13.96702	52	3.723057	0.2113821	1.983169e-16	3.49724225576923e-14	1304	14.99341	52	3.46819	0.2113821	0.0398773	1.955536e-15	1.67591262803738e-13
MP:0009642	abnormal blood homeostasis	0.1389501	34.18173	85	2.486709	0.3455285	2.726449e-16	4.71727119433962e-14	2725	31.33209	85	2.712874	0.3455285	0.03119266	7.487105e-19	1.16367377711864e-16
MP:0002169	no abnormal phenotype detected	0.1071801	26.36629	73	2.768686	0.296748	3.411445e-16	5.79313900925926e-14	1783	20.50096	73	3.560809	0.296748	0.04094223	1.34343e-22	3.42201475e-20
MP:0002421	abnormal cell-mediated immunity	0.05343876	13.14594	50	3.803457	0.203252	3.653849e-16	6.09196278727273e-14	1234	14.18855	50	3.523969	0.203252	0.04051864	4.056138e-15	3.38134413272727e-13
MP:0002873	normal phenotype	0.1074131	26.42362	73	2.762679	0.296748	3.824623e-16	6.21818343508772e-14	1786	20.53545	73	3.554828	0.296748	0.04087346	1.483494e-22	3.67665945405405e-20
MP:0002925	abnormal cardiovascular development	0.04740875	11.66255	47	4.029993	0.1910569	3.865174e-16	6.21818343508772e-14	659	7.577191	47	6.202826	0.1910569	0.07132018	5.084147e-24	1.55405426633333e-21
MP:0003956	abnormal body size	0.1400307	34.44755	85	2.467519	0.3455285	4.319493e-16	6.82926738103448e-14	2274	26.14648	85	3.250915	0.3455285	0.03737907	5.336236e-24	1.57849303612903e-21
MP:0002138	abnormal hepatobiliary system morphology	0.04788765	11.78036	47	3.989691	0.1910569	5.623995e-16	8.74102273728814e-14	959	11.02659	47	4.262422	0.1910569	0.04900938	2.305688e-17	2.7458648e-15
MP:0008248	abnormal mononuclear phagocyte morphology	0.02301075	5.660644	33	5.829725	0.1341463	7.001344e-16	1.07003874133333e-13	511	5.875485	33	5.616558	0.1341463	0.06457926	9.534836e-16	8.83176223434344e-14
MP:0000260	abnormal angiogenesis	0.02307142	5.675569	33	5.814395	0.1341463	7.540064e-16	1.13348175213115e-13	320	3.679364	33	8.968941	0.1341463	0.103125	6.393179e-22	1.39584408166667e-19
MP:0001265	decreased body size	0.1251311	30.78226	79	2.566413	0.3211382	8.8816e-16	1.31361729032258e-13	1955	22.47862	79	3.514451	0.3211382	0.04040921	2.906855e-24	9.19167598275862e-22
MP:0008195	abnormal professional antigen presenting cell morphology	0.03923771	9.652478	42	4.351214	0.1707317	1.380787e-15	2.00981218888889e-13	789	9.071933	42	4.629664	0.1707317	0.05323194	8.114365e-17	9.07423500609756e-15
MP:0000259	abnormal vascular development	0.03197888	7.866804	38	4.830424	0.1544715	1.445458e-15	2.071070290625e-13	447	5.139612	38	7.393554	0.1544715	0.08501119	3.903413e-22	8.73031639268293e-20
MP:0005388	respiratory system phenotype	0.07125774	17.5294	57	3.251679	0.2317073	1.909637e-15	2.69405712153846e-13	1140	13.10774	57	4.348577	0.2317073	0.05	1.705894e-21	3.55523817727273e-19
MP:0002722	abnormal immune system organ morphology	0.05174901	12.73026	48	3.770544	0.195122	2.202165e-15	3.05967470454545e-13	1076	12.37186	48	3.879772	0.195122	0.04460967	4.032769e-16	4.0637903e-14
MP:0005023	abnormal wound healing	0.007212341	1.774236	20	11.27246	0.08130081	3.751299e-15	5.13424057164179e-13	151	1.7362	20	11.51941	0.08130081	0.1324503	8.257901e-16	7.72703593571429e-14
MP:0002086	abnormal extraembryonic tissue morphology	0.03484147	8.571003	39	4.550226	0.1585366	3.957357e-15	5.33661230735294e-13	603	6.933302	39	5.625025	0.1585366	0.06467662	1.669149e-18	2.4295391e-16
MP:0002442	abnormal leukocyte physiology	0.05274423	12.97508	48	3.699399	0.195122	4.488571e-15	5.96524580724638e-13	1198	13.77462	48	3.48467	0.195122	0.04006678	2.432251e-14	1.85864513916667e-12
MP:0010832	lethality during fetal growth through weaning	0.1292465	31.79465	79	2.484695	0.3211382	5.292104e-15	6.93265624e-13	1760	20.2365	79	3.903836	0.3211382	0.04488636	3.126562e-27	1.433528677e-24
MP:0011181	increased hematopoietic cell number	0.04695734	11.55151	45	3.895596	0.1829268	6.068799e-15	7.73898632739726e-13	1031	11.85445	45	3.796042	0.1829268	0.04364694	8.631215e-15	6.76480697008547e-13
MP:0001819	abnormal immune cell physiology	0.05317682	13.0815	48	3.669305	0.195122	6.083873e-15	7.73898632739726e-13	1221	14.03907	48	3.419029	0.195122	0.03931204	4.95017e-14	3.60262372222222e-12
MP:0010678	abnormal skin adnexa morphology	0.04496109	11.06043	44	3.978146	0.1788618	6.160807e-15	7.73898632739726e-13	806	9.267399	44	4.747826	0.1788618	0.05459057	5.236712e-18	6.95951435362319e-16
MP:0002191	abnormal artery morphology	0.02658847	6.540763	34	5.198171	0.1382114	6.597339e-15	8.17535116621622e-13	395	4.541715	34	7.486158	0.1382114	0.08607595	4.829359e-20	8.68337686862745e-18
MP:0013258	abnormal extracellular matrix morphology	0.002843187	0.6994241	14	20.01647	0.05691057	2.850585e-14	3.48531526e-12	43	0.4944146	14	28.31632	0.05691057	0.3255814	2.837235e-17	3.29334746202532e-15
MP:0013659	abnormal erythroid lineage cell morphology	0.03527597	8.677889	38	4.378945	0.1544715	3.027506e-14	3.65292500263158e-12	768	8.830474	38	4.30328	0.1544715	0.04947917	2.906738e-14	2.16705589105691e-12
MP:0001175	abnormal lung morphology	0.02997158	7.373007	35	4.747045	0.1422764	3.529146e-14	4.20289205454545e-12	471	5.415564	35	6.462854	0.1422764	0.07430998	1.469484e-18	2.17341423870968e-16
MP:0009931	abnormal skin appearance	0.02008421	4.940715	29	5.869596	0.1178862	3.840409e-14	4.51494237564103e-12	386	4.438233	29	6.534132	0.1178862	0.07512953	1.194789e-15	1.08477377524752e-13
MP:0002132	abnormal respiratory system morphology	0.04554424	11.20388	43	3.837955	0.1747967	4.409306e-14	5.1181438e-12	731	8.405048	43	5.115973	0.1747967	0.05882353	8.350398e-19	1.276219161e-16
MP:0002163	abnormal gland morphology	0.09438932	23.21977	64	2.756272	0.2601626	5.140264e-14	5.89202761e-12	1701	19.55812	64	3.272298	0.2601626	0.03762493	8.415814e-18	1.07184742194444e-15
MP:0005391	vision/eye phenotype	0.07972812	19.61312	58	2.957204	0.2357724	5.958256e-14	6.7453342617284e-12	1359	15.6258	58	3.71181	0.2357724	0.04267844	1.36111e-18	2.0461276557377e-16
MP:0000130	abnormal trabecular bone morphology	0.0120323	2.959947	23	7.77041	0.09349593	7.007894e-14	7.83687658292683e-12	233	2.679037	23	8.585174	0.09349593	0.09871245	3.70342e-15	3.11562948623853e-13
MP:0002619	abnormal lymphocyte morphology	0.05253281	12.92307	46	3.559525	0.1869919	7.23312e-14	7.99129040963856e-12	1135	13.05025	46	3.524838	0.1869919	0.04052863	6.157706e-14	4.37722201705426e-12
MP:0002006	neoplasm	0.02904106	7.1441	34	4.759172	0.1382114	7.908139e-14	8.63305174166667e-12	584	6.71484	34	5.063412	0.1382114	0.05821918	7.221793e-15	5.75859494e-13
MP:0002083	premature death	0.05484857	13.49275	47	3.483352	0.1910569	8.012645e-14	8.64422995882353e-12	899	10.33671	47	4.546899	0.1910569	0.05228031	1.811899e-18	2.5961115359375e-16
MP:0005371	limbs/digits/tail phenotype	0.05338254	13.13211	46	3.502866	0.1869919	1.271158e-13	1.34184082988506e-11	865	9.945782	46	4.625076	0.1869919	0.05317919	2.282642e-18	3.17148896060606e-16
MP:0002452	abnormal professional antigen presenting cell physiology	0.03697918	9.096879	38	4.177257	0.1544715	1.273066e-13	1.34184082988506e-11	831	9.554849	38	3.977038	0.1544715	0.04572804	3.365261e-13	2.204245955e-11
MP:0013693	abnormal hemopoiesis	0.03700101	9.102248	38	4.174793	0.1544715	1.296009e-13	1.3505002875e-11	726	8.347558	38	4.55223	0.1544715	0.0523416	4.900076e-15	4.011937225e-13
MP:0000717	abnormal lymphocyte cell number	0.04916428	12.09441	44	3.638043	0.1788618	1.323843e-13	1.36400452921348e-11	1044	12.00393	44	3.665467	0.1788618	0.04214559	6.128696e-14	4.37722201705426e-12
MP:0005379	endocrine/exocrine gland phenotype	0.1018538	25.05603	66	2.634096	0.2682927	1.494873e-13	1.52310949e-11	1867	21.46679	66	3.074516	0.2682927	0.03535083	5.252056e-17	6.02016919e-15
MP:0000689	abnormal spleen morphology	0.03739545	9.199281	38	4.130758	0.1544715	1.785737e-13	1.79947343846154e-11	793	9.117925	38	4.167615	0.1544715	0.04791929	7.915727e-14	5.58363204538461e-12
MP:0005380	embryo phenotype	0.0870319	21.40985	60	2.802449	0.2439024	1.979469e-13	1.97301420978261e-11	1543	17.74143	60	3.381914	0.2439024	0.03888529	2.53855e-17	2.98442352564103e-15
MP:0005503	abnormal tendon morphology	0.001520451	0.3740309	11	29.40933	0.04471545	2.884947e-13	2.84461978387097e-11	26	0.2989484	11	36.79565	0.04471545	0.4230769	2.463073e-15	2.09133142685185e-13
MP:0002109	abnormal limb morphology	0.04207677	10.35088	40	3.864404	0.1626016	3.101857e-13	3.02596049893617e-11	675	7.761159	40	5.153869	0.1626016	0.05925926	1.233504e-17	1.48831995789474e-15
MP:0001533	abnormal skeleton physiology	0.03075384	7.565444	34	4.494118	0.1382114	3.867738e-13	3.73338499578947e-11	538	6.185931	34	5.496343	0.1382114	0.06319703	6.41722e-16	6.19430604210526e-14
MP:0008469	abnormal protein level	0.04251903	10.45968	40	3.824208	0.1626016	4.298066e-13	4.10554846041667e-11	966	11.10708	40	3.601306	0.1626016	0.04140787	1.746558e-12	1.08215789594595e-10
MP:0002441	abnormal granulocyte morphology	0.01904646	4.685429	27	5.762546	0.1097561	4.699687e-13	4.44289997835052e-11	460	5.289086	27	5.104852	0.1097561	0.05869565	4.364478e-12	2.53305463670886e-10
MP:0006207	embryonic lethality during organogenesis	0.04693028	11.54485	42	3.637986	0.1707317	5.188017e-13	4.85450162142857e-11	743	8.543024	42	4.916292	0.1707317	0.05652759	9.461082e-18	1.17240705324324e-15
MP:0020201	abnormal granulocyte number	0.01761811	4.334055	26	5.999	0.1056911	5.354769e-13	4.9599223969697e-11	434	4.990138	26	5.210277	0.1056911	0.05990783	7.065948e-12	3.95089897317073e-10
MP:0005016	decreased lymphocyte cell number	0.03740377	9.201328	37	4.021159	0.1504065	8.479629e-13	7.775819793e-11	776	8.922459	37	4.146839	0.1504065	0.04768041	2.035972e-13	1.37278406176471e-11
MP:0002723	abnormal immune serum protein physiology	0.03959178	9.739577	38	3.901607	0.1544715	9.867575e-13	8.95897650990099e-11	928	10.67016	38	3.561335	0.1544715	0.04094828	9.413269e-12	5.23149555939394e-10
MP:0002446	abnormal macrophage morphology	0.01667979	4.103228	25	6.092764	0.101626	1.101705e-12	9.90454397058824e-11	352	4.047301	25	6.176956	0.101626	0.07102273	4.379697e-13	2.80851898531468e-11
MP:0008762	embryonic lethality	0.07861521	19.33934	55	2.843944	0.2235772	1.467438e-12	1.30644722912621e-10	1537	17.67245	55	3.112189	0.2235772	0.03578399	2.470324e-14	1.87213810578512e-12
MP:0009489	abnormal blood vessel endothelium morphology	0.004800639	1.180957	15	12.70156	0.06097561	2.119923e-12	1.86716308666667e-10	68	0.7818649	15	19.1849	0.06097561	0.2205882	1.364671e-15	1.21495466699029e-13
MP:0002092	abnormal eye morphology	0.07444445	18.31333	53	2.894066	0.2154472	2.137973e-12	1.86716308666667e-10	1252	14.39551	53	3.681703	0.2154472	0.04233227	8.062911e-17	9.07423500609756e-15
MP:0011655	abnormal systemic artery morphology	0.01430994	3.520244	23	6.533637	0.09349593	2.313829e-12	2.00168037075472e-10	254	2.920495	23	7.875376	0.09349593	0.09055118	2.398785e-14	1.8484755e-12
MP:0013662	decreased myeloid cell number	0.01433146	3.525539	23	6.523825	0.09349593	2.384132e-12	2.04322340560748e-10	302	3.4724	23	6.623661	0.09349593	0.07615894	9.350936e-13	5.91366090482759e-11
MP:0000272	abnormal aorta morphology	0.01161695	2.857769	21	7.348388	0.08536585	2.51287e-12	2.13361276851852e-10	195	2.242113	21	9.366166	0.08536585	0.1076923	1.06798e-14	8.29947169491526e-13
MP:0000218	increased leukocyte cell number	0.04091687	10.06555	38	3.775253	0.1544715	2.612122e-12	2.19753749908257e-10	880	10.11825	38	3.755589	0.1544715	0.04318182	1.924173e-12	1.18420579932886e-10
MP:0002106	abnormal muscle physiology	0.04510628	11.09615	40	3.604855	0.1626016	2.661946e-12	2.21909498363636e-10	732	8.416546	40	4.752543	0.1626016	0.05464481	1.994098e-16	2.12626496046512e-14
MP:0002123	abnormal definitive hematopoiesis	0.03535574	8.697511	35	4.02414	0.1422764	3.688165e-12	3.04688946396396e-10	696	8.002617	35	4.373569	0.1422764	0.05028736	2.115205e-13	1.41579779927007e-11
MP:0002221	abnormal lymph organ size	0.03746061	9.215311	36	3.906542	0.1463415	4.046895e-12	3.31339528125e-10	779	8.956953	36	4.019224	0.1463415	0.04621309	1.116225e-12	6.96311785714286e-11
MP:0000428	abnormal craniofacial morphology	0.0684907	16.84871	50	2.967586	0.203252	4.209923e-12	3.41637114247788e-10	957	11.0036	50	4.543968	0.203252	0.0522466	1.249052e-19	2.16109563018868e-17
MP:0005382	craniofacial phenotype	0.0685473	16.86264	50	2.965135	0.203252	4.336988e-12	3.48861227719298e-10	961	11.04959	50	4.525054	0.203252	0.05202914	1.490116e-19	2.48442976727273e-17
MP:0002451	abnormal macrophage physiology	0.01638847	4.031563	24	5.953026	0.09756098	5.139643e-12	4.09830663565217e-10	355	4.081795	24	5.879766	0.09756098	0.06760563	3.776852e-12	2.20597024458599e-10
MP:0006055	abnormal vascular endothelial cell morphology	0.003423861	0.8422698	13	15.43448	0.05284553	5.955133e-12	4.7076353112069e-10	53	0.6093947	13	21.33264	0.05284553	0.245283	2.50001e-14	1.87910587704918e-12
MP:0011098	embryonic lethality during organogenesis, complete penetrance	0.03621708	8.909403	35	3.928434	0.1422764	7.141279e-12	5.59705371196581e-10	586	6.737836	35	5.194546	0.1422764	0.05972696	1.287038e-15	1.15707239803922e-13
MP:0002447	abnormal erythrocyte morphology	0.03231683	7.94994	33	4.150975	0.1341463	7.23304e-12	5.62093023728814e-10	712	8.186586	33	4.030985	0.1341463	0.04634831	9.957765e-12	5.50076536445783e-10
MP:0004848	abnormal liver size	0.01834376	4.512566	25	5.540086	0.101626	8.304876e-12	6.39963974117647e-10	352	4.047301	25	6.176956	0.101626	0.07102273	4.379697e-13	2.80851898531468e-11
MP:0005406	abnormal heart size	0.032532	8.002872	33	4.12352	0.1341463	8.602607e-12	6.57382551583333e-10	580	6.668848	33	4.948381	0.1341463	0.05689655	3.575509e-14	2.644146575e-12
MP:0001243	abnormal dermal layer morphology	0.004392326	1.080512	14	12.95682	0.05691057	8.989659e-12	6.81282421735537e-10	96	1.103809	14	12.68335	0.05691057	0.1458333	5.051055e-12	2.894885896875e-10
MP:0002133	abnormal respiratory system physiology	0.04707651	11.58082	40	3.453986	0.1626016	9.754453e-12	7.33183065655738e-10	717	8.244076	40	4.851969	0.1626016	0.05578801	9.847087e-17	1.08792515409639e-14
MP:0013560	abnormal endocrine gland morphology	0.04292504	10.55956	38	3.598634	0.1544715	1.058844e-11	7.89398331707317e-10	739	8.497032	38	4.47215	0.1544715	0.05142084	8.619236e-15	6.76480697008547e-13
MP:0008438	abnormal cutaneous collagen fibril morphology	0.001109725	0.2729924	9	32.96795	0.03658537	1.579664e-11	1.16818700645161e-09	24	0.2759523	9	32.61433	0.03658537	0.375	3.413555e-12	2.00655765064103e-10
MP:0005451	abnormal body composition	0.1132945	27.87044	66	2.368101	0.2682927	1.769471e-11	1.2980839256e-09	1918	22.05319	66	2.992764	0.2682927	0.03441084	2.020507e-16	2.12966082643678e-14
MP:0001262	decreased body weight	0.09179356	22.58122	58	2.568506	0.2357724	1.883728e-11	1.37093537777778e-09	1501	17.25852	58	3.360659	0.2357724	0.03864091	1.313953e-16	1.43439869166667e-14
MP:0005025	abnormal response to infection	0.02097348	5.159475	26	5.039272	0.1056911	2.425387e-11	1.7512439992126e-09	537	6.174433	26	4.210913	0.1056911	0.04841713	7.35936e-10	3.0536348959276e-08
