ID	name	Binom_Genome_Fraction	Binom_Expected	Binom_Observed_Region_Hits	Binom_Fold_Enrichment	Binom_Region_Set_Coverage	Binom_Raw_PValue	Binom_Adjp_BH	Hyper_Total_Genes	Hyper_Expected	Hyper_Observed_Gene_Hits	Hyper_Fold_Enrichment	Hyper_Gene_Set_Coverage	Hyper_Term_Gene_Coverage	Hyper_Raw_PValue	Hyper_Adjp_BH
MP:0002640	reticulocytosis	0.002679948	5.231259	28	5.35244	0.01434426	2.480939e-12	6.89400322121212e-10	69	6.234027	27	4.331069	0.01396793	0.3913043	1.40892e-11	1.15355325e-09
MP:0005637	abnormal iron homeostasis	0.004181448	8.162187	34	4.16555	0.01741803	1.066306e-11	2.59409682682927e-09	122	11.02248	34	3.084605	0.01758924	0.2786885	1.574975e-09	9.66275912e-08
MP:0011913	abnormal reticulocyte cell number	0.003073625	5.999715	29	4.833563	0.01485656	1.128188e-11	2.59409682682927e-09	75	6.776116	28	4.132161	0.01448526	0.3733333	2.249057e-11	1.77791833534483e-09
MP:0002424	abnormal reticulocyte morphology	0.003289066	6.420257	30	4.67271	0.01536885	1.132961e-11	2.59409682682927e-09	80	7.227857	29	4.012254	0.01500259	0.3625	2.313534e-11	1.81325698974359e-09
MP:0002643	poikilocytosis	0.0006853436	1.337791	15	11.21252	0.007684426	1.64669e-11	3.59527316666667e-09	32	2.891143	15	5.18826	0.007759959	0.46875	2.64902e-08	1.2586276373057e-06
MP:0009931	abnormal skin appearance	0.02008421	39.20437	87	2.21914	0.04456967	1.832374e-11	3.90764408837209e-09	386	34.87441	85	2.437317	0.0439731	0.2202073	6.393849e-15	9.45670892419355e-13
MP:0002874	decreased hemoglobin content	0.006577999	12.84025	43	3.348843	0.02202869	2.285916e-11	4.76405675454545e-09	151	13.64258	43	3.151896	0.02224521	0.2847682	5.131428e-12	4.52453795769231e-10
MP:0000208	decreased hematocrit	0.007143261	13.94365	45	3.227276	0.02305328	2.582745e-11	5.26306036666667e-09	157	14.18467	45	3.172439	0.02327988	0.2866242	1.285341e-12	1.35477896206897e-10
MP:0001770	abnormal iron level	0.003927391	7.666267	32	4.17413	0.01639344	4.039652e-11	7.88161890212766e-09	117	10.57074	32	3.027224	0.01655458	0.2735043	7.822496e-09	4.14637504739884e-07
MP:0002086	abnormal extraembryonic tissue morphology	0.03484147	68.01056	126	1.852654	0.06454918	8.503626e-11	1.62454688375e-08	603	54.47997	123	2.25771	0.06363166	0.2039801	3.382991e-18	7.8644464675e-16
MP:0001570	abnormal circulating enzyme level	0.02227679	43.48429	91	2.09271	0.04661885	1.226129e-10	2.248720586e-08	469	42.37331	91	2.147578	0.04707708	0.1940299	1.788922e-12	1.78308855869565e-10
MP:0005369	muscle phenotype	0.07226412	141.0596	219	1.552536	0.1121926	1.367537e-10	2.41159890192308e-08	1139	102.9066	217	2.108708	0.1122607	0.190518	2.460558e-27	1.61166549e-24
MP:0013662	decreased myeloid cell number	0.01433146	27.97501	67	2.394995	0.03432377	1.896863e-10	3.28193088867925e-08	302	27.28516	66	2.418897	0.03414382	0.218543	9.820104e-12	8.18639578909091e-10
MP:0010025	decreased total body fat amount	0.01664389	32.48888	74	2.277702	0.03790984	1.93868e-10	3.29216585185185e-08	351	31.71222	74	2.333485	0.03828246	0.2108262	3.536005e-12	3.27526927777778e-10
MP:0002596	abnormal hematocrit	0.009992763	19.50587	53	2.71713	0.02715164	2.207024e-10	3.67971092363636e-08	223	20.14765	53	2.63058	0.02741852	0.2376682	4.035888e-11	3.00886934634146e-09
MP:0002875	decreased erythrocyte cell number	0.00797159	15.56054	46	2.956195	0.02356557	2.538826e-10	4.157327575e-08	176	15.90129	46	2.892848	0.02379721	0.2613636	2.499352e-11	1.94229303728814e-09
MP:0013661	abnormal myeloid cell number	0.02160165	42.16642	88	2.086969	0.04508197	2.827285e-10	4.54845674561403e-08	442	39.93391	87	2.1786	0.04500776	0.1968326	2.462758e-12	2.37720956421053e-10
MP:0003795	abnormal bone structure	0.04156227	81.12954	141	1.737961	0.07223361	4.193225e-10	6.51726665254237e-08	773	69.83917	140	2.004606	0.07242628	0.1811125	6.332457e-16	1.07534501277778e-13
MP:0005319	abnormal enzyme/coenzyme level	0.02503029	48.85913	97	1.985299	0.04969262	4.516695e-10	6.78985133606557e-08	535	48.33629	97	2.006774	0.05018107	0.1813084	1.991679e-11	1.58814751565217e-09
MP:0002813	microcytosis	0.0004995748	0.9751699	12	12.30555	0.006147541	6.114599e-10	8.7610738796875e-08	21	1.897312	12	6.324736	0.006207967	0.5714286	3.873607e-08	1.7760488095e-06
MP:0002108	abnormal muscle morphology	0.04797663	93.65037	156	1.66577	0.07991803	8.646859e-10	1.219872262e-07	765	69.11638	155	2.242594	0.08018624	0.2026144	2.198422e-22	8.76501293043478e-20
MP:0003656	abnormal erythrocyte physiology	0.001236652	2.413946	17	7.042412	0.008709016	8.842712e-10	1.22860104606061e-07	45	4.06567	17	4.181353	0.00879462	0.3777778	1.562749e-07	6.20363996969697e-06
MP:0004848	abnormal liver size	0.01834376	35.80702	77	2.150416	0.03944672	1.031122e-09	1.41125205074627e-07	352	31.80257	75	2.3583	0.03879979	0.2130682	1.455311e-12	1.49946088426966e-10
MP:0005406	abnormal heart size	0.032532	63.50246	116	1.826701	0.05942623	1.068874e-09	1.44140802647059e-07	580	52.40196	113	2.156408	0.05845835	0.1948276	2.571715e-15	3.93043775833333e-13
MP:0001586	abnormal erythrocyte cell number	0.01209387	23.60724	58	2.456874	0.02971311	1.257054e-09	1.64674074e-07	241	21.77392	57	2.617811	0.02948784	0.2365145	9.221204e-12	7.75765510825688e-10
MP:0008986	abnormal liver parenchyma morphology	0.007101015	13.86118	41	2.957901	0.0210041	2.290514e-09	2.87726210684931e-07	183	16.53372	40	2.419298	0.02069322	0.2185792	1.135369e-07	4.79784964516129e-06
MP:0003717	pallor	0.01041532	20.3307	52	2.557709	0.02663934	2.416118e-09	2.99402730540541e-07	186	16.80477	50	2.975346	0.02586653	0.2688172	1.090994e-12	1.17837952235294e-10
MP:0008987	abnormal liver lobule morphology	0.00657643	12.83719	39	3.038048	0.01997951	2.729833e-09	3.33767581466667e-07	173	15.63024	38	2.431185	0.01965856	0.2196532	2.042637e-07	7.83723066527197e-06
MP:0000249	abnormal blood vessel physiology	0.01768031	34.51196	73	2.115209	0.03739754	5.416399e-09	6.45043880909091e-07	329	29.72456	73	2.455881	0.03776513	0.2218845	3.543954e-13	4.22052703636364e-11
MP:0004265	abnormal placental transport	0.0002844383	0.5552235	9	16.20969	0.004610656	8.259198e-09	9.35022785925926e-07	11	0.9938303	8	8.049664	0.004138645	0.7272727	5.630959e-07	1.93392861535581e-05
MP:0002591	decreased mean corpuscular volume	0.003390761	6.618766	26	3.928224	0.01331967	8.712204e-09	9.74279398536585e-07	88	7.950643	26	3.270176	0.01345059	0.2954545	3.471148e-08	1.61575772385787e-06
MP:0002642	anisocytosis	0.001485992	2.900656	17	5.860744	0.008709016	1.277128e-08	1.37779573647059e-06	38	3.433232	17	4.951602	0.00879462	0.4473684	7.540826e-09	4.02031246627907e-07
MP:0010163	hemolysis	0.0008074703	1.576182	13	8.247779	0.006659836	1.342982e-08	1.43199359767442e-06	31	2.800795	13	4.64154	0.006725297	0.4193548	1.115576e-06	3.6535114e-05
MP:0005642	decreased mean corpuscular hemoglobin concentration	0.001495088	2.918412	17	5.825086	0.008709016	1.393578e-08	1.46886324827586e-06	45	4.06567	17	4.181353	0.00879462	0.3777778	1.562749e-07	6.20363996969697e-06
MP:0000259	abnormal vascular development	0.03197888	62.42277	110	1.762178	0.05635246	1.84771e-08	1.84168485869565e-06	447	40.38565	108	2.674217	0.0558717	0.2416107	7.288578e-22	2.7809616912e-19
MP:0002128	abnormal blood circulation	0.03879387	75.72563	127	1.677107	0.06506148	2.350256e-08	2.24498411666667e-06	595	53.75719	126	2.343873	0.06518365	0.2117647	5.023125e-20	1.58834676724138e-17
MP:0001634	internal hemorrhage	0.01467412	28.64389	62	2.164511	0.0317623	3.401731e-08	3.18304829285714e-06	266	24.03262	61	2.538216	0.03155717	0.2293233	7.072869e-12	6.11869893679245e-10
MP:0005636	abnormal mineral homeostasis	0.02333962	45.55895	86	1.887664	0.04405738	3.94434e-08	3.65349472727273e-06	469	42.37331	85	2.00598	0.0439731	0.1812367	3.609893e-10	2.43402344191176e-08
MP:0000245	abnormal erythropoiesis	0.006165181	12.03443	35	2.908321	0.01793033	4.900561e-08	4.44932122475248e-06	109	9.847955	34	3.452493	0.01758924	0.3119266	5.541787e-11	4.0654549432e-09
MP:0001589	abnormal mean corpuscular hemoglobin	0.006759594	13.19473	37	2.80415	0.01895492	5.077131e-08	4.56444032058824e-06	175	15.81094	37	2.340152	0.01914123	0.2114286	7.964059e-07	2.65565167381818e-05
MP:0001711	abnormal placenta morphology	0.01593738	31.10976	65	2.089376	0.03329918	5.666624e-08	4.99643673846154e-06	311	28.09829	64	2.277718	0.03310916	0.2057878	2.931858e-10	2.00635357164179e-08
MP:0003657	abnormal erythrocyte osmotic lysis	0.0007617448	1.486926	12	8.070342	0.006147541	6.058099e-08	5.24082715377358e-06	29	2.620098	12	4.579981	0.006207967	0.4137931	3.438178e-06	9.85252883125e-05
MP:0001914	hemorrhage	0.02891728	56.44653	100	1.771588	0.05122951	6.437256e-08	5.51678855327103e-06	474	42.82505	99	2.311731	0.05121573	0.2088608	1.43895e-15	2.27502956896552e-13
MP:0005332	abnormal amino acid level	0.01171793	22.8734	52	2.273383	0.02663934	9.790882e-08	8.31318406851852e-06	270	24.39402	52	2.13167	0.02690119	0.1925926	1.296168e-07	5.28260469333333e-06
MP:0005097	polychromatophilia	0.0009765277	1.906182	13	6.819915	0.006659836	1.175498e-07	9.60589675438596e-06	29	2.620098	13	4.961646	0.006725297	0.4482759	4.362696e-07	1.562731340625e-05
MP:0008954	abnormal cellular hemoglobin content	0.0002883215	0.5628035	8	14.21455	0.004098361	1.497568e-07	1.19414770086957e-05	10	0.9034821	7	7.747801	0.003621314	0.7	4.566028e-06	0.000126496908640483
MP:0000130	abnormal trabecular bone morphology	0.0120323	23.48706	52	2.213985	0.02663934	2.160706e-07	1.6592312625e-05	233	21.05113	51	2.422672	0.02638386	0.2188841	2.059642e-09	1.21496563012821e-07
MP:0001716	abnormal placenta labyrinth morphology	0.007211583	14.07701	37	2.628399	0.01895492	2.410234e-07	1.82550046229508e-05	152	13.73293	37	2.694254	0.01914123	0.2434211	1.73427e-08	8.54774929946524e-07
MP:0002812	spherocytosis	0.0003105871	0.606266	8	13.19553	0.004098361	2.613584e-07	1.93278752258065e-05	13	1.174527	8	6.811254	0.004138645	0.6153846	3.719867e-06	0.00010528142095679
MP:0000603	pale liver	0.002296064	4.481917	19	4.239258	0.009733607	2.706785e-07	1.985697476e-05	75	6.776116	18	2.656389	0.00931195	0.24	9.485305e-05	0.00181587154175365
MP:0008387	hypochromic anemia	0.000570458	1.113534	10	8.980418	0.005122951	2.895141e-07	2.10701928333333e-05	19	1.716616	10	5.825415	0.005173306	0.5263158	1.524795e-06	4.77213998293515e-05
MP:0010755	abnormal heart right ventricle pressure	0.0006024258	1.175935	10	8.50387	0.005122951	4.72251e-07	3.35700904651163e-05	19	1.716616	10	5.825415	0.005173306	0.5263158	1.524795e-06	4.77213998293515e-05
MP:0010067	increased red blood cell distribution width	0.003395369	6.62776	23	3.470252	0.01178279	5.125478e-07	3.61543332769231e-05	70	6.324375	22	3.478605	0.01138127	0.3142857	1.147931e-07	4.80500116289593e-06
MP:0002135	abnormal kidney morphology	0.04368489	85.27291	133	1.559698	0.06813525	5.648257e-07	3.9537799e-05	697	62.9727	132	2.096146	0.06828764	0.1893831	1.160974e-16	2.21794407916667e-14
MP:0013663	increased myeloid cell number	0.01042223	20.34419	46	2.261087	0.02356557	6.030514e-07	4.18937980151515e-05	217	19.60556	45	2.295267	0.02327988	0.2073733	9.802911e-08	4.18105552883721e-06
MP:0003547	abnormal pulmonary pressure	0.0003484162	0.6801084	8	11.76283	0.004098361	6.142851e-07	4.23533411052632e-05	15	1.355223	8	5.903087	0.004138645	0.5333333	1.575851e-05	0.000377299051436031
MP:0002191	abnormal artery morphology	0.02658847	51.90069	90	1.734081	0.04610656	6.996896e-07	4.71776002352941e-05	395	35.68754	89	2.493867	0.04604242	0.2253165	3.33356e-16	6.212553956e-14
MP:0010874	abnormal bone volume	0.006347072	12.38948	33	2.663549	0.01690574	7.903603e-07	5.23701932589928e-05	124	11.20318	33	2.945593	0.01707191	0.266129	9.674729e-09	5.069557996e-07
MP:0003231	abnormal placenta vasculature	0.005156682	10.06584	29	2.881031	0.01485656	7.938339e-07	5.23701932589928e-05	111	10.02865	29	2.891715	0.01500259	0.2612613	1.158021e-07	4.80500116289593e-06
MP:0008738	abnormal liver iron level	0.0008053683	1.572079	11	6.997104	0.005635246	8.483534e-07	5.55671477e-05	30	2.710446	11	4.058372	0.005690636	0.3666667	3.435267e-05	0.000741209373882353
MP:0002925	abnormal cardiovascular development	0.04740875	92.54188	141	1.523635	0.07223361	8.973618e-07	5.83603383404255e-05	659	59.53947	139	2.334586	0.07190895	0.2109256	7.953137e-22	2.80501024192308e-19
MP:0010066	abnormal red blood cell distribution width	0.00378323	7.384866	24	3.24989	0.01229508	9.117604e-07	5.88791751267606e-05	82	7.408553	23	3.10452	0.0118986	0.2804878	5.922154e-07	2.018816066171e-05
MP:0000202	abnormal circulating alkaline phosphatase level	0.009261861	18.07915	42	2.323118	0.02151639	9.347084e-07	5.99389932027972e-05	221	19.96695	42	2.103475	0.02172788	0.1900452	2.891403e-06	8.49812997115385e-05
MP:0006208	lethality throughout fetal growth and development	0.0233769	45.63171	81	1.775081	0.0414959	1.050765e-06	6.64518279310345e-05	350	31.62187	79	2.498271	0.04086912	0.2257143	1.417894e-14	2.00032122769231e-12
MP:0008956	decreased cellular hemoglobin content	0.0002622082	0.5118303	7	13.67641	0.003586066	1.157855e-06	7.27228106164384e-05	8	0.7227857	6	8.301216	0.003103983	0.75	1.287841e-05	0.000314920052533333
MP:0004264	abnormal extraembryonic tissue physiology	0.01747216	34.10566	65	1.905842	0.03329918	1.276603e-06	7.90976318243243e-05	277	25.02645	63	2.517336	0.03259183	0.2274368	4.705986e-12	4.23077368823529e-10
MP:0005344	increased circulating bilirubin level	0.002090266	4.080199	17	4.166463	0.008709016	1.414899e-06	8.70780122818792e-05	57	5.149848	17	3.301068	0.00879462	0.2982456	6.919354e-06	0.0001812870748
MP:0008807	increased liver iron level	0.0006912483	1.349317	10	7.411158	0.005122951	1.599702e-06	9.77951156e-05	24	2.168357	10	4.611787	0.005173306	0.4166667	2.121182e-05	0.000487499722807018
MP:0001585	hemolytic anemia	0.0008720174	1.702178	11	6.462309	0.005635246	1.809122e-06	0.000109142425921053	34	3.071839	11	3.580917	0.005690636	0.3235294	0.0001281799	0.00236500942253521
MP:0008803	abnormal placental labyrinth vasculature morphology	0.00288053	5.622794	20	3.556951	0.0102459	1.913484e-06	0.000114683975686275	75	6.776116	20	2.951543	0.01034661	0.2666667	7.384902e-06	0.000192385089034091
MP:0001573	abnormal circulating alanine transaminase level	0.006665278	13.01062	33	2.536389	0.01690574	2.207561e-06	0.000131450223181818	160	14.45571	33	2.282834	0.01707191	0.20625	5.403307e-06	0.000147027671186944
MP:0005640	abnormal mean corpuscular hemoglobin concentration	0.00317157	6.190904	21	3.392073	0.0107582	2.224279e-06	0.000131591215677419	77	6.956812	21	3.018624	0.01086394	0.2727273	2.974267e-06	8.68599630254777e-05
MP:0005311	abnormal circulating amino acid level	0.009658328	18.85306	42	2.227755	0.02151639	2.606513e-06	0.000151276735506329	216	19.51521	42	2.152167	0.02172788	0.1944444	1.562871e-06	4.87466907142857e-05
MP:0005292	improved glucose tolerance	0.01103779	21.54577	46	2.13499	0.02356557	2.694201e-06	0.000155382535660377	200	18.06964	46	2.545706	0.02379721	0.23	2.38674e-09	1.38521555696203e-07
MP:0002590	increased mean corpuscular volume	0.004610772	9.000226	26	2.888816	0.01331967	2.737865e-06	0.0001569138878125	133	12.01631	26	2.163725	0.01345059	0.1954887	0.0001312037	0.00240637306
MP:0011514	skin hemorrhage	0.0004390525	0.8570304	8	9.334558	0.004098361	3.344133e-06	0.000189294442037037	20	1.806964	8	4.427315	0.004138645	0.4	0.0002041934	0.0035130459249531
MP:0000230	abnormal systemic arterial blood pressure	0.01150065	22.44926	47	2.09361	0.02407787	3.502218e-06	0.000196741567195122	212	19.15382	47	2.453818	0.02431454	0.2216981	5.671687e-09	3.05937469352941e-07
MP:0000601	small liver	0.01013873	19.79081	43	2.172726	0.02202869	3.675237e-06	0.000202327917083333	177	15.99163	42	2.626373	0.02172788	0.2372881	4.37015e-09	2.41411298192771e-07
MP:0009676	abnormal hemostasis	0.0104854	20.4675	44	2.14975	0.02254098	3.706771e-06	0.000202327917083333	214	19.33452	44	2.275723	0.02276255	0.2056075	1.750132e-07	6.78118417647059e-06
MP:0010375	increased kidney iron level	0.0003175634	0.6198837	7	11.29244	0.003586066	4.030452e-06	0.000218693756449704	13	1.174527	7	5.959847	0.003621314	0.5384615	5.111467e-05	0.00106045593642534
MP:0001569	abnormal circulating bilirubin level	0.002790051	5.446179	19	3.488685	0.009733607	4.479735e-06	0.000241642176176471	71	6.414723	19	2.961936	0.009829281	0.2676056	1.174178e-05	0.000289441189784946
MP:0000274	enlarged heart	0.0255619	49.89683	84	1.683474	0.04303279	4.876856e-06	0.000261524967953216	452	40.83739	82	2.007964	0.04242111	0.1814159	7.036994e-10	4.51253391468531e-08
MP:0002792	abnormal retinal vasculature morphology	0.006946703	13.55996	33	2.433635	0.01690574	5.143637e-06	0.00027422762377907	128	11.56457	33	2.853543	0.01707191	0.2578125	2.264187e-08	1.09854998888889e-06
MP:0005562	decreased mean corpuscular hemoglobin	0.002314615	4.518128	17	3.76262	0.008709016	5.342499e-06	0.00028318332849711	70	6.324375	17	2.688013	0.00879462	0.2428571	0.000125772	0.00232995806060606
MP:0000516	abnormal renal/urinary system morphology	0.04838897	94.45527	139	1.471596	0.07120902	6.163455e-06	0.000321130013352273	757	68.3936	138	2.017733	0.07139162	0.1822985	5.974434e-16	1.03368980716981e-13
MP:0005312	pericardial effusion	0.005138471	10.0303	27	2.691845	0.01383197	6.300988e-06	0.000326441016723164	99	8.944473	26	2.906823	0.01345059	0.2626263	4.613651e-07	1.6461937614786e-05
MP:0004012	increased pulmonary artery pressure	0.0003424559	0.668474	7	10.47161	0.003586066	6.554541e-06	0.000337669331292135	13	1.174527	7	5.959847	0.003621314	0.5384615	5.111467e-05	0.00106045593642534
MP:0011655	abnormal systemic artery morphology	0.01430994	27.933	54	1.933198	0.02766393	6.600489e-06	0.000338136782849162	254	22.94845	53	2.309525	0.02741852	0.2086614	5.894729e-09	3.16109151637427e-07
MP:0002551	abnormal blood coagulation	0.01044869	20.39585	43	2.108272	0.02202869	7.554978e-06	0.000384884157	212	19.15382	43	2.244983	0.02224521	0.2028302	3.567801e-07	1.3086694068e-05
MP:0008739	abnormal spleen iron level	0.000828869	1.617952	10	6.180652	0.005122951	7.731564e-06	0.00039170409878453	29	2.620098	10	3.816651	0.005173306	0.3448276	0.0001422091	0.00258741556944444
MP:0000607	abnormal hepatocyte morphology	0.004927975	9.619408	26	2.702869	0.01331967	8.637868e-06	0.000431454879130435	124	11.20318	26	2.32077	0.01345059	0.2096774	3.833448e-05	0.000821325190654206
MP:0002941	increased circulating alanine transaminase level	0.002667843	5.20763	18	3.456467	0.009221311	8.921962e-06	0.00044223995427027	83	7.498902	18	2.400352	0.00931195	0.2168675	0.0003694908	0.00579184724102564
MP:0011098	embryonic lethality during organogenesis, complete penetrance	0.03621708	70.69575	109	1.541818	0.05584016	9.64211e-06	0.000475366390860215	586	52.94405	106	2.002113	0.05483704	0.1808874	2.644425e-12	2.525976796875e-10
MP:0004147	increased porphyrin level	0.0006827332	1.332695	9	6.753232	0.004610656	1.095103e-05	0.000534153963297872	14	1.264875	9	7.115328	0.004655975	0.6428571	5.180252e-07	1.80619432851711e-05
MP:0002968	increased circulating alkaline phosphatase level	0.00724379	14.13988	33	2.333825	0.01690574	1.18512e-05	0.000568981696335079	170	15.3592	33	2.14855	0.01707191	0.1941176	2.046101e-05	0.000475006232151899
MP:0000260	abnormal angiogenesis	0.02307142	45.03541	76	1.687561	0.03893443	1.251416e-05	0.000597681495833333	320	28.91143	76	2.628718	0.03931712	0.2375	2.527973e-15	3.9290699e-13
MP:0005503	abnormal tendon morphology	0.001520451	2.96792	13	4.380172	0.006659836	1.411878e-05	0.000670824935751295	26	2.349054	13	5.534144	0.006725297	0.5	8.666614e-08	3.7664858e-06
MP:0001718	abnormal visceral yolk sac morphology	0.01290718	25.19482	49	1.944844	0.02510246	1.482149e-05	0.000700582800515464	178	16.08198	48	2.984707	0.02483187	0.2696629	2.718412e-12	2.54365694285714e-10
MP:0000314	schistocytosis	0.0002596428	0.5068227	6	11.83846	0.00307377	1.517846e-05	0.000713776811282051	10	0.9034821	6	6.640973	0.003103983	0.6	8.230589e-05	0.00160926441641791
MP:0008438	abnormal cutaneous collagen fibril morphology	0.001109725	2.166183	11	5.078056	0.005635246	1.689545e-05	0.000790465696428571	24	2.168357	11	5.072965	0.005690636	0.4583333	2.615416e-06	7.76611157928803e-05
MP:0000272	abnormal aorta morphology	0.01161695	22.67628	45	1.984452	0.02305328	2.022819e-05	0.000941586306091371	195	17.6179	45	2.55422	0.02327988	0.2307692	3.174595e-09	1.79697754012346e-07
MP:0006055	abnormal vascular endothelial cell morphology	0.003423861	6.683377	20	2.992499	0.0102459	2.263331e-05	0.00104295202361809	53	4.788455	20	4.176712	0.01034661	0.3773585	1.296332e-08	6.46544305978261e-07
MP:0005294	abnormal heart ventricle morphology	0.03825177	74.66745	112	1.499984	0.05737705	2.28591e-05	0.001048089735	576	52.04057	111	2.132951	0.05742369	0.1927083	1.00112e-14	1.43441725e-12
MP:0001722	pale yolk sac	0.005866047	11.45052	28	2.445303	0.01434426	2.358924e-05	0.00107085807326733	84	7.58925	27	3.557664	0.01396793	0.3214286	2.471076e-09	1.42514257358491e-07
MP:0005275	abnormal skin tensile strength	0.001163172	2.270511	11	4.844724	0.005635246	2.58114e-05	0.0011545879902439	27	2.439402	11	4.509302	0.005690636	0.4074074	1.058021e-05	0.000265083403551913
MP:0005023	abnormal wound healing	0.007212341	14.07849	32	2.272971	0.01639344	2.625619e-05	0.00116878282669903	151	13.64258	32	2.345597	0.01655458	0.2119205	4.091723e-06	0.000113700302757576
MP:0008809	increased spleen iron level	0.0004291538	0.8377083	7	8.356131	0.003586066	2.749202e-05	0.00120622882009569	17	1.53592	7	4.55753	0.003621314	0.4117647	0.0004186707	0.00646331703535354
MP:0003705	abnormal hypodermis morphology	0.004376446	8.542822	23	2.692319	0.01178279	2.937329e-05	0.00128263366333333	106	9.57691	23	2.40161	0.0118986	0.2169811	6.013235e-05	0.001222646672949
MP:0003229	abnormal vitelline vasculature morphology	0.01439967	28.10815	52	1.849997	0.02663934	3.019095e-05	0.00131209010189573	188	16.98546	50	2.943694	0.02586653	0.2659574	1.69308e-12	1.70610369230769e-10
MP:0004847	abnormal liver weight	0.008977683	17.52444	37	2.111337	0.01895492	3.050911e-05	0.00131966291839623	164	14.81711	36	2.429624	0.0186239	0.2195122	4.300148e-07	1.55245500629921e-05
MP:0010080	abnormal hepatocyte physiology	0.004697416	9.169357	24	2.617414	0.01229508	3.095939e-05	0.00133285261173709	93	8.402384	23	2.737318	0.0118986	0.2473118	6.298834e-06	0.000166456218386167
MP:0008989	abnormal liver sinusoid morphology	0.002399958	4.684718	16	3.41536	0.008196721	3.155923e-05	0.00135232775280374	63	5.691937	15	2.635307	0.007759959	0.2380952	0.0003888234	0.00604323826779661
MP:0003881	abnormal nephron morphology	0.02136475	41.704	70	1.678496	0.03586066	3.188831e-05	0.00136007350093023	361	32.6157	70	2.146205	0.03621314	0.1939058	6.767403e-10	4.40121173829787e-08
MP:0000240	extramedullary hematopoiesis	0.00412845	8.058735	22	2.729957	0.01127049	3.539131e-05	0.00149556826129032	110	9.938303	21	2.113037	0.01086394	0.1909091	0.0007733996	0.0106327951004498
MP:0010038	abnormal placenta physiology	0.008705948	16.99401	36	2.118393	0.01844262	3.624857e-05	0.0015178054196347	148	13.37154	35	2.6175	0.01810657	0.2364865	9.06137e-08	3.91946994811321e-06
MP:0009395	increased nucleated erythrocyte cell number	0.002171934	4.239616	15	3.538056	0.007684426	3.721472e-05	0.00155117719272727	43	3.884973	15	3.861031	0.007759959	0.3488372	2.721118e-06	8.02336079099679e-05
