ID	name	Binom_Genome_Fraction	Binom_Expected	Binom_Observed_Region_Hits	Binom_Fold_Enrichment	Binom_Region_Set_Coverage	Binom_Raw_PValue	Binom_Adjp_BH	Hyper_Total_Genes	Hyper_Expected	Hyper_Observed_Gene_Hits	Hyper_Fold_Enrichment	Hyper_Gene_Set_Coverage	Hyper_Term_Gene_Coverage	Hyper_Raw_PValue	Hyper_Adjp_BH
MP:0009642	abnormal blood homeostasis	0.1389501	25.42787	55	2.162981	0.3005464	1.350698e-08	4.954360264e-06	2725	23.18065	54	2.329529	0.2967033	0.01981651	1.152143e-09	3.40811332580645e-07
MP:0009431	decreased fetal weight	0.002483023	0.4543933	8	17.60589	0.04371585	2.624463e-08	9.25627911923077e-06	59	0.501893	8	15.93965	0.04395604	0.1355932	3.599102e-08	6.4713265372549e-06
MP:0001697	abnormal embryo size	0.03469725	6.349597	24	3.779768	0.1311475	2.889547e-08	9.81375777407407e-06	614	5.22309	23	4.403524	0.1263736	0.03745928	2.755336e-09	6.82876516756757e-07
MP:0010865	prenatal growth retardation	0.02973476	5.441461	22	4.043032	0.1202186	3.603373e-08	1.1801046575e-05	541	4.602103	21	4.563131	0.1153846	0.03881701	7.667943e-09	1.59806902977273e-06
MP:0001698	decreased embryo size	0.02986037	5.464447	22	4.026025	0.1202186	3.87644e-08	1.22575706206897e-05	507	4.312877	21	4.86914	0.1153846	0.04142012	2.449634e-09	6.41804108e-07
MP:0001711	abnormal placenta morphology	0.01593738	2.91654	16	5.485953	0.08743169	5.410363e-08	1.65376762366667e-05	311	2.645571	16	6.047843	0.08791209	0.05144695	1.083663e-08	2.11429568297872e-06
MP:0001672	abnormal embryo development	0.04917772	8.999523	28	3.111276	0.1530055	1.076117e-07	3.18322351290323e-05	873	7.426315	27	3.63572	0.1483516	0.03092784	6.392668e-09	1.39573251333333e-06
MP:0013292	embryonic lethality prior to organogenesis	0.02713008	4.964804	20	4.028356	0.1092896	1.66472e-07	4.77046325e-05	680	5.784529	20	3.457498	0.1098901	0.02941176	1.500526e-06	0.000191108658611111
MP:0003984	embryonic growth retardation	0.02541573	4.651079	19	4.085074	0.1038251	2.801891e-07	7.76725161470588e-05	456	3.879037	18	4.640327	0.0989011	0.03947368	7.492519e-08	1.18459309017241e-05
MP:0002089	abnormal postnatal growth/weight/body size	0.1562264	28.58944	56	1.958765	0.3060109	2.879897e-07	7.76725161470588e-05	2576	21.91316	55	2.509908	0.3021978	0.02135093	4.483376e-11	1.52268733037037e-08
MP:0000913	abnormal brain development	0.04065292	7.439484	24	3.22603	0.1311475	5.098057e-07	0.000133514283	592	5.035943	24	4.765741	0.1318681	0.04054054	2.485736e-10	8.1407854e-08
MP:0013293	embryonic lethality prior to tooth bud stage	0.0319788	5.852121	21	3.588443	0.1147541	5.241564e-07	0.000133514283	752	6.397009	21	3.282784	0.1153846	0.02792553	1.838096e-06	0.000221058331818182
MP:0010038	abnormal placenta physiology	0.008705948	1.593189	11	6.904393	0.06010929	7.856656e-07	0.000184732142358974	148	1.258986	11	8.737192	0.06043956	0.07432432	5.80215e-08	9.501020625e-06
MP:0002128	abnormal blood circulation	0.03879387	7.099278	23	3.239766	0.1256831	8.375575e-07	0.000192010056875	595	5.061463	22	4.346569	0.1208791	0.03697479	7.934699e-09	1.61691532955556e-06
MP:0002152	abnormal brain morphology	0.09760638	17.86197	40	2.239395	0.2185792	9.716931e-07	0.000217327456756098	1359	11.56055	39	3.373541	0.2142857	0.02869757	1.428267e-11	5.03738784230769e-09
MP:0004264	abnormal extraembryonic tissue physiology	0.01747216	3.197405	15	4.691304	0.08196721	1.003992e-06	0.00021920492	277	2.356345	15	6.365791	0.08241758	0.05415162	1.608683e-08	3.01053532857143e-06
MP:0005369	muscle phenotype	0.07226412	13.22433	33	2.4954	0.1803279	1.058536e-06	0.00022573895627907	1139	9.689086	33	3.405894	0.1813187	0.02897278	5.489098e-10	1.73569064344828e-07
MP:0012097	abnormal spongiotrophoblast size	0.0009781254	0.178997	5	27.93344	0.0273224	1.253755e-06	0.000261293939772727	26	0.2211732	5	22.60672	0.02747253	0.1923077	2.398966e-06	0.000271586644691358
MP:0001544	abnormal cardiovascular system physiology	0.08375041	15.32633	36	2.3489	0.1967213	1.289809e-06	0.000262834411777778	1369	11.64562	35	3.005422	0.1923077	0.02556611	4.068724e-09	9.81847344210526e-07
MP:0005329	abnormal myocardium layer morphology	0.02290533	4.191675	17	4.055658	0.09289617	1.349175e-06	0.00026895510326087	345	2.934798	17	5.792563	0.09340659	0.04927536	7.01819e-09	1.49666982093023e-06
MP:0001015	small superior cervical ganglion	0.001028579	0.18823	5	26.56325	0.0273224	1.600255e-06	0.000299930301428571	31	0.2637065	5	18.96048	0.02747253	0.1612903	5.986626e-06	0.000538209415882353
MP:0010545	abnormal heart layer morphology	0.02320252	4.24606	17	4.003711	0.09289617	1.602681e-06	0.000299930301428571	351	2.985838	17	5.693544	0.09340659	0.04843305	9.064933e-09	1.80707468717391e-06
MP:0006208	lethality throughout fetal growth and development	0.0233769	4.277973	17	3.973845	0.09289617	1.770762e-06	0.000321678755471698	350	2.977331	16	5.37394	0.08791209	0.04571429	5.627115e-08	9.38193537272727e-06
MP:0008957	abnormal placenta junctional zone morphology	0.003034951	0.5553961	7	12.60362	0.03825137	1.806645e-06	0.000321678755471698	64	0.5444263	7	12.85757	0.03846154	0.109375	1.185162e-06	0.000155256222
MP:0006207	embryonic lethality during organogenesis	0.04693028	8.588242	25	2.910957	0.136612	1.836039e-06	0.000321678755471698	743	6.320449	25	3.955415	0.1373626	0.03364738	4.671113e-09	1.07085265525e-06
MP:0005370	liver/biliary system phenotype	0.05346923	9.784869	27	2.759362	0.147541	1.859212e-06	0.000321678755471698	1079	9.178687	26	2.832649	0.1428571	0.02409639	1.597034e-06	0.000200613723013699
MP:0001784	abnormal fluid regulation	0.03788054	6.932139	22	3.173624	0.1202186	2.062502e-06	0.000350243395185185	622	5.291143	21	3.968897	0.1153846	0.03376206	8.355462e-08	1.29863706e-05
MP:0000598	abnormal liver morphology	0.04421779	8.091856	24	2.965945	0.1311475	2.191611e-06	0.000365401324909091	877	7.460341	23	3.082969	0.1263736	0.02622577	1.665139e-06	0.00020634222472973
MP:0005294	abnormal heart ventricle morphology	0.03825177	7.000074	22	3.142824	0.1202186	2.411014e-06	0.0003948035425	576	4.899836	22	4.489946	0.1208791	0.03819444	4.405615e-09	1.0358843474359e-06
MP:0001712	abnormal placenta development	0.00789204	1.444243	10	6.924041	0.05464481	2.454368e-06	0.000394851834385965	129	1.097359	10	9.112786	0.05494505	0.07751938	1.589248e-07	2.24206217846154e-05
MP:0003632	abnormal nervous system morphology	0.1543681	28.24937	53	1.876148	0.2896175	2.593197e-06	0.000409993387758621	2230	18.96985	52	2.741192	0.2857143	0.02331839	7.087849e-12	2.5998230132e-09
MP:0013873	abnormal ductus venosus morphology	0.002145806	0.3926825	6	15.27952	0.03278689	3.387901e-06	0.000517784202833333	40	0.3402664	5	14.69437	0.02747253	0.125	2.179105e-05	0.00158590419444444
MP:0001614	abnormal blood vessel morphology	0.06231004	11.40274	29	2.543249	0.1584699	3.656728e-06	0.000549708127213115	1022	8.693807	28	3.220683	0.1538462	0.02739726	4.361665e-08	7.54650340566038e-06
MP:0005031	abnormal trophoblast layer morphology	0.006611483	1.209901	9	7.438622	0.04918033	4.463708e-06	0.000660196812258065	140	1.190932	9	7.557104	0.04945055	0.06428571	3.220507e-06	0.000335591468068182
MP:0006113	abnormal heart septum morphology	0.02246343	4.110807	16	3.89218	0.08743169	4.680087e-06	0.00067056871546875	323	2.747651	16	5.823155	0.08791209	0.0495356	1.845044e-08	3.383810696e-06
MP:0002085	abnormal embryonic tissue morphology	0.05309141	9.715729	26	2.676073	0.1420765	5.090075e-06	0.000718092119230769	843	7.171115	26	3.625657	0.1428571	0.03084223	1.331561e-08	2.54383632708333e-06
MP:0020135	abnormal heart ventricle wall thickness	0.006759616	1.23701	9	7.275609	0.04918033	5.324575e-06	0.000739793223484848	131	1.114373	9	8.076294	0.04945055	0.06870229	1.856215e-06	0.000221058331818182
MP:0002644	decreased circulating triglyceride level	0.008650249	1.582996	10	6.317137	0.05464481	5.454801e-06	0.000746575002537313	203	1.726852	10	5.790884	0.05494505	0.04926108	9.837128e-06	0.000805414855
MP:0009850	embryonic lethality between implantation and placentation	0.01769502	3.238189	14	4.323405	0.07650273	5.870898e-06	0.000791707862647059	399	3.394158	14	4.124735	0.07692308	0.03508772	8.640775e-06	0.000726934924311927
MP:0002925	abnormal cardiovascular development	0.04740875	8.675801	24	2.766315	0.1311475	7.069059e-06	0.000939467696086957	659	5.605889	24	4.281212	0.1318681	0.03641882	2.10328e-09	5.67266988235294e-07
MP:0002058	neonatal lethality	0.05455486	9.983538	26	2.604287	0.1420765	8.206135e-06	0.001075003685	711	6.048236	25	4.133437	0.1373626	0.03516174	1.923735e-09	5.3456515e-07
MP:0002138	abnormal hepatobiliary system morphology	0.04788765	8.763439	24	2.738651	0.1311475	8.344946e-06	0.00107779091295775	959	8.157887	23	2.819357	0.1263736	0.02398332	7.309425e-06	0.000632334219339623
MP:0003631	nervous system phenotype	0.1962091	35.90626	61	1.698868	0.3333333	8.764957e-06	0.00110686535246575	2836	24.12489	60	2.487058	0.3296703	0.02115656	5.729612e-12	2.18918925166667e-09
MP:0000267	abnormal heart development	0.02364375	4.326807	16	3.697877	0.08743169	8.811469e-06	0.00110686535246575	299	2.543491	16	6.290566	0.08791209	0.05351171	6.207223e-09	1.38829841243902e-06
MP:0003920	abnormal heart right ventricle morphology	0.01132225	2.071971	11	5.308955	0.06010929	9.374749e-06	0.00116170876121622	151	1.284506	11	8.563605	0.06043956	0.07284768	7.132682e-08	1.14748585859649e-05
MP:0011091	prenatal lethality, complete penetrance	0.01865829	3.414468	14	4.1002	0.07650273	1.059046e-05	0.00127782260789474	284	2.415892	14	5.794962	0.07692308	0.04929577	1.571692e-07	2.24206217846154e-05
MP:0002953	thick ventricular wall	0.001599672	0.29274	5	17.08	0.0273224	1.338241e-05	0.00159372337272727	41	0.3487731	5	14.33597	0.02747253	0.1219512	2.464743e-05	0.0017253201
MP:0000914	exencephaly	0.01186379	2.171074	11	5.066617	0.06010929	1.439563e-05	0.00169240932179487	193	1.641785	11	6.700023	0.06043956	0.05699482	8.465387e-07	0.000114158233514706
MP:0005388	respiratory system phenotype	0.07125774	13.04017	30	2.300584	0.1639344	1.703106e-05	0.001972022255	1140	9.697593	29	2.990433	0.1593407	0.0254386	1.189305e-07	1.817654475e-05
MP:0000281	abnormal interventricular septum morphology	0.01950073	3.568633	14	3.923071	0.07650273	1.720412e-05	0.001972022255	281	2.390372	14	5.85683	0.07692308	0.04982206	1.379972e-07	2.04102310322581e-05
MP:0004255	abnormal spongiotrophoblast layer morphology	0.002961959	0.5420385	6	11.06932	0.03278689	2.07214e-05	0.00226440419882353	59	0.501893	6	11.95474	0.03296703	0.1016949	1.081482e-05	0.000869928942105263
MP:0002081	perinatal lethality	0.07573756	13.85997	31	2.236656	0.1693989	2.081007e-05	0.00226440419882353	983	8.362047	30	3.587638	0.1648352	0.03051882	1.123375e-09	3.40811332580645e-07
MP:0005318	decreased triglyceride level	0.01236584	2.262948	11	4.860916	0.06010929	2.098957e-05	0.00226440419882353	257	2.186212	11	5.031535	0.06043956	0.04280156	1.329837e-05	0.00105125907672414
MP:0001785	edema	0.0254591	4.659016	16	3.434202	0.08743169	2.159746e-05	0.00228698429770115	406	3.453704	15	4.343163	0.08241758	0.03694581	2.177323e-06	0.000249575648875
MP:0010368	abnormal lymphatic system physiology	0.002986622	0.5465518	6	10.97792	0.03278689	2.169767e-05	0.00228698429770115	45	0.3827997	5	13.06166	0.02747253	0.1111111	3.909293e-05	0.00250686830839161
MP:0000274	enlarged heart	0.0255619	4.677828	16	3.420391	0.08743169	2.266438e-05	0.00236173141590909	452	3.845011	16	4.161237	0.08791209	0.03539823	1.719033e-06	0.0002101804348
MP:0002108	abnormal muscle morphology	0.04797663	8.779723	23	2.619673	0.1256831	2.616385e-05	0.00267115273444444	765	6.507595	23	3.534332	0.1263736	0.03006536	1.563471e-07	2.24206217846154e-05
MP:0001914	hemorrhage	0.02891728	5.291862	17	3.21248	0.09289617	2.741637e-05	0.00276272651538462	474	4.032157	16	3.968099	0.08791209	0.03375527	3.166026e-06	0.00033370641862069
MP:0001011	abnormal superior cervical ganglion morphology	0.00190474	0.3485674	5	14.34443	0.0273224	3.062145e-05	0.00301934082258065	41	0.3487731	5	14.33597	0.02747253	0.1219512	2.464743e-05	0.0017253201
MP:0006206	embryonic lethality between somite formation and embryo turning	0.003326536	0.6087561	6	9.856164	0.03278689	3.936064e-05	0.00373144789175258	90	0.7655994	6	7.836996	0.03296703	0.06666667	0.0001202063	0.00622763712429378
MP:0002082	postnatal lethality	0.07111127	13.01336	29	2.228479	0.1584699	4.264408e-05	0.00395096026464647	958	8.149381	29	3.558553	0.1593407	0.0302714	2.654813e-09	6.76239866944444e-07
MP:0001175	abnormal lung morphology	0.02997158	5.484798	17	3.099476	0.09289617	4.265486e-05	0.00395096026464647	471	4.006637	16	3.993374	0.08791209	0.03397028	2.919384e-06	0.000314950015058823
MP:0011110	preweaning lethality, incomplete penetrance	0.02415351	4.420093	15	3.393594	0.08196721	4.493405e-05	0.00403965920098039	425	3.615331	15	4.148998	0.08241758	0.03529412	3.803138e-06	0.000383239290769231
MP:0002118	abnormal lipid homeostasis	0.05042963	9.228623	23	2.492246	0.1256831	5.594499e-05	0.00493284190673077	1037	8.821407	23	2.607294	0.1263736	0.02217936	2.539493e-05	0.00173784707537313
MP:0005416	abnormal circulating protein level	0.03703195	6.776846	19	2.803664	0.1038251	5.709999e-05	0.00498673246	862	7.332741	19	2.591118	0.1043956	0.02204176	0.0001455112	0.00721263623783784
MP:0003628	abnormal leukocyte adhesion	0.002180111	0.3989604	5	12.53257	0.0273224	5.776024e-05	0.00499680566792453	51	0.4338397	5	11.52499	0.02747253	0.09803922	7.212781e-05	0.00405308017134146
MP:0003105	abnormal heart atrium morphology	0.01391905	2.547186	11	4.318491	0.06010929	6.045429e-05	0.00513301703055556	182	1.548212	10	6.459063	0.05494505	0.05494505	3.747549e-06	0.000381833603666667
MP:0002833	increased heart weight	0.007192849	1.316291	8	6.077682	0.04371585	6.281551e-05	0.00525257766727273	157	1.335546	8	5.990061	0.04395604	0.05095541	6.110979e-05	0.00363881022272727
MP:0008317	abnormal paravertebral ganglion morphology	0.002221034	0.4064492	5	12.30166	0.0273224	6.300802e-05	0.00525257766727273	45	0.3827997	5	13.06166	0.02747253	0.1111111	3.909293e-05	0.00250686830839161
MP:0011109	lethality throughout fetal growth and development, incomplete penetrance	0.01167404	2.13635	10	4.680882	0.05464481	6.813971e-05	0.00556909599734513	180	1.531199	9	5.877747	0.04945055	0.05	2.453506e-05	0.0017253201
MP:0009858	abnormal cellular extravasation	0.002262032	0.4139519	5	12.0787	0.0273224	6.862681e-05	0.00556909599734513	47	0.399813	5	12.50585	0.02747253	0.106383	4.841174e-05	0.00299956524189189
MP:0011655	abnormal systemic artery morphology	0.01430994	2.618718	11	4.200528	0.06010929	7.71119e-05	0.0061615056026087	254	2.160692	10	4.628147	0.05494505	0.03937008	6.67679e-05	0.00392475412179487
MP:0003795	abnormal bone structure	0.04156227	7.605895	20	2.629539	0.1092896	8.650607e-05	0.00683845398189655	773	6.575649	19	2.889449	0.1043956	0.02457956	3.458835e-05	0.002265536925
MP:0011108	embryonic lethality during organogenesis, incomplete penetrance	0.01719088	3.145931	12	3.814452	0.06557377	9.030103e-05	0.00701746139915254	238	2.024585	12	5.92714	0.06593407	0.05042017	9.797191e-07	0.000130203248507246
MP:0011203	abnormal parietal yolk sac morphology	0.005643912	1.032836	7	6.777456	0.03825137	9.325934e-05	0.00718645502352941	132	1.122879	7	6.233974	0.03846154	0.0530303	0.0001384319	0.00696991155191257
MP:0003956	abnormal body size	0.1400307	25.62562	45	1.756055	0.2459016	9.669432e-05	0.00734300481900826	2274	19.34415	45	2.326285	0.2472527	0.01978892	4.622305e-08	7.84935867592593e-06
MP:0004624	abnormal thoracic cage morphology	0.0258934	4.738492	15	3.165564	0.08196721	9.689243e-05	0.00734300481900826	432	3.674877	15	4.081769	0.08241758	0.03472222	4.6336e-06	0.000433572571428571
MP:0002132	abnormal respiratory system morphology	0.04554424	8.334597	21	2.519618	0.1147541	0.0001035069	0.0076545022016129	731	6.218369	20	3.216278	0.1098901	0.02735978	4.466974e-06	0.000428020543854167
MP:0013658	abnormal myeloid cell morphology	0.06756682	12.36473	27	2.183631	0.147541	0.0001130767	0.008295306712	1524	12.96415	27	2.082666	0.1483516	0.01771654	0.00022542	0.0096593523364486
MP:0005406	abnormal heart size	0.032532	5.953356	17	2.855532	0.09289617	0.0001146219	0.00834192716666667	580	4.933863	17	3.445576	0.09340659	0.02931034	1.001227e-05	0.000812500140707965
MP:0000285	abnormal heart valve morphology	0.0100836	1.845299	9	4.877257	0.04918033	0.0001161785	0.00838863657480315	139	1.182426	8	6.765752	0.04395604	0.05755396	2.564042e-05	0.00174164926962963
MP:0008469	abnormal protein level	0.04251903	7.780983	20	2.570369	0.1092896	0.0001172193	0.0083976639140625	966	8.217434	20	2.43385	0.1098901	0.02070393	0.0002220072	0.00955777476056338
MP:0001731	abnormal postnatal growth	0.04954316	9.066398	22	2.426543	0.1202186	0.0001202162	0.00854560119379845	754	6.414022	21	3.274077	0.1153846	0.02785146	1.916615e-06	0.000225325122435897
MP:0003156	abnormal leukocyte migration	0.005906816	1.080947	7	6.475802	0.03825137	0.000123226	0.00869217246153846	139	1.182426	7	5.920033	0.03846154	0.05035971	0.000190682	0.00886838072864322
MP:0005391	vision/eye phenotype	0.07972812	14.59025	30	2.056168	0.1639344	0.0001314957	0.009204699	1359	11.56055	29	2.508531	0.1593407	0.02133922	4.210541e-06	0.000415168397526882
MP:0011098	embryonic lethality during organogenesis, complete penetrance	0.03621708	6.627726	18	2.715864	0.09836066	0.0001336642	0.00928561146969697	586	4.984903	18	3.610903	0.0989011	0.03071672	2.835455e-06	0.000309537170833333
MP:0010426	abnormal heart and great artery attachment	0.01275979	2.335042	10	4.282578	0.05464481	0.0001399695	0.00965052868421053	181	1.539706	10	6.494748	0.05494505	0.05524862	3.567613e-06	0.000367584395617978
MP:0010425	abnormal heart and great vessel attachment	0.01278652	2.339932	10	4.273628	0.05464481	0.0001423339	0.00966816194814815	183	1.556719	10	6.423767	0.05494505	0.05464481	3.935312e-06	0.000392247946086957
MP:0004957	abnormal blastocyst morphology	0.008141165	1.489833	8	5.369729	0.04371585	0.0001461889	0.00979861354014599	192	1.633279	8	4.898123	0.04395604	0.04166667	0.0002458352	0.0101353963125
MP:0011085	postnatal lethality, complete penetrance	0.03019647	5.525953	16	2.895428	0.08743169	0.0001566181	0.0104071592536232	400	3.402664	16	4.702198	0.08791209	0.04	3.445236e-07	4.78679001818182e-05
MP:0001575	cyanosis	0.01557566	2.850346	11	3.859181	0.06010929	0.0001606504	0.0105732065	201	1.709839	11	6.433355	0.06043956	0.05472637	1.262665e-06	0.00016307940915493
MP:0003091	abnormal cell migration	0.02714531	4.967592	15	3.019572	0.08196721	0.000161423	0.0105732065	410	3.487731	15	4.300791	0.08241758	0.03658537	2.455269e-06	0.000274570935731707
MP:0002753	dilated heart left ventricle	0.004396109	0.804488	6	7.45816	0.03278689	0.0001785356	0.0115293764225352	78	0.6635195	6	9.042688	0.03296703	0.07692308	5.394419e-05	0.00331992095503356
MP:0001943	abnormal respiration	0.0338041	6.186151	17	2.748074	0.09289617	0.0001799093	0.0115368411258741	468	3.981117	16	4.018972	0.08791209	0.03418803	2.690151e-06	0.000297213068313253
MP:0003948	abnormal gas homeostasis	0.02761655	5.053828	15	2.968047	0.08196721	0.000193977	0.012352563125	458	3.89605	15	3.850053	0.08241758	0.03275109	9.321337e-06	0.000777060548090909
MP:0001732	postnatal growth retardation	0.04794576	8.774073	21	2.393415	0.1147541	0.0002082798	0.0131719018344828	732	6.226875	20	3.211884	0.1098901	0.0273224	4.558758e-06	0.000430967122268041
MP:0011097	embryonic lethality between somite formation and embryo turning, complete penetrance	0.002881406	0.5272973	5	9.482317	0.0273224	0.0002101301	0.0131978973767123	74	0.6294929	5	7.942902	0.02747253	0.06756757	0.0004224881	0.015496863508
MP:0002163	abnormal gland morphology	0.09438932	17.27325	33	1.910469	0.1803279	0.0002286479	0.0141260609933333	1701	14.46983	32	2.211498	0.1758242	0.01881246	1.689879e-05	0.00128968623057851
MP:0001547	abnormal lipid level	0.04830421	8.83967	21	2.375654	0.1147541	0.0002301154	0.0141260609933333	979	8.328021	21	2.521608	0.1153846	0.02145046	9.391921e-05	0.00509519091461988
MP:0003861	abnormal nervous system development	0.07062973	12.92524	27	2.088936	0.147541	0.0002310697	0.0141260609933333	956	8.132367	27	3.320066	0.1483516	0.02824268	4.220492e-08	7.44267531538462e-06
MP:0002060	abnormal skin morphology	0.03797426	6.949289	18	2.590193	0.09836066	0.000237466	0.0144209484768212	736	6.260902	18	2.874985	0.0989011	0.02445652	5.986418e-05	0.00358793810849673
MP:0010630	abnormal cardiac muscle tissue morphology	0.01633869	2.989979	11	3.678955	0.06010929	0.0002412517	0.0145544611118421	248	2.109652	11	5.214131	0.06043956	0.04435484	9.520861e-06	0.000786543201531531
MP:0003921	abnormal heart left ventricle morphology	0.01642994	3.006679	11	3.658522	0.06010929	0.0002528564	0.0150564492727273	240	2.041599	11	5.387935	0.06043956	0.04583333	6.985406e-06	0.000610058790666667
MP:0003949	abnormal circulating lipid level	0.03834043	7.016298	18	2.565455	0.09836066	0.0002663474	0.0157574558580645	787	6.694742	18	2.688677	0.0989011	0.02287166	0.0001390942	0.00696991155191257
MP:0010402	ventricular septal defect	0.01657196	3.032669	11	3.627168	0.06010929	0.000271855	0.0159801945512821	212	1.803412	11	6.099549	0.06043956	0.05188679	2.124043e-06	0.000246550307721519
MP:0005508	abnormal skeleton morphology	0.1079763	19.75966	36	1.821894	0.1967213	0.0002848387	0.0165314612594937	1832	15.5842	35	2.245864	0.1923077	0.0191048	4.480913e-06	0.000428020543854167
