geneSet	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GSE7905_placenta_UP_pancreas	Genes up-regulated in placenta versus pancreas	162	16	2.7650602409638556	5.786492374727668	1.613683053847126e-8	2.2306795156122034e-7	5159;4052;4320;857;1282;7077;6678;558;7076;80781;5054;1050;2192;8038;7040;57124	TIMP2;LTBP1;FBLN1;MMP11;TIMP1;TGFB1;CAV1;SERPINE1;SPARC;PDGFRB;ADAM12;AXL;CD248;COL18A1;COL4A1;CEBPA
GSE44368_venous_endothelial_cells_UP_syncytiotrophoblasts	Genes up-regulated in venous endothelial cells versus syncytiotrophoblasts	193	17	3.2941767068273093	5.160621761658031	3.165325890286397e-8	4.13250880120724e-7	2113;25925;30008;11098;595;7424;1290;558;4017;3487;60681;7057;4254;6591;3913;5332;7075	SNAI2;KITLG;TIE1;PLCB4;CCND1;LOXL2;ETS1;THBS1;IGFBP4;FKBP10;VEGFC;PRSS23;AXL;LAMB2;EFEMP2;ZNF521;COL5A2
GSE27272_term_placenta_smoker_UP_maternal_peripheral_blood_smoker	Genes up-regulated in pregnant smokers: term placenta versus maternal peripheral blood	195	17	3.3283132530120483	5.107692307692307	3.688537608681486e-8	4.5621386212639427e-7	999;4320;633;8829;857;1282;5228;1956;7052;871;2192;8038;5480;2201;54972;84141;3911	TMEM132A;CDH1;FBLN1;NRP1;MMP11;CAV1;EVA1A;PGF;LAMA5;FBN2;EGFR;ADAM12;SERPINH1;PPIC;BGN;COL4A1;TGM2
GSE50206_ESC_GLIS1_Transfection_UP_ESC_Mock	Genes up-regulated in human embryonic stem cells: GLIS1 transfection versus mock transfection	197	17	3.362449799196787	5.055837563451776	4.289861466055811e-8	5.040587222615578e-7	9839;8404;7043;3479;25925;7010;30008;3910;3977;1291;3488;55509;6649;2321;91851;23452;129080	IGF1;CHRDL1;FLT1;SOD3;LAMA4;LIFR;IGFBP5;TGFB3;TEK;BATF3;ANGPTL2;COL6A1;SPARCL1;ZEB2;EFEMP2;EMID1;ZNF521
GSE29575_placental_macrophages_UP_monocyte_derived_macrophages	Genes up-regulated in placental macrophages after 9 days in culture versus macrophages derived from monocytes	181	16	3.0893574297188757	5.179070523236919	7.776628097033722e-8	8.357308348896162e-7	1009;1634;4162;999;2335;3875;30008;4060;3481;3910;857;1290;1278;54972;6591;117581	TMEM132A;DCN;SNAI2;CDH1;MCAM;CAV1;KRT18;LAMA4;FN1;LUM;CDH11;COL1A2;IGF2;EFEMP2;COL5A2;TWIST2
GSE7905_placenta_UP_brain	Genes up-regulated in placenta versus brain	158	15	2.6967871485943777	5.562174236783321	7.823863135136833e-8	8.357308348896162e-7	4320;2324;1282;7077;7076;80781;5054;1293;1050;858;2192;8038;7040;1306;57124	TIMP2;FLT4;FBLN1;MMP11;TIMP1;TGFB1;CAV2;SERPINE1;ADAM12;COL6A3;CD248;COL18A1;COL4A1;COL15A1;CEBPA
GSE7905_placenta_UP_adrenal_gland	Genes up-regulated in placenta versus adrenal gland	160	15	2.7309236947791167	5.492647058823529	9.251186794401178e-8	9.452299550801204e-7	6696;4320;3875;2324;857;1282;7077;5054;1293;1050;858;2192;8038;7040;57124	TIMP2;FLT4;FBLN1;MMP11;TGFB1;CAV2;CAV1;SERPINE1;KRT18;SPP1;ADAM12;COL6A3;CD248;COL4A1;CEBPA
GSE29575_placental_macrophages_fresh_UP_monocyte_derived_macrophages	Genes up-regulated in placental macrophages versus macrophages derived from monocytes	184	16	3.140562248995984	5.09462915601023	9.783163501531078e-8	9.57934759524918e-7	8404;1634;2335;3875;4060;3481;3910;4233;4323;4016;3488;2192;54972;7057;650;6649	TMEM132A;DCN;FBLN1;MET;SOD3;KRT18;LAMA4;FN1;IGFBP5;BMP2;LOXL1;THBS1;LUM;SPARCL1;MMP14;IGF2
GSE7905_placenta_UP_fetal_thymus	Genes up-regulated in placenta versus fetal thymus	165	15	2.816265060240964	5.32620320855615	1.3909713181270433e-7	1.3075130390394209e-6	4320;2324;1282;7077;5327;7076;80781;5054;1050;858;2192;8038;7040;1306;57124	TIMP2;FLT4;FBLN1;MMP11;TIMP1;PLAT;TGFB1;CAV2;SERPINE1;ADAM12;CD248;COL18A1;COL4A1;COL15A1;CEBPA
GSE28385_control_UP_endothelial_induced	Genes up-regulated in human amniotic mesenchymal stromal cells (hAMSC): non-induced control for 2 weeks versus endothelial-induced for 2 weeks	191	16	3.2600401606425704	4.907914998460117	1.6420018478235932e-7	1.4841170547636323e-6	1634;4052;4217;4060;5295;79148;5176;2200;1291;1292;9315;2192;7373;5118;2308;1311	DCN;LTBP1;FBLN1;COMP;PCOLCE;SERPINF1;NREP;LUM;COL6A1;COL6A2;PIK3R1;FOXO1;FBN1;COL14A1;MAP3K5;MMP28
GSE30127_CTB primary_cells_UP_hESC_H7_cell_line	Genes up-regulated in cytotrophoblast primary cells versus human embryonic stem cell H7 cell line	193	16	3.2941767068273093	4.8570557756781465	1.895539951668468e-7	1.5943144179059968e-6	1634;2335;633;5768;7077;5228;1956;7052;2200;1050;2192;5468;8038;84141;6649;3560	DCN;TIMP2;FBLN1;IL2RB;SOD3;EVA1A;FN1;QSOX1;PGF;PPARG;EGFR;ADAM12;FBN1;BGN;TGM2;CEBPA
GSE57834_side_population_UP_cytotrophoblast	Genes up-regulated in first trimester placenta: side population versus cytotrophoblast	146	14	2.4919678714859437	5.618049959709912	1.8996086681433155e-7	1.5943144179059968e-6	2335;2324;3910;5768;7077;7431;4237;4313;8038;7057;8974;3560;7040;10417	VIM;TIMP2;FLT4;P4HA2;MMP2;IL2RB;TGFB1;LAMA4;FN1;QSOX1;MFAP2;THBS1;ADAM12;SPON2
GSE7905_placenta_UP_fetal_kidney	Genes up-regulated in placenta versus fetal kidney	198	16	3.379518072289157	4.734402852049911	2.6923233309439354e-7	2.1817102854200857e-6	4320;2324;3481;857;5768;7077;7076;5054;1050;858;2192;8038;7040;1306;57124;10894	TIMP2;FLT4;FBLN1;MMP11;TIMP1;TGFB1;CAV2;CAV1;SERPINE1;QSOX1;LYVE1;ADAM12;IGF2;CD248;COL15A1;CEBPA
GSE29575_placental_macrophages_UP_CD14+_cells_from_PBMC	Genes up-regulated in placental macrophages after 9 days in culture versus CD14+ cells from peripheral blood mononuclear cells	177	15	3.021084337349398	4.9651046859421735	3.487105719734984e-7	2.7315661471257373e-6	1009;1634;999;3875;4060;3481;3910;857;11167;5176;1290;2200;1278;5480;6591	DCN;SNAI2;CDH1;CAV1;KRT18;LAMA4;SERPINF1;LUM;CDH11;FSTL1;COL1A2;FBN1;IGF2;PPIC;COL5A2
GSE7905_placenta_UP_lung	Genes up-regulated in placenta versus lung	154	14	2.6285140562249	5.326203208556149	3.681077449524395e-7	2.7904941956072028e-6	6696;4320;3875;2324;1282;7077;4017;5054;1050;2192;8038;7040;1306;57124	TIMP2;FLT4;FBLN1;MMP11;TGFB1;SERPINE1;KRT18;SPP1;LOXL2;ADAM12;CD248;COL4A1;COL15A1;CEBPA
GSE7905_placenta_UP_testis	Genes up-regulated in placenta versus testis	157	14	2.679718875502008	5.224428624953166	4.666442674494675e-7	3.426918839082027e-6	7043;6696;4320;1282;7077;4017;80781;5054;1293;1050;2192;8038;7040;57124	TIMP2;FBLN1;MMP11;TGFB1;SERPINE1;SPP1;TGFB3;LOXL2;ADAM12;COL6A3;CD248;COL18A1;COL4A1;CEBPA
GSE44368_arterial_endothelial_cells_UP_syncytiotrophoblasts	Genes up-regulated in arterial endothelial cells versus syncytiotrophoblasts	187	15	3.1917670682730925	4.699591066373073	7.079379329422153e-7	5.041376189133957e-6	2113;25925;7010;30008;11098;3910;7424;558;4017;3487;60681;1839;7075;23166;255877	STAB1;TIE1;LAMA4;HBEGF;TEK;LOXL2;ETS1;IGFBP4;FKBP10;VEGFC;PRSS23;BCL6B;AXL;EFEMP2;ZNF521
GSE33180_Cluster_3	"""Genes in Cluster 3 of GSE33180: time series 12-O-Tetradecanoylphorbol 13-acetate (TPA) treated human embryonic stem cell gene expression, 0 through 168 hours of treatment"""	120	12	2.0481927710843375	5.858823529411764	9.283370892010367e-7	6.416447528301283e-6	11098;1282;7077;334;4323;4017;4016;7052;2200;1289;4313;6591	SNAI2;TIMP2;APLP2;MMP2;LOXL1;COL5A1;LOXL2;PRSS23;MMP14;FBN1;COL4A1;TGM2
GSE7905_placenta_UP_thymus	Genes up-regulated in placenta versus thymus	168	14	2.8674698795180724	4.88235294117647	1.0633543877647256e-6	7.139665174991729e-6	6696;4052;4320;2324;1282;7077;7076;80781;5054;1050;858;2192;8038;57124	TIMP2;FLT4;LTBP1;FBLN1;MMP11;TIMP1;CAV2;SERPINE1;SPP1;ADAM12;CD248;COL18A1;COL4A1;CEBPA
GSE30032_term_placenta_UP_umbilical_cord_blood	Genes up-regulated in term placenta versus umbilical cord blood	197	15	3.362449799196787	4.461033144222156	1.3720029173880377e-6	8.956130155171912e-6	4320;633;8829;857;1282;5228;11167;1956;4237;5054;2192;8038;5480;54972;84141	TMEM132A;FBLN1;NRP1;MMP11;CAV1;SERPINE1;EVA1A;MFAP2;PGF;EGFR;ADAM12;FSTL1;PPIC;BGN;COL4A1
GSE7905_placenta_UP_retina	Genes up-regulated in placenta versus retina	152	13	2.594377510040161	5.010835913312693	1.9460261642123555e-6	1.2359895907835232e-5	4320;2324;1282;7077;4017;5054;10631;1293;1050;2192;8038;7040;57124	TIMP2;FLT4;FBLN1;MMP11;TGFB1;SERPINE1;POSTN;LOXL2;ADAM12;COL6A3;CD248;COL4A1;CEBPA
GSE7905_placenta_UP_trachea	Genes up-regulated in placenta versus trachea	155	13	2.645582329317269	4.913851992409867	2.4243149491232074e-6	1.4992474027472466e-5	6696;4320;2324;857;1282;7077;5054;10631;1050;2192;8038;7040;57124	TIMP2;FLT4;FBLN1;MMP11;TGFB1;CAV1;SERPINE1;SPP1;POSTN;ADAM12;CD248;COL4A1;CEBPA
GSE7905_placenta_UP_colon	Genes up-regulated in placenta versus colon	157	13	2.679718875502008	4.851255151742225	2.7985749936343396e-6	1.6863208294976147e-5	7043;6696;4320;2324;1282;7077;7076;80781;5054;1050;2192;8038;7040	TIMP2;FLT4;FBLN1;MMP11;TIMP1;TGFB1;SERPINE1;SPP1;TGFB3;ADAM12;COL18A1;COL4A1;CEBPA
GSE7905_placenta_UP_kidney	Genes up-regulated in placenta versus kidney	158	13	2.6967871485943777	4.820551005212211	3.0042591168122357e-6	1.7650022311271885e-5	7043;4320;857;1282;7077;4017;5054;1293;1050;2192;8038;7040;57124	TIMP2;FBLN1;MMP11;TGFB1;CAV1;SERPINE1;TGFB3;LOXL2;ADAM12;COL6A3;CD248;COL4A1;CEBPA
GSE20510_JEG3_choriocarcinoma_cell_line_UP_ACH3P_cell_line	Genes up-regulated in JEG3 choriocarcinoma cell line versus ACH3P cell line	187	14	3.1917670682730925	4.386284995281535	3.800561057198948e-6	2.1783703620530555e-5	7425;51474;3910;8202;7424;1277;3725;1291;80781;51341;7422;5054;2057;7039	LIMA1;SERPINE1;COL1A1;VEGFA;LAMA4;NCOA3;VGF;COL6A1;VEGFC;TGFA;JUN;ZBTB7A;COL18A1;EPOR
GSE57834_extravillous_trophoblast_UP_cytotrophoblast	Genes up-regulated in first trimester placenta: extravillous trophoblast versus cytotrophoblast	194	14	3.311244979919679	4.228016979987871	5.831965842473252e-6	3.263123745193367e-5	2335;2324;3910;5768;7077;4016;4313;8038;9902;3560;7040;3454;10417;3707	MRC2;TIMP2;FLT4;MMP2;IL2RB;TGFB1;LAMA4;FN1;QSOX1;LOXL1;IFNAR1;ITPKB;ADAM12;SPON2
GSE27272_term_placenta_UP_maternal_peripheral_blood	Genes up-regulated in term placenta versus maternal peripheral blood	196	14	3.345381526104418	4.184873949579831	6.566927396978173e-6	3.588902182069467e-5	4846;999;4320;633;5228;1956;7052;871;2192;8038;5480;54972;84141;3911	TMEM132A;CDH1;FBLN1;MMP11;EVA1A;PGF;LAMA5;EGFR;ADAM12;SERPINH1;NOS3;PPIC;BGN;TGM2
GSE80237_H19_knockdown_UP_control	Genes up-regulated in HTR cells: H19 knockdown versus control	198	14	3.379518072289157	4.142602495543672	7.382980656389648e-6	3.943182850571744e-5	53834;4233;4323;7424;3725;1291;80781;1292;5054;1289;3488;3371;79827;23452	TNC;MET;SERPINE1;IGFBP5;FGFRL1;COL5A1;ANGPTL2;COL6A1;COL6A2;VEGFC;MMP14;CLMP;JUN;COL18A1
GSE7905_placenta_UP_prostate	Genes up-regulated in placenta versus prostate	153	12	2.61144578313253	4.595155709342561	1.1880622674431685e-5	6.204325174425435e-5	6696;4320;2324;1282;7077;5054;1050;2192;8038;7040;1306;57124	TIMP2;FLT4;FBLN1;MMP11;TGFB1;SERPINE1;SPP1;ADAM12;CD248;COL4A1;COL15A1;CEBPA
GSE7905_placenta_UP_liver	Genes up-regulated in placenta versus liver	155	12	2.645582329317269	4.535863377609108	1.3555905110651523e-5	6.925299350006757e-5	5159;4320;1282;7077;5327;5054;1293;2192;8038;7040;1306;57124	TIMP2;FBLN1;MMP11;PLAT;TGFB1;SERPINE1;PDGFRB;ADAM12;COL6A3;CD248;COL4A1;COL15A1
GSE65271_Matrigel_twenty_percent_oxygen_UP_Plastic_twenty_percent_oxygen	Genes up-regulated in HTR8/SVneo cells with twenty percent oxygen: Matrigel versus Plastic	188	13	3.208835341365462	4.051314142678348	1.9982307966515123e-5	9.991153983257561e-5	1009;6383;2113;11098;3910;7052;5054;10631;3488;9315;1839;3371;7057	TNC;SERPINE1;LAMA4;HBEGF;IGFBP5;POSTN;ETS1;NREP;THBS1;CDH11;PRSS23;SDC2;TGM2
GSE7905_placenta_UP_heart	Genes up-regulated in placenta versus heart	162	12	2.7650602409638556	4.339869281045751	2.1156891351070684e-5	1.0358061390628355e-4	6696;4320;2324;7077;7076;80781;5054;1050;2192;8038;7040;57124	TIMP2;FLT4;FBLN1;MMP11;TIMP1;TGFB1;SERPINE1;SPP1;ADAM12;CD248;COL18A1;CEBPA
GSE30127_TBPC_colony_UP_hESC_H7_cell_line	Genes up-regulated in human chorionic trophoblast progenitor cells (TBPC colony) versus human embryonic stem cell H7 cell line	191	13	3.2600401606425704	3.987680936248845	2.3634241168135617e-5	1.1334789131656878e-4	1009;9839;1634;4060;8829;1956;22795;1277;7052;1278;1293;8038;3454	DCN;NID2;NRP1;COL1A1;LUM;CDH11;IFNAR1;EGFR;ADAM12;COL6A3;COL1A2;ZEB2;TGM2
GSE7905_placenta_UP_fetal_liver	Genes up-regulated in placenta versus fetal liver	198	13	3.379518072289157	3.846702317290552	3.4509605973620516e-5	0.00015595687315001579	5159;6696;4320;2324;857;1282;5768;7077;4016;7076;2192;8038;1306	TIMP2;FLT4;FBLN1;MMP11;TIMP1;CAV1;PDGFRB;QSOX1;SPP1;LOXL1;ADAM12;COL4A1;COL15A1
GSE27272_term_placenta_UP_cord_blood	Genes up-regulated in term placenta versus cord blood	198	13	3.379518072289157	3.846702317290552	3.4509605973620516e-5	0.00015595687315001579	4320;633;8829;857;1282;5228;11167;1956;2192;8038;5480;2201;54972	TMEM132A;FBLN1;NRP1;MMP11;CAV1;PGF;FBN2;EGFR;ADAM12;FSTL1;PPIC;BGN;COL4A1
GSE27272_term_placenta_smoker_UP_cord_blood_smoker	Genes up-regulated in pregnant smokers: term placenta versus cord blood	198	13	3.379518072289157	3.846702317290552	3.4509605973620516e-5	0.00015595687315001579	4320;633;8829;857;1282;5228;11167;1956;2192;8038;5480;2201;54972	TMEM132A;FBLN1;NRP1;MMP11;CAV1;PGF;FBN2;EGFR;ADAM12;FSTL1;PPIC;BGN;COL4A1
GSE49354_BMP4_diff_Cluster_3	"""Genes in Cluster 3 of GSE49354: time series BMP4 treated WA09 human embryonic stem cell gene expression, 0 through 6 days"""	149	11	2.5431726907630523	4.325305961310699	4.8358888248944965e-5	2.1442148563211445e-4	7043;7412;1634;633;3481;11098;1290;1292;1293;3371;1306	DCN;TNC;TGFB3;COL6A2;PRSS23;VCAM1;COL6A3;IGF2;BGN;COL5A2;COL15A1
GSE7905_placenta_UP_small_intestine	Genes up-regulated in placenta versus small intestine	153	11	2.61144578313253	4.2122260668973475	6.161260727588491e-5	2.6812893907098066e-4	6696;4320;2324;1282;7077;7076;5054;2192;8038;7040;57124	TIMP2;FLT4;FBLN1;MMP11;TIMP1;TGFB1;SERPINE1;SPP1;ADAM12;CD248;COL4A1
GSE7905_placenta_UP_skeletal_muscle	Genes up-regulated in placenta versus skeletal muscle	158	11	2.6967871485943777	4.078927773641102	8.246643968146117e-5	3.460645236632745e-4	6696;4320;1282;7077;7076;80781;5054;1050;2192;8038;7040	TIMP2;FBLN1;MMP11;TIMP1;TGFB1;SERPINE1;SPP1;ADAM12;COL18A1;COL4A1;CEBPA
GSE7905_placenta_UP_skin	Genes up-regulated in placenta versus skin	158	11	2.6967871485943777	4.078927773641102	8.246643968146117e-5	3.460645236632745e-4	6696;3485;4320;3875;2324;1282;7077;7052;5054;2192;8038	TIMP2;FLT4;FBLN1;MMP11;SERPINE1;KRT18;IGFBP2;SPP1;ADAM12;COL4A1;TGM2
GSE7905_placenta_UP_uterus	Genes up-regulated in placenta versus uterus	159	11	2.713855421686747	4.053274139844617	8.729234504456507e-5	3.5988949272759284e-4	6696;4320;3875;2324;7077;5054;1050;2192;8038;7040;57124	TIMP2;FLT4;FBLN1;MMP11;TGFB1;SERPINE1;KRT18;SPP1;ADAM12;CD248;CEBPA
GSE100051_Cluster_1	"""Genes in Cluster 1 of GSE100051: time series placenta gene expression, week 4 through week 16 gestation"""	191	12	3.2600401606425704	3.6809362488450876	1.057716573529266e-4	4.2129388945657203e-4	1009;2621;9839;6383;8404;7043;3479;5621;7412;1634;10516;5159	DCN;IGF1;PDGFRB;TGFB3;FBLN5;CDH11;SPARCL1;VCAM1;SDC2;ZEB2;PRNP;GAS6
GSE65271_Matrigel_one_percent_oxygen_UP_Plastic_one_percent_oxygen	Genes up-regulated in HTR8/SVneo cells with one percent oxygen: Matrigel versus Plastic	191	12	3.2600401606425704	3.6809362488450876	1.057716573529266e-4	4.2129388945657203e-4	2621;11098;7052;5054;10631;3488;9315;3394;84141;1839;3371;7057	TNC;SERPINE1;HBEGF;EVA1A;IGFBP5;POSTN;NREP;THBS1;IRF8;PRSS23;GAS6;TGM2
GSE7905_placenta_UP_ovary	Genes up-regulated in placenta versus ovary	164	11	2.7991967871485945	3.929698708751793	1.1521355138111034e-4	4.4988473792617975e-4	6696;4320;2324;1282;7077;5054;1050;2192;8038;7040;57124	TIMP2;FLT4;FBLN1;MMP11;TGFB1;SERPINE1;SPP1;ADAM12;CD248;COL4A1;CEBPA
GSE65271_Matrigel_five_percent_oxygen_UP_Plastic_five_percent_oxygen	Genes up-regulated in HTR8/SVneo in five percent oxygen: Matrigel versus Plastic	193	12	3.2941767068273093	3.64279183175861	1.167785915467956e-4	4.4988473792617975e-4	1009;2621;6383;3910;3977;7052;5054;10631;3488;9315;7057;4254	KITLG;SERPINE1;LAMA4;LIFR;IGFBP5;POSTN;NREP;THBS1;CDH11;SDC2;GAS6;TGM2
