regulatoryGene	targetGene	weight	extRegulatoryGene	extTargetGene
ENSMUSG00000021025	ENSMUSG00000060036	0.0846359166445551	Nfkbia	Rpl3
ENSMUSG00000031939	ENSMUSG00000020077	0.0842516212752631	Taf1d	Srgn
ENSMUSG00000059040	ENSMUSG00000073422	0.0835881360698008	Eno1b	H2-Ke6
ENSMUSG00000006715	ENSMUSG00000074896	0.0834983854902387	Gmnn	Ifit3
ENSMUSG00000021025	ENSMUSG00000031565	0.0834875701396005	Nfkbia	Fgfr1
ENSMUSG00000025364	ENSMUSG00000018259	0.083189749254858	Pa2g4	Prl8a2
ENSMUSG00000031565	ENSMUSG00000066861	0.0827562486928815	Fgfr1	Oas1g
ENSMUSG00000042354	ENSMUSG00000031565	0.0824159295942974	Gnl3	Fgfr1
ENSMUSG00000063972	ENSMUSG00000040658	0.0824139830299639	Nr6a1	Dnph1
ENSMUSG00000056071	ENSMUSG00000026981	0.0823796885418373	S100a9	Il1rn
ENSMUSG00000042354	ENSMUSG00000074896	0.0820347503841738	Gnl3	Ifit3
ENSMUSG00000006715	ENSMUSG00000060036	0.0818250238886267	Gmnn	Rpl3
ENSMUSG00000001156	ENSMUSG00000031565	0.0817147550939389	Mxd1	Fgfr1
ENSMUSG00000042354	ENSMUSG00000026981	0.0813301566562443	Gnl3	Il1rn
ENSMUSG00000059040	ENSMUSG00000018259	0.0810882517220366	Eno1b	Prl8a2
ENSMUSG00000031939	ENSMUSG00000026981	0.0807851832911476	Taf1d	Il1rn
ENSMUSG00000025364	ENSMUSG00000025467	0.0805580818936496	Pa2g4	Prap1
ENSMUSG00000010376	ENSMUSG00000060036	0.0803351116423607	Nedd8	Rpl3
ENSMUSG00000042354	ENSMUSG00000006490	0.0799101336200644	Gnl3	Prl8a9
ENSMUSG00000022255	ENSMUSG00000030157	0.0795325605250998	Mtdh	Clec2d
ENSMUSG00000048897	ENSMUSG00000040658	0.0789258924880105	Zfp710	Dnph1
ENSMUSG00000054766	ENSMUSG00000051439	0.0788611353043164	Set	Cd14
ENSMUSG00000059040	ENSMUSG00000025467	0.078851777482053	Eno1b	Prap1
ENSMUSG00000031565	ENSMUSG00000046718	0.0786190439833039	Fgfr1	Bst2
ENSMUSG00000063972	ENSMUSG00000020077	0.0785213554541127	Nr6a1	Srgn
ENSMUSG00000031987	ENSMUSG00000040345	0.0785158364215136	Egln1	Arhgap9
ENSMUSG00000031565	ENSMUSG00000060036	0.0784130799053983	Fgfr1	Rpl3
ENSMUSG00000063972	ENSMUSG00000027398	0.0783638754755912	Nr6a1	Il1b
ENSMUSG00000022255	ENSMUSG00000026981	0.0781171644638673	Mtdh	Il1rn
ENSMUSG00000056071	ENSMUSG00000020077	0.0780652601959701	S100a9	Srgn
ENSMUSG00000027186	ENSMUSG00000040345	0.0780411355138548	Elf5	Arhgap9
ENSMUSG00000042354	ENSMUSG00000033213	0.0778859678288025	Gnl3	AA467197
ENSMUSG00000031987	ENSMUSG00000073940	0.0776208997953458	Egln1	Hbb-bt
ENSMUSG00000063972	ENSMUSG00000051439	0.0769427993168206	Nr6a1	Cd14
ENSMUSG00000079658	ENSMUSG00000018259	0.0767690927169575	Eloc	Prl8a2
ENSMUSG00000038437	ENSMUSG00000040658	0.0765504694246968	Mllt6	Dnph1
ENSMUSG00000022255	ENSMUSG00000020077	0.0764598592792224	Mtdh	Srgn
ENSMUSG00000006715	ENSMUSG00000051439	0.0763278052381682	Gmnn	Cd14
ENSMUSG00000021025	ENSMUSG00000033355	0.0760735354480666	Nfkbia	Rtp4
ENSMUSG00000031987	ENSMUSG00000028010	0.0758423665701523	Egln1	Gar1
ENSMUSG00000063972	ENSMUSG00000018259	0.0758379530090191	Nr6a1	Prl8a2
ENSMUSG00000063972	ENSMUSG00000003161	0.0752880759243468	Nr6a1	Sri
ENSMUSG00000031987	ENSMUSG00000003161	0.0748926219419778	Egln1	Sri
ENSMUSG00000079658	ENSMUSG00000074896	0.0747609299946931	Eloc	Ifit3
ENSMUSG00000056071	ENSMUSG00000030157	0.0743234841958105	S100a9	Clec2d
ENSMUSG00000006715	ENSMUSG00000031565	0.074211853353259	Gmnn	Fgfr1
ENSMUSG00000022831	ENSMUSG00000033355	0.0740395705659943	Hcls1	Rtp4
ENSMUSG00000063972	ENSMUSG00000074896	0.0739836414462404	Nr6a1	Ifit3
ENSMUSG00000054766	ENSMUSG00000027398	0.0738058034833665	Set	Il1b
ENSMUSG00000031939	ENSMUSG00000051439	0.0735999118242593	Taf1d	Cd14
ENSMUSG00000042354	ENSMUSG00000060036	0.0735285009675532	Gnl3	Rpl3
ENSMUSG00000020923	ENSMUSG00000040658	0.0728902666446046	Ubtf	Dnph1
ENSMUSG00000042354	ENSMUSG00000091898	0.0721301458277007	Gnl3	Tnnc1
ENSMUSG00000063972	ENSMUSG00000073422	0.0720808057949906	Nr6a1	H2-Ke6
ENSMUSG00000042354	ENSMUSG00000033355	0.0720100468376954	Gnl3	Rtp4
ENSMUSG00000079658	ENSMUSG00000020077	0.0715221592790096	Eloc	Srgn
ENSMUSG00000038437	ENSMUSG00000073422	0.0714518717154028	Mllt6	H2-Ke6
ENSMUSG00000054766	ENSMUSG00000056071	0.0714376554289492	Set	S100a9
ENSMUSG00000079658	ENSMUSG00000040658	0.070742234098377	Eloc	Dnph1
ENSMUSG00000042354	ENSMUSG00000051439	0.0707232740479007	Gnl3	Cd14
ENSMUSG00000079658	ENSMUSG00000051439	0.0702215928106501	Eloc	Cd14
ENSMUSG00000054766	ENSMUSG00000030157	0.0701260876474882	Set	Clec2d
ENSMUSG00000027186	ENSMUSG00000073940	0.0701041290450987	Elf5	Hbb-bt
ENSMUSG00000006715	ENSMUSG00000006490	0.0694199310736897	Gmnn	Prl8a9
ENSMUSG00000054766	ENSMUSG00000020077	0.0691120303051909	Set	Srgn
ENSMUSG00000048897	ENSMUSG00000018774	0.068876878237206	Zfp710	Cd68
ENSMUSG00000006715	ENSMUSG00000030157	0.0688146450812251	Gmnn	Clec2d
ENSMUSG00000020923	ENSMUSG00000018774	0.0687453649525386	Ubtf	Cd68
ENSMUSG00000031565	ENSMUSG00000074874	0.0687397935895238	Fgfr1	Ctla2b
ENSMUSG00000031939	ENSMUSG00000030157	0.0686165766731585	Taf1d	Clec2d
ENSMUSG00000001156	ENSMUSG00000091898	0.0685813570630786	Mxd1	Tnnc1
ENSMUSG00000059040	ENSMUSG00000058558	0.0683470893065008	Eno1b	Rpl5
ENSMUSG00000063972	ENSMUSG00000030157	0.0683289606574367	Nr6a1	Clec2d
ENSMUSG00000010376	ENSMUSG00000033355	0.0680413865332284	Nedd8	Rtp4
ENSMUSG00000038437	ENSMUSG00000018259	0.0679411557940304	Mllt6	Prl8a2
ENSMUSG00000059040	ENSMUSG00000040658	0.0678864034023856	Eno1b	Dnph1
ENSMUSG00000038437	ENSMUSG00000018774	0.0674205338832654	Mllt6	Cd68
ENSMUSG00000048897	ENSMUSG00000025467	0.0668056770455467	Zfp710	Prap1
ENSMUSG00000038437	ENSMUSG00000025467	0.0667908728088854	Mllt6	Prap1
ENSMUSG00000022255	ENSMUSG00000074896	0.0666058582428155	Mtdh	Ifit3
ENSMUSG00000042354	ENSMUSG00000030157	0.0666027902401977	Gnl3	Clec2d
ENSMUSG00000010376	ENSMUSG00000074874	0.0665430399755175	Nedd8	Ctla2b
ENSMUSG00000010376	ENSMUSG00000006490	0.0664043860893819	Nedd8	Prl8a9
ENSMUSG00000063972	ENSMUSG00000018774	0.0659434843227709	Nr6a1	Cd68
ENSMUSG00000006715	ENSMUSG00000091898	0.0657945437957978	Gmnn	Tnnc1
ENSMUSG00000025364	ENSMUSG00000040658	0.0657548870259579	Pa2g4	Dnph1
ENSMUSG00000054766	ENSMUSG00000024610	0.0648291541648562	Set	Cd74
ENSMUSG00000020923	ENSMUSG00000058558	0.0647976457609223	Ubtf	Rpl5
ENSMUSG00000042354	ENSMUSG00000020077	0.0646343616659846	Gnl3	Srgn
ENSMUSG00000079658	ENSMUSG00000058558	0.0646325132987052	Eloc	Rpl5
ENSMUSG00000006715	ENSMUSG00000020077	0.0644428147485594	Gmnn	Srgn
ENSMUSG00000025364	ENSMUSG00000058558	0.0639237559491266	Pa2g4	Rpl5
ENSMUSG00000031565	ENSMUSG00000041620	0.0638934595830753	Fgfr1	Mmp1b
ENSMUSG00000079658	ENSMUSG00000030157	0.0637926354088261	Eloc	Clec2d
ENSMUSG00000021025	ENSMUSG00000091898	0.0634740853076301	Nfkbia	Tnnc1
ENSMUSG00000031987	ENSMUSG00000050914	0.0632081835318409	Egln1	Ankrd37
ENSMUSG00000001156	ENSMUSG00000033213	0.063151592451022	Mxd1	AA467197
ENSMUSG00000010376	ENSMUSG00000033213	0.0630303194304458	Nedd8	AA467197
ENSMUSG00000056071	ENSMUSG00000074896	0.0627296596577954	S100a9	Ifit3
ENSMUSG00000031939	ENSMUSG00000074896	0.062485455684642	Taf1d	Ifit3
ENSMUSG00000038437	ENSMUSG00000028010	0.0624453394233581	Mllt6	Gar1
ENSMUSG00000042354	ENSMUSG00000046056	0.0624439348028637	Gnl3	Sbsn
ENSMUSG00000052406	ENSMUSG00000046056	0.0623404774350833	Rexo4	Sbsn
ENSMUSG00000031482	ENSMUSG00000042993	0.0621712381365145	Slc25a15	Ifnk
ENSMUSG00000025364	ENSMUSG00000018774	0.0618746346478282	Pa2g4	Cd68
ENSMUSG00000021025	ENSMUSG00000033213	0.0618006021358192	Nfkbia	AA467197
ENSMUSG00000022831	ENSMUSG00000033213	0.0610989264957775	Hcls1	AA467197
ENSMUSG00000022831	ENSMUSG00000031565	0.0609250251652513	Hcls1	Fgfr1
ENSMUSG00000059040	ENSMUSG00000018774	0.0604976815252585	Eno1b	Cd68
ENSMUSG00000021025	ENSMUSG00000006490	0.0604387658763625	Nfkbia	Prl8a9
ENSMUSG00000022255	ENSMUSG00000002297	0.0604287681573325	Mtdh	Dbf4
ENSMUSG00000056071	ENSMUSG00000051439	0.0600720015704623	S100a9	Cd14
ENSMUSG00000022255	ENSMUSG00000024610	0.060014769754308	Mtdh	Cd74
ENSMUSG00000038437	ENSMUSG00000058558	0.0599250440244174	Mllt6	Rpl5
ENSMUSG00000031939	ENSMUSG00000068036	0.0598988018034121	Taf1d	Afdn
ENSMUSG00000031482	ENSMUSG00000025498	0.0593847907536632	Slc25a15	Irf7
ENSMUSG00000031565	ENSMUSG00000090553	0.0593824228661458	Fgfr1	Snrpe
ENSMUSG00000022831	ENSMUSG00000006490	0.0593354129075455	Hcls1	Prl8a9
ENSMUSG00000079658	ENSMUSG00000002297	0.0588605157965592	Eloc	Dbf4
ENSMUSG00000006715	ENSMUSG00000073412	0.0587833135335056	Gmnn	Lst1
ENSMUSG00000063972	ENSMUSG00000002297	0.0587390938572065	Nr6a1	Dbf4
ENSMUSG00000006715	ENSMUSG00000033355	0.0586329689848868	Gmnn	Rtp4
ENSMUSG00000042354	ENSMUSG00000042993	0.0585826890315277	Gnl3	Ifnk
ENSMUSG00000001156	ENSMUSG00000027913	0.0585321477549692	Mxd1	Crct1
ENSMUSG00000031939	ENSMUSG00000025498	0.0583599171109208	Taf1d	Irf7
ENSMUSG00000042354	ENSMUSG00000073412	0.058195394492467	Gnl3	Lst1
ENSMUSG00000025498	ENSMUSG00000042993	0.0580375568775516	Irf7	Ifnk
ENSMUSG00000056071	ENSMUSG00000052406	0.0580367045716168	S100a9	Rexo4
ENSMUSG00000025498	ENSMUSG00000061815	0.0577229871164394	Irf7	Rufy4
ENSMUSG00000052406	ENSMUSG00000026429	0.0577218263843568	Rexo4	Ube2t
ENSMUSG00000056071	ENSMUSG00000068036	0.0576241193473725	S100a9	Afdn
ENSMUSG00000021025	ENSMUSG00000021440	0.0573828680947845	Nfkbia	Cts7
ENSMUSG00000001156	ENSMUSG00000006490	0.0573350920207994	Mxd1	Prl8a9
ENSMUSG00000031565	ENSMUSG00000091898	0.0570997275761737	Fgfr1	Tnnc1
ENSMUSG00000056071	ENSMUSG00000061815	0.0569766590951406	S100a9	Rufy4
ENSMUSG00000010376	ENSMUSG00000042993	0.056805732428365	Nedd8	Ifnk
ENSMUSG00000038151	ENSMUSG00000026429	0.0568031001968299	Prdm1	Ube2t
ENSMUSG00000022831	ENSMUSG00000025498	0.05665119171095	Hcls1	Irf7
ENSMUSG00000006715	ENSMUSG00000074874	0.0566117494315151	Gmnn	Ctla2b
ENSMUSG00000006715	ENSMUSG00000002297	0.056608131737893	Gmnn	Dbf4
ENSMUSG00000020923	ENSMUSG00000073422	0.0566005562353138	Ubtf	H2-Ke6
ENSMUSG00000022831	ENSMUSG00000046056	0.0564789239736734	Hcls1	Sbsn
ENSMUSG00000027552	ENSMUSG00000042993	0.0563720687654707	E2f5	Ifnk
ENSMUSG00000025498	ENSMUSG00000052406	0.0559921345658023	Irf7	Rexo4
ENSMUSG00000010376	ENSMUSG00000026429	0.0559046745995037	Nedd8	Ube2t
ENSMUSG00000031565	ENSMUSG00000033355	0.0558108947687024	Fgfr1	Rtp4
ENSMUSG00000059040	ENSMUSG00000028010	0.05569036749201	Eno1b	Gar1
ENSMUSG00000054766	ENSMUSG00000002297	0.0556207941874868	Set	Dbf4
ENSMUSG00000025364	ENSMUSG00000073422	0.0553158537104898	Pa2g4	H2-Ke6
ENSMUSG00000010376	ENSMUSG00000030846	0.0552570529248409	Nedd8	Tial1
ENSMUSG00000031482	ENSMUSG00000052406	0.0552272176088546	Slc25a15	Rexo4
ENSMUSG00000022255	ENSMUSG00000073412	0.0552080832719086	Mtdh	Lst1
ENSMUSG00000027552	ENSMUSG00000025498	0.0552002535168692	E2f5	Irf7
ENSMUSG00000054766	ENSMUSG00000042993	0.0551815301580299	Set	Ifnk
ENSMUSG00000021025	ENSMUSG00000042993	0.0551652825206856	Nfkbia	Ifnk
ENSMUSG00000006715	ENSMUSG00000066861	0.0551121090914574	Gmnn	Oas1g
ENSMUSG00000063972	ENSMUSG00000068036	0.0551042218231947	Nr6a1	Afdn
ENSMUSG00000052406	ENSMUSG00000022831	0.0550562971599565	Rexo4	Hcls1
ENSMUSG00000006715	ENSMUSG00000090553	0.0550199070399501	Gmnn	Snrpe
ENSMUSG00000079658	ENSMUSG00000018774	0.0549915936237742	Eloc	Cd68
ENSMUSG00000042354	ENSMUSG00000035521	0.0547451616701709	Gnl3	Gnptg
ENSMUSG00000025498	ENSMUSG00000026429	0.0547409674842832	Irf7	Ube2t
ENSMUSG00000056071	ENSMUSG00000015002	0.0545169889629653	S100a9	Efr3a
ENSMUSG00000001156	ENSMUSG00000042993	0.0544564474896004	Mxd1	Ifnk
ENSMUSG00000031939	ENSMUSG00000073412	0.0544072287042591	Taf1d	Lst1
ENSMUSG00000054766	ENSMUSG00000074896	0.0537848107567491	Set	Ifit3
ENSMUSG00000021025	ENSMUSG00000052406	0.053667387436767	Nfkbia	Rexo4
ENSMUSG00000056071	ENSMUSG00000024610	0.0533811392255488	S100a9	Cd74
ENSMUSG00000031939	ENSMUSG00000024610	0.0531525538392249	Taf1d	Cd74
ENSMUSG00000031565	ENSMUSG00000006490	0.0530800702122051	Fgfr1	Prl8a9
ENSMUSG00000001156	ENSMUSG00000021440	0.0530760239237652	Mxd1	Cts7
ENSMUSG00000021025	ENSMUSG00000074874	0.0530624010500084	Nfkbia	Ctla2b
ENSMUSG00000052406	ENSMUSG00000025492	0.0530473545162856	Rexo4	Ifitm3
ENSMUSG00000031939	ENSMUSG00000002297	0.0529812798717609	Taf1d	Dbf4
ENSMUSG00000031482	ENSMUSG00000025348	0.0528438331084082	Slc25a15	Itga7
ENSMUSG00000056071	ENSMUSG00000035521	0.0527741688587663	S100a9	Gnptg
ENSMUSG00000027552	ENSMUSG00000026429	0.052720024514447	E2f5	Ube2t
ENSMUSG00000010376	ENSMUSG00000091898	0.0526506844633588	Nedd8	Tnnc1
ENSMUSG00000022255	ENSMUSG00000068036	0.052562089943031	Mtdh	Afdn
ENSMUSG00000025498	ENSMUSG00000035521	0.052529113173831	Irf7	Gnptg
ENSMUSG00000063972	ENSMUSG00000058558	0.0525273421491889	Nr6a1	Rpl5
ENSMUSG00000052406	ENSMUSG00000042993	0.0524155295455173	Rexo4	Ifnk
ENSMUSG00000042354	ENSMUSG00000024610	0.0523626256643397	Gnl3	Cd74
ENSMUSG00000001156	ENSMUSG00000074874	0.0522497358635145	Mxd1	Ctla2b
ENSMUSG00000056071	ENSMUSG00000073412	0.052220831600739	S100a9	Lst1
ENSMUSG00000010376	ENSMUSG00000022831	0.0518682779441497	Nedd8	Hcls1
ENSMUSG00000052406	ENSMUSG00000035521	0.0518286228900199	Rexo4	Gnptg
ENSMUSG00000042354	ENSMUSG00000025492	0.0517693349209432	Gnl3	Ifitm3
ENSMUSG00000022831	ENSMUSG00000052406	0.0517682263908499	Hcls1	Rexo4
ENSMUSG00000031939	ENSMUSG00000042993	0.051699932091665	Taf1d	Ifnk
ENSMUSG00000038151	ENSMUSG00000042993	0.0516161573492183	Prdm1	Ifnk
ENSMUSG00000027552	ENSMUSG00000025492	0.0514799650416038	E2f5	Ifitm3
ENSMUSG00000027552	ENSMUSG00000052406	0.0513884783145563	E2f5	Rexo4
ENSMUSG00000010376	ENSMUSG00000021440	0.0513035326090374	Nedd8	Cts7
ENSMUSG00000027552	ENSMUSG00000061815	0.0512190593593052	E2f5	Rufy4
ENSMUSG00000031482	ENSMUSG00000025492	0.0510464975242685	Slc25a15	Ifitm3
ENSMUSG00000001156	ENSMUSG00000046718	0.0510385521325111	Mxd1	Bst2
ENSMUSG00000022831	ENSMUSG00000074874	0.0510066968135509	Hcls1	Ctla2b
ENSMUSG00000031939	ENSMUSG00000035521	0.0509722156042522	Taf1d	Gnptg
ENSMUSG00000021025	ENSMUSG00000027913	0.0509701136897983	Nfkbia	Crct1
ENSMUSG00000031482	ENSMUSG00000026429	0.0509588177140757	Slc25a15	Ube2t
ENSMUSG00000006715	ENSMUSG00000035521	0.0509218207283141	Gmnn	Gnptg
ENSMUSG00000027552	ENSMUSG00000046056	0.0508803016304647	E2f5	Sbsn
ENSMUSG00000022831	ENSMUSG00000042993	0.0506499002605846	Hcls1	Ifnk
ENSMUSG00000028640	ENSMUSG00000053846	0.0504587764298309	Tfap2c	Lipg
ENSMUSG00000022831	ENSMUSG00000025967	0.0504137235122264	Hcls1	Eef1b2
ENSMUSG00000022831	ENSMUSG00000091898	0.0503356737165215	Hcls1	Tnnc1
ENSMUSG00000025498	ENSMUSG00000027913	0.0502528158499316	Irf7	Crct1
ENSMUSG00000042354	ENSMUSG00000066861	0.0502140803498876	Gnl3	Oas1g
ENSMUSG00000031565	ENSMUSG00000033213	0.0500559823679623	Fgfr1	AA467197
ENSMUSG00000031939	ENSMUSG00000052406	0.0499453871826647	Taf1d	Rexo4
ENSMUSG00000042354	ENSMUSG00000002297	0.0499106845672316	Gnl3	Dbf4
ENSMUSG00000010376	ENSMUSG00000027913	0.04976574908317	Nedd8	Crct1
ENSMUSG00000079658	ENSMUSG00000024610	0.0497473118625317	Eloc	Cd74
ENSMUSG00000006715	ENSMUSG00000042993	0.0496798871948269	Gmnn	Ifnk
ENSMUSG00000079658	ENSMUSG00000015002	0.0494554111670542	Eloc	Efr3a
ENSMUSG00000036432	ENSMUSG00000025498	0.0494467240664289	Siah2	Irf7
ENSMUSG00000020923	ENSMUSG00000028010	0.0494159748831377	Ubtf	Gar1
ENSMUSG00000022831	ENSMUSG00000066861	0.0493284634874	Hcls1	Oas1g
ENSMUSG00000043099	ENSMUSG00000028073	0.0492065344548689	Hic1	Pear1
ENSMUSG00000001156	ENSMUSG00000035521	0.0491354603490265	Mxd1	Gnptg
ENSMUSG00000042354	ENSMUSG00000061815	0.0490828040392824	Gnl3	Rufy4
ENSMUSG00000010376	ENSMUSG00000046718	0.0490803264552044	Nedd8	Bst2
ENSMUSG00000001156	ENSMUSG00000025498	0.0490510185376087	Mxd1	Irf7
ENSMUSG00000010376	ENSMUSG00000025348	0.0489865117514662	Nedd8	Itga7
ENSMUSG00000054766	ENSMUSG00000046056	0.0488566846405822	Set	Sbsn
ENSMUSG00000042354	ENSMUSG00000068036	0.0487894397530034	Gnl3	Afdn
ENSMUSG00000021025	ENSMUSG00000061815	0.0486515815703325	Nfkbia	Rufy4
ENSMUSG00000031482	ENSMUSG00000027913	0.0486229791031039	Slc25a15	Crct1
ENSMUSG00000028640	ENSMUSG00000022895	0.048585445487221	Tfap2c	Ets2
ENSMUSG00000006715	ENSMUSG00000068036	0.04850074373932	Gmnn	Afdn
ENSMUSG00000021025	ENSMUSG00000046718	0.0484710542796844	Nfkbia	Bst2
ENSMUSG00000054766	ENSMUSG00000073412	0.0484578660606989	Set	Lst1
ENSMUSG00000054766	ENSMUSG00000052406	0.0482361299087958	Set	Rexo4
ENSMUSG00000052406	ENSMUSG00000061815	0.0481629083030175	Rexo4	Rufy4
ENSMUSG00000006715	ENSMUSG00000030846	0.048151487996675	Gmnn	Tial1
ENSMUSG00000006715	ENSMUSG00000024610	0.0478607966712571	Gmnn	Cd74
ENSMUSG00000079658	ENSMUSG00000073422	0.0478169684091201	Eloc	H2-Ke6
ENSMUSG00000001156	ENSMUSG00000026429	0.0478153966552608	Mxd1	Ube2t
ENSMUSG00000027186	ENSMUSG00000050914	0.0477982449867772	Elf5	Ankrd37
ENSMUSG00000031482	ENSMUSG00000030846	0.0477004050174248	Slc25a15	Tial1
ENSMUSG00000042354	ENSMUSG00000052406	0.0476975659071705	Gnl3	Rexo4
ENSMUSG00000038151	ENSMUSG00000046056	0.0476770618289971	Prdm1	Sbsn
ENSMUSG00000001156	ENSMUSG00000022831	0.0476661904545448	Mxd1	Hcls1
ENSMUSG00000031565	ENSMUSG00000003541	0.0476652084841512	Fgfr1	Ier3
ENSMUSG00000022831	ENSMUSG00000061815	0.0476288725610255	Hcls1	Rufy4
ENSMUSG00000056071	ENSMUSG00000042993	0.0476189612762854	S100a9	Ifnk
ENSMUSG00000036432	ENSMUSG00000026429	0.0476030510683487	Siah2	Ube2t
ENSMUSG00000042354	ENSMUSG00000027913	0.0475990827547103	Gnl3	Crct1
ENSMUSG00000001156	ENSMUSG00000066861	0.0475748217144666	Mxd1	Oas1g
ENSMUSG00000038151	ENSMUSG00000030846	0.0475627938327521	Prdm1	Tial1
ENSMUSG00000038151	ENSMUSG00000025498	0.0475325172929652	Prdm1	Irf7
ENSMUSG00000038151	ENSMUSG00000027913	0.0475008093529208	Prdm1	Crct1
ENSMUSG00000021025	ENSMUSG00000025498	0.047486191359558	Nfkbia	Irf7
ENSMUSG00000030970	ENSMUSG00000020838	0.0473875344788469	Ctbp2	Slc6a4
ENSMUSG00000025498	ENSMUSG00000025492	0.047345817891365	Irf7	Ifitm3
ENSMUSG00000036432	ENSMUSG00000022831	0.047339196917478	Siah2	Hcls1
ENSMUSG00000052406	ENSMUSG00000030846	0.0473299545967805	Rexo4	Tial1
ENSMUSG00000042354	ENSMUSG00000074874	0.0473256117120507	Gnl3	Ctla2b
ENSMUSG00000059040	ENSMUSG00000053398	0.0472713584019538	Eno1b	Phgdh
ENSMUSG00000001156	ENSMUSG00000061815	0.0472164887691484	Mxd1	Rufy4
ENSMUSG00000056071	ENSMUSG00000025498	0.0471833976623034	S100a9	Irf7
ENSMUSG00000036432	ENSMUSG00000061815	0.0470852347839225	Siah2	Rufy4
ENSMUSG00000021025	ENSMUSG00000046056	0.0470619306768587	Nfkbia	Sbsn
ENSMUSG00000010376	ENSMUSG00000090553	0.0466757431181013	Nedd8	Snrpe
ENSMUSG00000063972	ENSMUSG00000024610	0.0466723217342093	Nr6a1	Cd74
ENSMUSG00000010376	ENSMUSG00000025492	0.0466061390968001	Nedd8	Ifitm3
ENSMUSG00000056071	ENSMUSG00000026429	0.0465754569762593	S100a9	Ube2t
ENSMUSG00000031939	ENSMUSG00000041921	0.0464980046660159	Taf1d	Metap1d
ENSMUSG00000054766	ENSMUSG00000042354	0.046438743245388	Set	Gnl3
