#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Adamts1	Adamts5	10090.ENSMUSP00000023610	10090.ENSMUSP00000023611	0	0	0	0.905	0.154	0	0.900	0.836	0.918
Adamts1	B3glct	10090.ENSMUSP00000023610	10090.ENSMUSP00000097972	0	0	0	0	0	0.058	0.900	0.359	0.934
Adamts5	Mmp9	10090.ENSMUSP00000023611	10090.ENSMUSP00000017881	0	0	0	0	0	0.051	0	0.642	0.646
Adamts5	Il1b	10090.ENSMUSP00000023611	10090.ENSMUSP00000028881	0	0	0	0	0	0	0	0.627	0.627
Adamts5	Adamts9	10090.ENSMUSP00000023611	10090.ENSMUSP00000109065	0	0	0	0.845	0.060	0	0.900	0.703	0.912
Adamts5	Adamts7	10090.ENSMUSP00000023611	10090.ENSMUSP00000108682	0	0	0	0.764	0.060	0	0.900	0.664	0.917
Adamts5	B3glct	10090.ENSMUSP00000023611	10090.ENSMUSP00000097972	0	0	0	0	0	0.058	0.900	0.350	0.933
Adamts7	Grn	10090.ENSMUSP00000108682	10090.ENSMUSP00000046340	0	0	0	0	0	0	0	0.743	0.743
Adamts7	B3glct	10090.ENSMUSP00000108682	10090.ENSMUSP00000097972	0	0	0	0	0	0.096	0.900	0.158	0.917
Adamts7	Adamts9	10090.ENSMUSP00000108682	10090.ENSMUSP00000109065	0	0	0	0.726	0.061	0	0.900	0.665	0.919
Adamts9	B3glct	10090.ENSMUSP00000109065	10090.ENSMUSP00000097972	0	0	0	0	0	0.096	0.900	0.700	0.970
Adm	Insl3	10090.ENSMUSP00000140890	10090.ENSMUSP00000034261	0	0	0	0	0	0	0.900	0.069	0.902
Adm	Ramp3	10090.ENSMUSP00000140890	10090.ENSMUSP00000047518	0	0	0	0	0	0	0.900	0.852	0.984
Adm	Pthlh	10090.ENSMUSP00000140890	10090.ENSMUSP00000051433	0	0	0	0	0	0	0.900	0.235	0.920
Adm	Adm2	10090.ENSMUSP00000140890	10090.ENSMUSP00000064761	0	0	0	0	0	0	0.900	0.829	0.982
Adm2	Insl3	10090.ENSMUSP00000064761	10090.ENSMUSP00000034261	0	0	0	0	0	0	0.900	0.173	0.913
Adm2	Ramp3	10090.ENSMUSP00000064761	10090.ENSMUSP00000047518	0	0	0	0	0	0	0.900	0.736	0.972
Adm2	Pthlh	10090.ENSMUSP00000064761	10090.ENSMUSP00000051433	0	0	0	0	0	0	0.900	0.120	0.908
Agpat4	Tmem68	10090.ENSMUSP00000024594	10090.ENSMUSP00000029891	0	0	0	0	0	0	0	0.622	0.622
Agpat4	Pld4	10090.ENSMUSP00000024594	10090.ENSMUSP00000067002	0	0	0	0	0	0	0.650	0	0.650
Agpat4	Dgkd	10090.ENSMUSP00000024594	10090.ENSMUSP00000027517	0	0	0	0	0.061	0	0.650	0.053	0.661
Agpat4	Sipa1l2	10090.ENSMUSP00000024594	10090.ENSMUSP00000104405	0	0	0	0	0	0	0	0.667	0.667
Agpat4	Lpcat4	10090.ENSMUSP00000024594	10090.ENSMUSP00000028554	0	0	0	0	0.061	0	0	0.730	0.736
Agpat4	Dgkh	10090.ENSMUSP00000024594	10090.ENSMUSP00000074290	0	0	0	0	0.061	0	0.650	0.261	0.736
Agpat4	Ppap2c	10090.ENSMUSP00000024594	10090.ENSMUSP00000069670	0	0	0	0	0.061	0	0.900	0.084	0.906
Agpat4	Gpam	10090.ENSMUSP00000024594	10090.ENSMUSP00000057635	0	0	0	0	0	0	0.900	0.544	0.952
Aif1l	Speg	10090.ENSMUSP00000001920	10090.ENSMUSP00000084361	0	0	0	0	0	0.601	0	0.083	0.618
Aimp2	Nars	10090.ENSMUSP00000031613	10090.ENSMUSP00000025483	0	0	0	0	0.107	0.371	0	0.285	0.564
Aimp2	Gar1	10090.ENSMUSP00000031613	10090.ENSMUSP00000029643	0	0	0	0	0.163	0	0	0.718	0.754
Aimp2	Rpl5	10090.ENSMUSP00000031613	10090.ENSMUSP00000080854	0	0	0	0	0.107	0	0.540	0	0.571
Aimp2	Dkc1	10090.ENSMUSP00000031613	10090.ENSMUSP00000033776	0	0	0	0	0.115	0	0	0.572	0.606
Aimp2	Nop56	10090.ENSMUSP00000031613	10090.ENSMUSP00000099487	0	0	0	0	0.300	0	0	0.638	0.736
Aimp2	Yars	10090.ENSMUSP00000031613	10090.ENSMUSP00000101669	0	0	0	0	0.170	0.707	0.540	0.462	0.931
Ak4	Ampd3	10090.ENSMUSP00000102559	10090.ENSMUSP00000005829	0	0	0	0	0.053	0	0.650	0.226	0.721
Ak4	Aprt	10090.ENSMUSP00000102559	10090.ENSMUSP00000006764	0	0	0	0	0.062	0	0.900	0.457	0.944
Ak4	P4ha1	10090.ENSMUSP00000102559	10090.ENSMUSP00000009789	0	0	0	0	0.060	0	0	0.599	0.607
Ak4	Enpp3	10090.ENSMUSP00000102559	10090.ENSMUSP00000020169	0	0	0	0	0.079	0	0.650	0.061	0.671
Ak4	Nt5c	10090.ENSMUSP00000102559	10090.ENSMUSP00000021082	0	0	0	0	0	0	0.650	0.056	0.655
Ak4	Pkm	10090.ENSMUSP00000102559	10090.ENSMUSP00000034834	0	0	0	0	0.064	0	0.650	0.171	0.704
Ak4	Tpk1	10090.ENSMUSP00000102559	10090.ENSMUSP00000065631	0	0	0	0	0.060	0	0.900	0.072	0.905
Ak4	Entpd1	10090.ENSMUSP00000102559	10090.ENSMUSP00000107850	0	0	0	0	0	0	0.650	0.112	0.676
Aldh2	Glud1	10090.ENSMUSP00000031411	10090.ENSMUSP00000022322	0	0	0	0	0.140	0.167	0.800	0.334	0.892
Aldh2	Gls	10090.ENSMUSP00000031411	10090.ENSMUSP00000110158	0	0	0	0	0.060	0	0.600	0.093	0.629
Aldh2	Glul	10090.ENSMUSP00000031411	10090.ENSMUSP00000083375	0	0	0	0	0.090	0	0.800	0.138	0.829
Aldh2	Smox	10090.ENSMUSP00000031411	10090.ENSMUSP00000105815	0	0	0	0	0	0.056	0.900	0.098	0.907
Aldh2	Aoc2	10090.ENSMUSP00000031411	10090.ENSMUSP00000040255	0	0	0	0	0.124	0.135	0.900	0.101	0.922
Aldh2	Aoc3	10090.ENSMUSP00000031411	10090.ENSMUSP00000099394	0	0	0	0	0.098	0.251	0.900	0.251	0.942
Alg13	Gnptab	10090.ENSMUSP00000068403	10090.ENSMUSP00000020251	0	0	0	0	0	0	0.900	0	0.900
Alg13	Alg14	10090.ENSMUSP00000068403	10090.ENSMUSP00000038387	0	0	0	0	0.110	0.201	0.800	0.863	0.978
Alg14	Mogs	10090.ENSMUSP00000038387	10090.ENSMUSP00000032114	0	0	0	0	0	0.420	0	0.370	0.618
Alg14	Rpn2	10090.ENSMUSP00000038387	10090.ENSMUSP00000112081	0	0	0	0	0	0	0	0.658	0.658
Amdhd2	Hk2	10090.ENSMUSP00000036141	10090.ENSMUSP00000000642	0	0	0	0	0.061	0	0.900	0.214	0.919
Amica1	Jam3	10090.ENSMUSP00000052033	10090.ENSMUSP00000034472	0	0	0	0	0	0	0	0.678	0.678
Amot	Tead4	10090.ENSMUSP00000108455	10090.ENSMUSP00000006311	0	0	0	0	0.083	0.199	0	0.593	0.675
Amot	Amotl1	10090.ENSMUSP00000108455	10090.ENSMUSP00000013220	0	0	0	0.907	0.076	0.084	0.800	0.867	0.830
Amot	Stk4	10090.ENSMUSP00000108455	10090.ENSMUSP00000018353	0	0	0	0	0.062	0	0.900	0.400	0.938
Amotl1	Tead4	10090.ENSMUSP00000013220	10090.ENSMUSP00000006311	0	0	0	0	0.061	0.416	0	0.441	0.667
Amotl1	Stk4	10090.ENSMUSP00000013220	10090.ENSMUSP00000018353	0	0	0	0	0.062	0	0.900	0.140	0.912
Ampd3	Gmpr2	10090.ENSMUSP00000005829	10090.ENSMUSP00000002397	0	0	0	0	0.079	0.056	0.900	0.381	0.938
Ampd3	Nt5c	10090.ENSMUSP00000005829	10090.ENSMUSP00000021082	0	0	0	0	0.060	0	0.650	0	0.656
Ampd3	Enpp3	10090.ENSMUSP00000005829	10090.ENSMUSP00000020169	0	0	0	0	0	0	0.900	0.068	0.902
Ampd3	Entpd1	10090.ENSMUSP00000005829	10090.ENSMUSP00000107850	0	0	0	0	0.062	0	0.900	0.112	0.909
Ampd3	Impdh1	10090.ENSMUSP00000005829	10090.ENSMUSP00000077289	0	0	0	0	0.079	0.056	0.900	0.468	0.947
Ampd3	Aprt	10090.ENSMUSP00000005829	10090.ENSMUSP00000006764	0	0	0	0	0.096	0.255	0.900	0.645	0.972
Ankrd37	Egln3	10090.ENSMUSP00000056828	10090.ENSMUSP00000041874	0	0	0	0	0.127	0	0	0.510	0.554
Ano6	Itgb2	10090.ENSMUSP00000071770	10090.ENSMUSP00000000299	0	0	0	0	0.060	0	0.900	0	0.901
Ano6	Psg19	10090.ENSMUSP00000071770	10090.ENSMUSP00000004657	0	0	0	0	0	0	0.900	0.059	0.901
Ano6	Mcemp1	10090.ENSMUSP00000071770	10090.ENSMUSP00000014118	0	0	0	0	0	0	0.900	0	0.900
Ano6	Cybb	10090.ENSMUSP00000071770	10090.ENSMUSP00000015484	0	0	0	0	0.061	0	0.900	0	0.902
Ano6	Tmbim1	10090.ENSMUSP00000071770	10090.ENSMUSP00000016309	0	0	0	0	0.060	0	0.900	0	0.901
Ano6	Plau	10090.ENSMUSP00000071770	10090.ENSMUSP00000022368	0	0	0	0	0.074	0	0.900	0.047	0.904
Ano6	Clec4d	10090.ENSMUSP00000071770	10090.ENSMUSP00000032240	0	0	0	0	0	0	0.900	0	0.900
Ano6	Cd53	10090.ENSMUSP00000071770	10090.ENSMUSP00000035781	0	0	0	0	0	0	0.900	0	0.900
Ano6	Rap2b	10090.ENSMUSP00000071770	10090.ENSMUSP00000038841	0	0	0	0	0.051	0	0.900	0	0.901
Ano6	mCG_19844	10090.ENSMUSP00000071770	10090.ENSMUSP00000042889	0	0	0	0	0	0	0.900	0	0.900
Ano6	Cd177	10090.ENSMUSP00000071770	10090.ENSMUSP00000064934	0	0	0	0	0	0	0.900	0	0.900
Ano6	Ptafr	10090.ENSMUSP00000071770	10090.ENSMUSP00000070925	0	0	0	0	0	0	0.900	0	0.900
Ano6	Plscr3	10090.ENSMUSP00000071770	10090.ENSMUSP00000104272	0	0	0	0	0	0	0	0.633	0.633
Ano6	Cd59b	10090.ENSMUSP00000071770	10090.ENSMUSP00000087912	0	0	0	0	0	0	0.900	0	0.900
Ano6	Serpinb6b	10090.ENSMUSP00000071770	10090.ENSMUSP00000105922	0	0	0	0	0	0	0.900	0.042	0.900
Ano6	Psg20	10090.ENSMUSP00000071770	10090.ENSMUSP00000075973	0	0	0	0	0	0	0.900	0	0.900
Ano6	Fcer1g	10090.ENSMUSP00000071770	10090.ENSMUSP00000078875	0	0	0	0	0	0	0.900	0	0.900
Ano6	Stk10	10090.ENSMUSP00000071770	10090.ENSMUSP00000099885	0	0	0	0	0.062	0	0.900	0	0.902
Ano6	Cd47	10090.ENSMUSP00000071770	10090.ENSMUSP00000099853	0	0	0	0	0	0	0.900	0.144	0.910
Anpep	Cd33	10090.ENSMUSP00000103015	10090.ENSMUSP00000004728	0	0	0	0	0.060	0	0	0.861	0.864
Anpep	Sell	10090.ENSMUSP00000103015	10090.ENSMUSP00000027871	0	0	0	0	0.061	0.051	0.900	0.289	0.928
Anpep	Tlr2	10090.ENSMUSP00000103015	10090.ENSMUSP00000029623	0	0	0	0	0.137	0.048	0.900	0.236	0.928
Anpep	Cdh5	10090.ENSMUSP00000103015	10090.ENSMUSP00000034339	0	0	0	0	0.085	0.070	0	0.516	0.552
Anpep	Cd14	10090.ENSMUSP00000103015	10090.ENSMUSP00000056669	0	0	0	0	0.150	0	0.900	0.521	0.955
Anpep	Rab31	10090.ENSMUSP00000103015	10090.ENSMUSP00000068195	0	0	0	0	0	0.045	0.900	0	0.900
Anpep	Ptafr	10090.ENSMUSP00000103015	10090.ENSMUSP00000070925	0	0	0	0	0.062	0	0.900	0.058	0.903
Anpep	Fcgr4	10090.ENSMUSP00000103015	10090.ENSMUSP00000077873	0	0	0	0	0.090	0	0.900	0.086	0.909
Anpep	Pecam1	10090.ENSMUSP00000103015	10090.ENSMUSP00000079664	0	0	0	0	0.060	0	0	0.714	0.719
Anpep	Cxcr2	10090.ENSMUSP00000103015	10090.ENSMUSP00000102512	0	0	0	0	0.050	0	0.900	0.338	0.931
Anpep	Ptprc	10090.ENSMUSP00000103015	10090.ENSMUSP00000138350	0	0	0	0	0.082	0	0	0.780	0.790
Anpep	Serpinb6b	10090.ENSMUSP00000103015	10090.ENSMUSP00000105922	0	0	0	0	0	0.056	0.900	0.121	0.909
Antxr2	Furin	10090.ENSMUSP00000031281	10090.ENSMUSP00000113370	0	0	0	0	0.066	0	0	0.692	0.700
Aoc2	Aoc3	10090.ENSMUSP00000040255	10090.ENSMUSP00000099394	0	0	0	0.965	0.083	0.123	0.800	0.827	0.830
Aoc2	Smox	10090.ENSMUSP00000040255	10090.ENSMUSP00000105815	0	0	0	0	0	0	0.900	0.363	0.933
Aoc3	Smox	10090.ENSMUSP00000099394	10090.ENSMUSP00000105815	0	0	0	0	0	0	0.900	0.342	0.931
Apbb1ip	Ptprc	10090.ENSMUSP00000014290	10090.ENSMUSP00000138350	0	0	0	0	0.465	0.228	0	0.050	0.573
Apbb1ip	Fyb	10090.ENSMUSP00000014290	10090.ENSMUSP00000087947	0	0	0	0	0.322	0	0	0.425	0.593
Apbb1ip	Mapk3	10090.ENSMUSP00000014290	10090.ENSMUSP00000051619	0	0	0	0	0	0.070	0.900	0.073	0.906
Apbb1ip	Itgb3	10090.ENSMUSP00000014290	10090.ENSMUSP00000021028	0	0	0	0	0.081	0	0.900	0.062	0.906
Apbb1ip	Arrb2	10090.ENSMUSP00000014290	10090.ENSMUSP00000104208	0	0	0	0	0.126	0	0.900	0	0.908
Apbb1ip	Sos1	10090.ENSMUSP00000014290	10090.ENSMUSP00000067786	0	0	0	0	0.061	0.120	0.900	0	0.910
Apbb1ip	Hras	10090.ENSMUSP00000014290	10090.ENSMUSP00000026572	0	0	0	0	0	0.561	0.900	0.080	0.956
Aprt	Gmpr2	10090.ENSMUSP00000006764	10090.ENSMUSP00000002397	0	0	0	0	0.083	0	0.900	0.427	0.942
Aprt	Srm	10090.ENSMUSP00000006764	10090.ENSMUSP00000006611	0	0	0	0	0.116	0	0	0.533	0.569
Aprt	Rpia	10090.ENSMUSP00000006764	10090.ENSMUSP00000064158	0	0	0	0	0.365	0	0	0.356	0.573
Aprt	Dtymk	10090.ENSMUSP00000006764	10090.ENSMUSP00000027503	0	0	0	0	0.099	0	0	0.549	0.577
Aprt	Upp1	10090.ENSMUSP00000006764	10090.ENSMUSP00000020677	0	0	0	0	0.060	0	0	0.602	0.609
Aprt	Impdh1	10090.ENSMUSP00000006764	10090.ENSMUSP00000077289	0	0	0	0	0.083	0	0	0.586	0.604
Aprt	Gar1	10090.ENSMUSP00000006764	10090.ENSMUSP00000029643	0	0	0	0	0.783	0	0	0	0.783
Aprt	Entpd1	10090.ENSMUSP00000006764	10090.ENSMUSP00000107850	0	0	0	0	0.060	0	0.900	0.043	0.902
Aprt	Enpp3	10090.ENSMUSP00000006764	10090.ENSMUSP00000020169	0	0	0	0	0.062	0	0.900	0.066	0.904
Aprt	Nt5c	10090.ENSMUSP00000006764	10090.ENSMUSP00000021082	0	0	0	0	0.099	0	0.900	0.090	0.910
Aprt	Gda	10090.ENSMUSP00000006764	10090.ENSMUSP00000084882	0	0	0	0	0	0	0.900	0.818	0.981
Arg2	Srm	10090.ENSMUSP00000021550	10090.ENSMUSP00000006611	0	0	0	0	0.062	0	0	0.695	0.702
Arg2	Glul	10090.ENSMUSP00000021550	10090.ENSMUSP00000083375	0	0	0	0	0.092	0	0	0.587	0.608
Arg2	Sms	10090.ENSMUSP00000021550	10090.ENSMUSP00000108148	0	0	0	0	0.062	0	0	0.604	0.613
Arhgap22	Rhoq	10090.ENSMUSP00000107587	10090.ENSMUSP00000024956	0	0	0	0	0	0.153	0.900	0.073	0.914
Arhgap22	Rhov	10090.ENSMUSP00000107587	10090.ENSMUSP00000041411	0	0	0	0	0	0.153	0.900	0.069	0.914
Arhgap22	Snx22	10090.ENSMUSP00000107587	10090.ENSMUSP00000044389	0	0	0	0	0.061	0	0	0.598	0.606
Arhgap27	Ncf1	10090.ENSMUSP00000039427	10090.ENSMUSP00000016094	0	0	0	0	0.061	0.349	0	0.517	0.678
Arhgap27	Rhoq	10090.ENSMUSP00000039427	10090.ENSMUSP00000024956	0	0	0	0	0	0.248	0.900	0.247	0.938
Arhgap27	Rhov	10090.ENSMUSP00000039427	10090.ENSMUSP00000041411	0	0	0	0	0	0.248	0.900	0.220	0.936
Arhgap9	Rhoq	10090.ENSMUSP00000066455	10090.ENSMUSP00000024956	0	0	0	0	0	0.161	0.900	0.098	0.917
Arhgap9	Was	10090.ENSMUSP00000066455	10090.ENSMUSP00000033505	0	0	0	0	0.418	0.364	0	0.064	0.623
Arhgap9	Rhov	10090.ENSMUSP00000066455	10090.ENSMUSP00000041411	0	0	0	0	0	0.161	0.900	0.098	0.917
Arhgef7	Rhoq	10090.ENSMUSP00000106534	10090.ENSMUSP00000024956	0	0	0	0	0.062	0.219	0.900	0.073	0.923
Arhgef7	Pak1	10090.ENSMUSP00000106534	10090.ENSMUSP00000033040	0	0	0	0	0.061	0.747	0.900	0.638	0.990
Arhgef7	Rhov	10090.ENSMUSP00000106534	10090.ENSMUSP00000041411	0	0	0	0	0	0.219	0.900	0.261	0.937
Arih2	Ube2l3	10090.ENSMUSP00000013338	10090.ENSMUSP00000111363	0	0	0	0	0	0.605	0	0.395	0.751
Arih2	Fbxo6	10090.ENSMUSP00000013338	10090.ENSMUSP00000101331	0	0	0	0	0	0	0.900	0.042	0.900
Arih2	Fbxo27	10090.ENSMUSP00000013338	10090.ENSMUSP00000103916	0	0	0	0	0	0	0.900	0.042	0.900
Arih2	Dtx3l	10090.ENSMUSP00000013338	10090.ENSMUSP00000080601	0	0	0	0	0	0	0.900	0	0.900
Arih2	Atg7	10090.ENSMUSP00000013338	10090.ENSMUSP00000032457	0	0	0	0	0.051	0	0.900	0	0.901
Arih2	Klhl2	10090.ENSMUSP00000013338	10090.ENSMUSP00000034017	0	0	0	0	0.061	0	0.900	0.041	0.902
Arih2	Fbxo32	10090.ENSMUSP00000013338	10090.ENSMUSP00000022986	0	0	0	0	0.061	0	0.900	0.115	0.909
Arih2	Rnf213	10090.ENSMUSP00000013338	10090.ENSMUSP00000091429	0	0	0	0	0	0	0.900	0.138	0.910
Arih2	Siah2	10090.ENSMUSP00000013338	10090.ENSMUSP00000067496	0	0	0	0	0.054	0	0.900	0.144	0.911
Arih2	Fbxl18	10090.ENSMUSP00000013338	10090.ENSMUSP00000106394	0	0	0	0	0.060	0	0.900	0.140	0.912
Arih2	Ube2a	10090.ENSMUSP00000013338	10090.ENSMUSP00000016452	0	0	0	0	0	0.154	0.900	0.062	0.913
Arih2	Ube2k	10090.ENSMUSP00000013338	10090.ENSMUSP00000122471	0	0	0	0	0	0.154	0.900	0.101	0.917
Arih2	Tceb1	10090.ENSMUSP00000013338	10090.ENSMUSP00000140422	0	0	0	0	0.051	0.127	0.900	0.162	0.921
Arih2	Uba52	10090.ENSMUSP00000013338	10090.ENSMUSP00000120096	0	0	0	0	0	0.258	0.900	0	0.922
Arl8a	Psg19	10090.ENSMUSP00000027684	10090.ENSMUSP00000004657	0	0	0	0	0	0	0.900	0	0.900
Arl8a	Syngr1	10090.ENSMUSP00000027684	10090.ENSMUSP00000009727	0	0	0	0	0.050	0	0.900	0.051	0.901
Arl8a	Cd68	10090.ENSMUSP00000027684	10090.ENSMUSP00000104294	0	0	0	0	0	0	0.900	0	0.900
Arl8a	Psg20	10090.ENSMUSP00000027684	10090.ENSMUSP00000075973	0	0	0	0	0	0	0.900	0	0.900
Arl8a	Bst2	10090.ENSMUSP00000027684	10090.ENSMUSP00000051921	0	0	0	0	0	0	0.900	0	0.900
Arl8a	Atp11b	10090.ENSMUSP00000027684	10090.ENSMUSP00000029257	0	0	0	0	0	0.072	0.900	0.047	0.903
Arl8a	Cd63	10090.ENSMUSP00000027684	10090.ENSMUSP00000100862	0	0	0	0	0	0	0.900	0.144	0.910
Arrb2	Hip1r	10090.ENSMUSP00000104208	10090.ENSMUSP00000000939	0	0	0	0	0.061	0	0.900	0	0.902
Arrb2	Itgb3	10090.ENSMUSP00000104208	10090.ENSMUSP00000021028	0	0	0	0	0	0	0.900	0.043	0.900
Arrb2	Hras	10090.ENSMUSP00000104208	10090.ENSMUSP00000026572	0	0	0	0	0.061	0.061	0.900	0.138	0.913
Arrb2	Ccr1	10090.ENSMUSP00000104208	10090.ENSMUSP00000026911	0	0	0	0	0.061	0.198	0.600	0.067	0.681
Arrb2	Necap2	10090.ENSMUSP00000104208	10090.ENSMUSP00000030760	0	0	0	0	0.062	0	0.900	0	0.902
Arrb2	Mapk3	10090.ENSMUSP00000104208	10090.ENSMUSP00000051619	0	0	0	0	0.097	0.454	0.900	0.541	0.974
Arrb2	Olfr1388	10090.ENSMUSP00000104208	10090.ENSMUSP00000053834	0	0	0	0	0	0	0.600	0	0.600
Arrb2	Ccr1l1	10090.ENSMUSP00000104208	10090.ENSMUSP00000071353	0	0	0	0	0.061	0.198	0.600	0.047	0.674
Arrb2	Cxcr2	10090.ENSMUSP00000104208	10090.ENSMUSP00000102512	0	0	0	0	0.060	0.198	0.600	0.226	0.735
Arrb2	Ccr2	10090.ENSMUSP00000104208	10090.ENSMUSP00000132453	0	0	0	0	0.060	0.198	0.600	0.117	0.698
Arrb2	Uba52	10090.ENSMUSP00000104208	10090.ENSMUSP00000120096	0	0	0	0	0	0	0.900	0.048	0.900
Arrb2	Dnm2	10090.ENSMUSP00000104208	10090.ENSMUSP00000133564	0	0	0	0	0.060	0	0.900	0.120	0.910
Ascl2	Tcf4	10090.ENSMUSP00000009392	10090.ENSMUSP00000110636	0	0	0	0	0.067	0.457	0	0.338	0.635
Asns	Mthfd2	10090.ENSMUSP00000031766	10090.ENSMUSP00000005810	0	0	0	0	0.467	0	0	0.571	0.761
Asns	Cars	10090.ENSMUSP00000031766	10090.ENSMUSP00000010899	0	0	0	0	0.140	0	0	0.628	0.667
Asns	Glud1	10090.ENSMUSP00000031766	10090.ENSMUSP00000022322	0	0	0	0	0.122	0	0	0.588	0.623
