target_id	length	eff_length	est_counts	tpm
ENSMUST00000006301.10	2473	2274	3035.55	38.5702
ENSMUST00000008542.11	4212	4013	2216.76	15.9608
ENSMUST00000006027.6	2852	2653	2366.48	25.7733
ENSMUST00000007249.14	2261	2062	4190.34	58.7171
ENSMUST00000006391.4	3397	3198	5609.5	50.6816
ENSMUST00000019076.9	2198	1999	7661.43	110.739
ENSMUST00000017881.2	3175	2976	27587.5	267.845
ENSMUST00000021028.4	5784	5585	24000.6	124.166
ENSMUST00000019913.14	4696	4497	4620.77	29.689
ENSMUST00000020271.12	938	739	878.887	34.3632
ENSMUST00000021089.10	2307	2108	736.386	10.0935
ENSMUST00000018113.7	2107	1908	8986.72	136.09
ENSMUST00000020284.4	2286	2087	1553.46	21.5071
ENSMUST00000020251.9	5390	5191	2232.68	12.4274
ENSMUST00000016309.15	2378	2179	5085.64	67.4362
ENSMUST00000010974.8	1411	1212	3347	79.7917
ENSMUST00000019791.13	6856	6657	1486.3	6.45108
ENSMUST00000020301.13	4846	4647	1619.97	10.0725
ENSMUST00000018918.11	1230	1031	276.074	7.73698
ENSMUST00000014290.14	2773	2574	861.749	9.67335
ENSMUST00000017208.4	1061	862	11273	377.865
ENSMUST00000016452.10	1732	1533	3138.9	59.1617
ENSMUST00000020399.5	5195	4996	5555.96	32.1323
ENSMUST00000020249.1	2807	2608	1851	20.5071
ENSMUST00000013220.7	8957	8758	8078.79	26.653
ENSMUST00000020979.8	1949	1750	916.619	15.1341
ENSMUST00000013338.13	3924	3725	2643.05	20.5014
ENSMUST00000020169.8	4253	4054	1512.37	10.779
ENSMUST00000010520.9	824	625	3241.71	149.864
ENSMUST00000020575.4	1955	1756	13352.5	219.706
ENSMUST00000021087.13	1372	1173	1864.65	45.9309
ENSMUST00000020856.5	1871	1672	5815.11	100.491
ENSMUST00000020911.13	3157	2958	25045.8	244.648
ENSMUST00000021082.6	858	659	1244.92	54.5833
ENSMUST00000020927.9	2959	2760	3474.19	36.3705
ENSMUST00000017184.9	1960	1761	4266.18	69.9978
ENSMUST00000021090.13	2709	2510	8633.45	99.3838
ENSMUST00000020223.7	2725	2526	927.135	10.6051
ENSMUST00000020522.8	3730	3531	6958.2	56.9382
ENSMUST00000022709.5	2087	1888	865.639	13.2477
ENSMUST00000022368.3	2342	2143	11561.1	155.877
ENSMUST00000026011.7	3205	3006	653.013	6.27679
ENSMUST00000025542.9	2617	2418	5585.03	66.7381
ENSMUST00000027404.11	3554	3355	1265.74	10.9007
ENSMUST00000026540.8	620	421	157	10.7751
ENSMUST00000023602.5	884	685	22433	946.24
ENSMUST00000023265.4	860	661	271	11.846
ENSMUST00000024956.14	4151	3952	1591.76	11.6376
ENSMUST00000027748.7	2339	2140	2549	34.416
ENSMUST00000021880.9	1373	1174	553.382	13.6195
ENSMUST00000023341.14	2085	1886	798.102	12.227
ENSMUST00000026571.10	1916	1717	727.127	12.2361
ENSMUST00000021527.14	3545	3346	5741.04	49.5757
ENSMUST00000023612.16	3890	3691	26810.8	209.88
ENSMUST00000022865.16	6919	6720	6671.59	28.6856
ENSMUST00000021884.9	842	643	886.272	39.8254
ENSMUST00000021891.4	2505	2306	13925.3	174.481
ENSMUST00000021296.6	1574	1375	985.898	20.7174
ENSMUST00000026008.8	3580	3381	10601.2	90.5973
ENSMUST00000023934.7	628	429	75492.7	5084.55
ENSMUST00000026922.14	1736	1537	2275.31	42.7731
ENSMUST00000023610.14	4884	4685	7605.34	46.9044
ENSMUST00000023156.12	4520	4321	1327	8.87342
ENSMUST00000025311.7	5546	5347	4427.24	23.9237
ENSMUST00000021486.9	794	595	517.365	25.1238
ENSMUST00000024594.8	1915	1716	3383.14	56.9649
ENSMUST00000022322.16	3390	3191	16026.4	145.115
ENSMUST00000026425.12	2432	2233	5439.04	70.3782
ENSMUST00000022378.8	4418	4219	20961.6	143.556
ENSMUST00000026999.9	4278	4079	4329.26	30.6665
ENSMUST00000025403.7	5054	4855	2329.23	13.8621
ENSMUST00000026585.13	1466	1267	1450.52	33.0789
ENSMUST00000026565.6	678	479	421.323	25.4147
ENSMUST00000021892.6	1518	1319	9860.57	216.004
ENSMUST00000026407.8	1063	864	1090.18	36.4576
ENSMUST00000024702.4	2575	2376	3414.15	41.5184
ENSMUST00000025563.7	929	730	52546.3	2079.81
ENSMUST00000026427.7	3981	3782	3625.94	27.7015
ENSMUST00000023334.14	3062	2863	3356.54	33.8747
ENSMUST00000027684.10	1713	1514	2313.8	44.1576
ENSMUST00000028294.6	1880	1681	900.564	15.4793
ENSMUST00000025472.6	2017	1818	1393.88	22.1532
ENSMUST00000025831.7	7805	7606	5031.27	19.1129
ENSMUST00000027108.12	802	603	970.483	46.5024
ENSMUST00000023531.14	2016	1817	2931.63	46.6186
ENSMUST00000025891.9	3060	2861	11898.7	120.168
ENSMUST00000023682.11	2365	2166	2779.94	37.0835
ENSMUST00000027056.11	11053	10854	3586.88	9.54843
ENSMUST00000027517.13	5695	5496	8638.25	45.4133
ENSMUST00000027863.12	2580	2381	17177.4	208.45
ENSMUST00000026927.9	4764	4565	1095.95	6.93673
ENSMUST00000021450.5	3323	3124	5144.51	47.5814
ENSMUST00000023672.9	2190	1991	2033.32	29.5079
ENSMUST00000024575.7	5406	5207	1644.72	9.12661
ENSMUST00000022813.7	2705	2506	5931.04	68.384
ENSMUST00000021413.8	1578	1379	2271.63	47.5969
ENSMUST00000021900.13	4482	4283	5818.13	39.2501
ENSMUST00000025483.10	2687	2488	7755.49	90.0666
ENSMUST00000023044.6	2993	2794	3539.45	36.6028
ENSMUST00000021195.10	2725	2526	616.891	7.05634
ENSMUST00000022971.7	2338	2139	4045.22	54.6432
ENSMUST00000021933.7	1971	1772	94335.6	1538.21
ENSMUST00000032768.14	4222	4023	2702.42	19.4092
ENSMUST00000030074.7	4012	3813	13034.5	98.7713
ENSMUST00000029891.11	2690	2491	1705.89	19.7871
ENSMUST00000036187.8	2559	2360	507.547	6.21396
ENSMUST00000038765.5	4255	4056	3726	26.543
ENSMUST00000033139.14	4735	4536	6103.71	38.8799
ENSMUST00000038488.16	4248	4049	4164.5	29.718
ENSMUST00000040967.8	2522	2323	2888.48	35.9274
ENSMUST00000030839.12	2674	2475	2984.56	34.8425
ENSMUST00000030524.13	2131	1932	1498.6	22.4121
ENSMUST00000029521.4	718	519	205.797	11.4572
ENSMUST00000041095.13	2543	2344	487.15	6.00495
ENSMUST00000034904.13	2782	2583	10744	120.184
ENSMUST00000033505.6	2114	1915	4756.32	71.7641
ENSMUST00000036854.3	2381	2182	16833	222.901
ENSMUST00000029970.13	2039	1840	2598.26	40.8008
ENSMUST00000044155.14	6354	6155	1485.38	6.97292
ENSMUST00000033776.14	2804	2605	5057.64	56.0977
ENSMUST00000031378.13	2939	2740	1025.62	10.8153
ENSMUST00000033133.11	880	681	155.262	6.58752
ENSMUST00000034492.5	2022	1823	888.444	14.0815
ENSMUST00000030760.14	1906	1707	4109.87	69.5664
ENSMUST00000032898.8	4518	4319	24341.7	162.844
ENSMUST00000030526.6	2465	2266	5069	64.6349
ENSMUST00000033429.8	5847	5648	3152.74	16.1286
ENSMUST00000030572.9	1525	1326	710.925	15.4912
ENSMUST00000041616.14	5124	4925	4665.02	27.3686
ENSMUST00000031262.8	1743	1544	1723.05	32.2445
ENSMUST00000037998.5	6492	6293	8993	41.2906
ENSMUST00000028881.13	1356	1157	215	5.3692
ENSMUST00000042135.13	2914	2715	402.634	4.28495
ENSMUST00000034339.9	3995	3796	71646.8	545.35
ENSMUST00000028763.9	3989	3790	4315.81	32.9024
ENSMUST00000036991.4	1816	1617	6261.8	111.891
ENSMUST00000029257.14	4868	4669	4319.19	26.729
ENSMUST00000031264.11	744	545	31426.6	1666.11
ENSMUST00000030709.8	2006	1807	2230	35.6575
ENSMUST00000031766.11	2001	1802	6873.92	110.218
ENSMUST00000039388.2	1382	1183	547	13.36
ENSMUST00000028609.13	2222	2023	1495.77	21.3636
ENSMUST00000028554.3	2275	2076	2303.39	32.0586
ENSMUST00000036917.2	1904	1705	17528.7	297.051
ENSMUST00000029568.6	2898	2699	1795.35	19.2199
ENSMUST00000033418.7	3712	3513	1898	15.6107
ENSMUST00000035458.14	4685	4486	4735.65	30.5018
ENSMUST00000042057.11	3727	3528	4185.15	34.2758
ENSMUST00000043441.12	6113	5914	8415.73	41.1164
ENSMUST00000034472.15	1942	1743	6938.62	115.022
ENSMUST00000029771.12	1872	1673	2254.22	38.9319
ENSMUST00000033269.14	2321	2122	3436.56	46.7933
ENSMUST00000034017.8	3412	3213	3986.66	35.8511
ENSMUST00000034834.15	2432	2233	77179.8	998.664
ENSMUST00000029796.10	3383	3184	1798.67	16.3224
ENSMUST00000029344.9	3011	2812	8630.99	88.685
ENSMUST00000029752.14	2400	2201	1552.5	20.3806
ENSMUST00000029753.12	1894	1695	2151.96	36.6833
ENSMUST00000041723.14	4548	4349	1309.78	8.70191
ENSMUST00000039442.11	2037	1838	649.665	10.2129
ENSMUST00000042163.14	5447	5248	6722.17	37.0101
ENSMUST00000032719.14	9962	9763	4406	13.0397
ENSMUST00000035194.7	2816	2617	1018.77	11.248
ENSMUST00000038699.12	3689	3490	753.103	6.23496
ENSMUST00000030376.7	3919	3720	1041	8.0856
ENSMUST00000039516.3	2662	2463	1055	12.3764
ENSMUST00000033871.7	3430	3231	2216.5	19.8215
ENSMUST00000034400.4	4316	4117	16551.9	116.164
ENSMUST00000030391.8	2838	2639	16371	179.242
ENSMUST00000034600.4	3107	2908	10090.1	100.255
ENSMUST00000039913.8	3651	3452	2033.42	17.0201
ENSMUST00000041865.7	1808	1609	3272.96	58.7746
ENSMUST00000033018.14	4962	4763	3541.25	21.4823
ENSMUST00000034615.9	2019	1820	593.387	9.42045
ENSMUST00000041901.6	1433	1234	328.05	7.68121
ENSMUST00000043843.11	3540	3341	42245.4	365.349
ENSMUST00000038422.7	4098	3899	2178.59	16.1446
ENSMUST00000040159.5	6092	5893	7583	37.18
ENSMUST00000032844.6	799	600	1029.43	49.5736
ENSMUST00000041623.8	4737	4538	3862	24.5897
ENSMUST00000033054.9	1390	1191	117283	2845.29
ENSMUST00000034026.9	1683	1484	745	14.5053
ENSMUST00000041139.8	4733	4534	10549	67.2258
ENSMUST00000029069.12	1779	1580	1343	24.5597
ENSMUST00000038684.5	1664	1465	3484.42	68.7222
ENSMUST00000032114.7	2780	2581	5822	65.1762
ENSMUST00000037907.12	3874	3675	1180.01	9.27754
ENSMUST00000033127.11	1465	1266	291.758	6.65877
ENSMUST00000034215.7	549	350	8388.34	692.489
ENSMUST00000039174.10	5281	5082	1890.1	10.7462
ENSMUST00000032967.3	1663	1464	468.423	9.24489
ENSMUST00000029629.14	1561	1362	2830.19	60.0403
ENSMUST00000030811.1	3043	2844	14122.6	143.48
ENSMUST00000041649.7	1324	1125	389.828	10.0121
ENSMUST00000043059.8	3297	3098	17817.9	166.18
ENSMUST00000032260.5	1213	1014	234.579	6.68429
ENSMUST00000041065.13	5354	5155	4706.96	26.3825
ENSMUST00000029910.11	3507	3308	2301.05	20.0986
ENSMUST00000031914.5	2977	2778	2634.24	27.3985
ENSMUST00000029515.4	511	312	10570.1	978.878
ENSMUST00000037210.8	1321	1122	255.111	6.56962
ENSMUST00000033040.11	3065	2866	2468.98	24.8912
ENSMUST00000034469.6	3594	3395	4467	38.0173
ENSMUST00000040735.11	1496	1297	1002.77	22.3392
ENSMUST00000033664.13	1670	1471	3734.73	73.3586
ENSMUST00000034261.7	623	424	264.724	18.0398
ENSMUST00000035742.13	3353	3154	799.679	7.32587
ENSMUST00000041133.9	3088	2889	958	9.58126
ENSMUST00000037302.5	4209	4010	769.243	5.54273
ENSMUST00000031779.16	3229	3030	35300.4	336.621
ENSMUST00000046498.2	1721	1522	12467	236.675
ENSMUST00000071044.12	1247	1048	9432.29	260.052
ENSMUST00000065856.7	5393	5194	2699	15.0143
ENSMUST00000046518.11	2918	2719	3347.26	35.57
ENSMUST00000049931.5	3743	3544	14617.9	119.178
ENSMUST00000051558.9	10216	10017	10567	30.4801
ENSMUST00000044730.11	7274	7075	4265.65	17.4206
ENSMUST00000053116.6	1684	1485	2510.78	48.8525
ENSMUST00000051396.12	2925	2726	5581.58	59.1611
ENSMUST00000071991.5	619	420	122.348	8.4169
ENSMUST00000048099.4	6002	5803	1433.81	7.1391
ENSMUST00000048138.6	715	516	1524	85.3375
ENSMUST00000058383.8	3982	3783	4502.27	34.3875
ENSMUST00000058577.4	4472	4273	2432.61	16.4492
ENSMUST00000058370.13	2778	2579	2505.88	28.0746
ENSMUST00000051016.4	1482	1283	487.13	10.9704
ENSMUST00000044672.10	5807	5608	1117.12	5.75568
ENSMUST00000060918.10	2683	2484	1102.76	12.8273
ENSMUST00000068714.6	8436	8237	7233.01	25.372
ENSMUST00000056965.11	1163	964	1827.25	54.7678
ENSMUST00000047903.9	3207	3008	12432.8	119.425
ENSMUST00000068705.12	2171	1972	10327.9	151.325
ENSMUST00000044642.13	3346	3147	1182.21	10.8543
ENSMUST00000053288.5	3700	3501	1968.85	16.2489
ENSMUST00000064244.10	2281	2082	1840.97	25.5488
ENSMUST00000060427.5	1524	1325	2417	52.7067
ENSMUST00000071404.4	1166	967	587	17.5395
ENSMUST00000062861.14	2338	2139	2801.2	37.8389
ENSMUST00000049530.13	2092	1893	2626.87	40.0952
ENSMUST00000045246.7	3113	2914	738.939	7.32696
ENSMUST00000070878.8	642	443	901.473	58.7968
ENSMUST00000065668.11	1453	1254	390.161	8.98982
ENSMUST00000054098.3	3474	3275	2405.11	21.2192
ENSMUST00000049680.9	4721	4522	1754.3	11.2093
ENSMUST00000048421.13	2490	2291	1139.19	14.3673
ENSMUST00000069064.6	1297	1098	1080.93	28.4447
ENSMUST00000045827.4	3692	3493	1383.75	11.4463
ENSMUST00000049344.14	3661	3462	1005.43	8.39133
ENSMUST00000064922.6	1809	1610	6042	108.433
ENSMUST00000067996.6	2834	2635	28927.2	317.198
ENSMUST00000054445.8	982	783	1719	63.4335
ENSMUST00000055257.6	1338	1139	4057	102.917
ENSMUST00000053686.8	4731	4532	6453.04	41.1414
ENSMUST00000053252.8	1212	1013	968	27.6103
ENSMUST00000070726.9	3882	3683	5247	41.1637
ENSMUST00000070334.9	1404	1205	1147.13	27.5061
ENSMUST00000047526.7	4225	4026	6682	47.9554
ENSMUST00000054245.7	4386	4187	5348.61	36.9099
ENSMUST00000053670.11	1698	1499	312.102	6.01588
ENSMUST00000045286.8	1491	1292	283.459	6.33916
ENSMUST00000063879.12	1654	1455	3750.6	74.4805
ENSMUST00000053558.9	927	728	227.416	9.02596
ENSMUST00000072362.13	3502	3303	4140.51	36.2201
ENSMUST00000070368.7	2511	2312	1104	13.797
ENSMUST00000060673.7	3923	3724	2761.65	21.4271
ENSMUST00000049658.13	4206	4007	975.798	7.03632
ENSMUST00000047511.14	3974	3775	2908.58	22.2623
ENSMUST00000071889.12	3716	3517	810.248	6.65657
ENSMUST00000070478.3	4973	4774	2746.84	16.6248
ENSMUST00000049908.10	1475	1276	677.639	15.3445
ENSMUST00000055436.4	1804	1605	658	11.8456
ENSMUST00000068981.12	5584	5385	5881.36	31.5571
ENSMUST00000051672.8	792	593	6697.03	326.311
ENSMUST00000066532.4	3787	3588	21854	175.988
ENSMUST00000047749.6	1587	1388	2408.57	50.1389
ENSMUST00000071462.6	1059	860	776.819	26.0991
ENSMUST00000046497.7	1190	991	671.634	19.5823
ENSMUST00000071874.7	4927	4728	11098.3	67.8241
ENSMUST00000060419.1	1445	1246	252.619	5.85805
ENSMUST00000050149.11	6669	6470	8015.34	35.795
ENSMUST00000068944.8	3273	3074	1705.27	16.0286
ENSMUST00000057311.3	1613	1414	17048.6	348.372
ENSMUST00000051569.6	2785	2586	685.008	7.65371
ENSMUST00000047888.7	1449	1250	713.51	16.4928
ENSMUST00000046945.12	2651	2452	1196.34	14.0974
ENSMUST00000048892.13	4919	4720	3943.88	24.1428
ENSMUST00000057314.3	2337	2138	6396.59	86.4461
ENSMUST00000061829.7	1641	1442	308.005	6.17159
ENSMUST00000048946.6	804	605	490.209	23.4116
ENSMUST00000065648.14	2529	2330	397.115	4.92453
ENSMUST00000047910.14	4424	4225	998.649	6.82953
ENSMUST00000064234.6	3164	2965	48651.6	474.108
ENSMUST00000054213.4	1421	1222	3245.56	76.7402
ENSMUST00000045041.11	2288	2089	617.843	8.54564
ENSMUST00000048792.4	680	481	1661.47	99.8052
ENSMUST00000061673.8	10967	10768	3224.02	8.65103
ENSMUST00000066134.5	1829	1630	3869.91	68.599
ENSMUST00000064763.6	6095	5896	1272.39	6.23543
ENSMUST00000058595.6	805	606	187	8.91607
ENSMUST00000053218.6	3250	3051	892	8.44748
ENSMUST00000050687.13	1643	1444	1014.24	20.2945
ENSMUST00000055619.4	3497	3298	6363.93	55.7545
ENSMUST00000052691.8	2506	2307	343.408	4.30098
ENSMUST00000059954.13	1809	1610	5583.64	100.207
ENSMUST00000058178.5	1735	1536	1103	20.7486
ENSMUST00000070653.12	2272	2073	10779.6	150.247
ENSMUST00000045441.7	3909	3710	10266.2	79.9542
ENSMUST00000050397.1	609	410	260.993	18.3929
ENSMUST00000052296.8	1603	1404	531.95	10.9473
ENSMUST00000057608.4	4296	4097	654.175	4.61352
ENSMUST00000055071.8	463	264	100	10.9446
ENSMUST00000044711.6	2543	2344	1448.98	17.8611
ENSMUST00000046770.9	742	543	1007	53.5839
ENSMUST00000068958.8	2265	2066	1927.54	26.9574
ENSMUST00000046515.14	4480	4281	1951.58	13.1718
ENSMUST00000065418.6	1107	908	1473.83	46.8993
ENSMUST00000065793.11	1893	1694	10345.6	176.461
ENSMUST00000069330.13	1356	1157	3544.91	88.5273
ENSMUST00000062844.10	3057	2858	1223.18	12.3661
ENSMUST00000070673.8	3473	3274	2827.93	24.9571
ENSMUST00000061721.5	4739	4540	1904	12.1176
ENSMUST00000060005.14	2324	2125	1654.44	22.4956
ENSMUST00000045142.14	3664	3465	1690.27	14.0948
ENSMUST00000050020.7	2461	2262	534.872	6.83222
ENSMUST00000049064.3	6793	6594	2036	8.92141
ENSMUST00000097336.4	415	216	43	5.75201
ENSMUST00000091263.11	4011	3812	1421.65	10.7757
ENSMUST00000073957.7	6861	6662	3017.3	13.0864
ENSMUST00000084238.4	4580	4381	2782.5	18.3513
ENSMUST00000092512.10	2387	2188	3132.89	41.3717
ENSMUST00000097563.8	1410	1211	254.106	6.06283
ENSMUST00000074733.10	5028	4829	22266.1	133.227
ENSMUST00000086199.11	2792	2593	10144.2	113.037
ENSMUST00000077037.12	2952	2753	2249.91	23.6137
ENSMUST00000076859.11	2378	2179	2949.26	39.1076
ENSMUST00000093786.8	1787	1588	516.247	9.39316
ENSMUST00000090487.11	1584	1385	310.628	6.48031
ENSMUST00000094681.10	4728	4529	1398.73	8.92352
ENSMUST00000092557.5	1504	1305	248.394	5.49966
ENSMUST00000080322.7	1885	1686	1531.24	26.2416
ENSMUST00000079957.11	674	475	98.2019	5.97353
ENSMUST00000073054.4	2494	2295	977.364	12.3049
ENSMUST00000090339.10	4909	4710	1066.31	6.54132
ENSMUST00000089950.10	1381	1182	1829.09	44.7117
ENSMUST00000080926.12	2027	1828	20595	325.529
ENSMUST00000081288.13	1487	1288	2997.56	67.2445
ENSMUST00000081035.8	4334	4135	890.029	6.21918
ENSMUST00000086844.9	2471	2272	2169.18	27.5862
ENSMUST00000093166.10	6298	6099	1200.04	5.68515
ENSMUST00000078486.12	7147	6948	2291.24	9.52829
ENSMUST00000081593.12	1825	1626	33822	601.013
ENSMUST00000077337.8	2373	2174	3077.04	40.8957
ENSMUST00000094835.8	1498	1299	215.249	4.7878
ENSMUST00000080518.13	2221	2022	6615.8	94.5379
ENSMUST00000080713.4	2507	2308	2899.47	36.2984
ENSMUST00000090192.11	2609	2410	4272.54	51.2241
ENSMUST00000074477.6	713	514	333.12	18.7259
ENSMUST00000078155.11	2437	2238	2539.84	32.7907
ENSMUST00000091328.3	1716	1517	4201.92	80.0325
ENSMUST00000076698.12	4999	4800	2306.4	13.8835
ENSMUST00000088786.10	2504	2305	1758.36	22.0415
ENSMUST00000084530.8	1820	1621	1805.56	32.1835
ENSMUST00000077340.13	2288	2089	4711.7	65.1694
ENSMUST00000081927.3	1927	1728	26398.1	441.401
ENSMUST00000080167.10	2306	2107	780.519	10.7034
ENSMUST00000077440.12	12773	12574	6801.54	15.6293
ENSMUST00000074861.8	1041	842	13888.9	476.608
ENSMUST00000094251.10	4541	4342	1114.09	7.41368
ENSMUST00000074372.5	2625	2426	3172.29	37.7822
ENSMUST00000077273.8	7663	7464	6045.66	23.4033
ENSMUST00000080560.8	3395	3196	16088.9	145.454
ENSMUST00000095932.4	1509	1310	1072	23.6444
ENSMUST00000075451.11	1651	1452	3954.68	78.6953
ENSMUST00000080853.10	3283	3084	2721.27	25.4954
ENSMUST00000090750.11	8376	8177	2264.22	8.00071
ENSMUST00000080932.7	2762	2563	2638.52	29.7451
ENSMUST00000082223.12	2045	1846	1183.75	18.5282
ENSMUST00000090481.13	2670	2471	7806.6	91.2839
ENSMUST00000087324.6	2369	2170	6171.15	82.1696
ENSMUST00000079424.10	3254	3055	2428.54	22.9688
ENSMUST00000085818.5	4084	3885	4620.95	34.3673
ENSMUST00000092163.8	1316	1117	1304.32	33.7392
ENSMUST00000074856.12	4451	4252	11220.9	76.2496
ENSMUST00000084838.13	5250	5051	5566.32	31.8417
ENSMUST00000087689.4	12512	12313	6106.94	14.3306
ENSMUST00000096987.6	2143	1944	8251.14	122.637
ENSMUST00000093833.5	3001	2802	1089.8	11.2378
ENSMUST00000100167.9	6792	6593	4606.95	20.19
ENSMUST00000098911.9	1127	928	1945.35	60.5697
ENSMUST00000108496.8	2764	2565	2418.4	27.2424
ENSMUST00000102657.9	817	618	753.396	35.2241
ENSMUST00000100655.4	1341	1142	2373.13	60.0428
ENSMUST00000102517.3	3747	3548	3751.65	30.5523
ENSMUST00000102821.3	5026	4827	9474.97	56.716
ENSMUST00000102875.10	2683	2484	3105.05	36.1178
ENSMUST00000098326.2	10982	10783	3305.73	8.85794
ENSMUST00000107362.9	4166	3967	5268.68	38.3747
ENSMUST00000105379.2	2519	2320	15482	192.816
ENSMUST00000102976.3	3215	3016	7257.59	69.529
ENSMUST00000109221.8	4210	4011	17059	122.887
ENSMUST00000100330.9	11855	11656	4231.64	10.4897
ENSMUST00000106335.7	3732	3533	1170.49	9.57261
ENSMUST00000109350.8	1055	856	951.139	32.1052
ENSMUST00000107583.2	737	538	498.844	26.7909
ENSMUST00000106354.8	3869	3670	1935	15.2342
ENSMUST00000108281.7	1948	1749	1409.25	23.2811
ENSMUST00000102533.10	1251	1052	194.424	5.33997
ENSMUST00000102536.10	833	634	291.847	13.3006
ENSMUST00000105686.2	1887	1688	779.547	13.3437
ENSMUST00000106899.3	3046	2847	3068.73	31.1441
ENSMUST00000098574.8	3669	3470	2008.62	16.7253
ENSMUST00000108337.7	2836	2637	1237.05	13.5544
ENSMUST00000102680.7	4032	3833	2164.83	16.3188
ENSMUST00000103231.4	781	582	851	42.2485
ENSMUST00000107810.2	639	440	4183.7	274.734
ENSMUST00000100404.5	4570	4371	2209.92	14.6083
ENSMUST00000103069.9	3233	3034	8495.28	80.9035
ENSMUST00000106054.2	2909	2710	7418.95	79.1003
ENSMUST00000102780.7	4186	3987	833.195	6.03817
ENSMUST00000103191.10	474	275	8595.56	903.122
ENSMUST00000109024.8	4109	3910	11778	87.0359
ENSMUST00000108042.2	1768	1569	1545.18	28.4551
ENSMUST00000106497.7	2683	2484	8099.65	94.2148
ENSMUST00000098796.9	14627	14428	8278.1	16.5779
ENSMUST00000106218.7	1888	1689	668.186	11.4307
ENSMUST00000108069.7	2407	2208	2279.09	29.8241
ENSMUST00000107822.9	1601	1402	859.546	17.7144
ENSMUST00000106064.9	1066	867	1546.31	51.5327
ENSMUST00000098346.4	6554	6355	2320.25	10.5493
ENSMUST00000109444.2	5285	5086	4354.11	24.7359
ENSMUST00000108345.8	5102	4903	6676.85	39.3472
ENSMUST00000100486.5	676	477	132.485	8.02516
ENSMUST00000102825.3	1745	1546	269.45	5.03586
ENSMUST00000109013.8	3312	3113	1975.67	18.3375
ENSMUST00000098192.3	703	504	16138.9	925.224
ENSMUST00000099058.9	2985	2786	3812.52	39.54
ENSMUST00000100483.2	1073	874	1454.29	48.0777
ENSMUST00000098910.2	1123	924	5776.53	180.634
ENSMUST00000105229.8	1043	844	17552.8	600.91
ENSMUST00000102936.8	2920	2721	1237.08	13.1363
ENSMUST00000103213.9	1783	1584	1270.06	23.1672
ENSMUST00000109226.4	1600	1401	2341.54	48.2911
ENSMUST00000106332.2	2852	2653	835.44	9.09877
ENSMUST00000106112.1	1756	1557	2015.63	37.4049
ENSMUST00000099985.5	1532	1333	818.306	17.7374
ENSMUST00000109102.3	2411	2212	512	6.6879
ENSMUST00000108568.9	1777	1578	941.896	17.2465
ENSMUST00000102564.10	1848	1649	1004.49	17.6007
ENSMUST00000102866.9	2824	2625	3717.16	40.9154
ENSMUST00000101526.8	1706	1507	1478.21	28.3418
ENSMUST00000102625.10	1866	1667	8960.45	155.31
ENSMUST00000102512.10	1976	1777	4833.06	78.5849
ENSMUST00000109316.7	2226	2027	289.634	4.12858
ENSMUST00000101525.8	1157	958	3785.09	114.16
ENSMUST00000109071.2	2059	1860	532.546	8.27273
ENSMUST00000102505.9	4652	4453	8385.06	54.4074
ENSMUST00000108498.2	1391	1192	4606	111.648
