target_id	length	eff_length	est_counts	tpm
ENSMUST00000019726.7	3645	3446	2559.83	31.6169
ENSMUST00000020586.6	2263	2064	130.46	2.69025
ENSMUST00000027554.7	6857	6658	2117.68	13.5375
ENSMUST00000023159.9	3095	2896	1311.08	19.2687
ENSMUST00000025385.6	2684	2485	4941.11	84.6295
ENSMUST00000021889.5	1414	1215	2196	76.9271
ENSMUST00000021885.7	1621	1422	7737.39	231.589
ENSMUST00000026269.3	4848	4649	5436.07	49.7678
ENSMUST00000024786.13	2296	2097	2931.8	59.5057
ENSMUST00000022469.12	5559	5360	3162.93	25.1159
ENSMUST00000026142.7	2821	2622	10870.1	176.451
ENSMUST00000027632.13	2523	2324	495.236	9.06984
ENSMUST00000025567.8	3150	2951	1580.1	22.7898
ENSMUST00000022148.6	2123	1924	543.642	12.0263
ENSMUST00000026899.3	2023	1824	4517.14	105.405
ENSMUST00000025595.4	3267	3068	696.205	9.6584
ENSMUST00000026577.12	3191	2992	7188.54	102.259
ENSMUST00000022660.13	5316	5117	2224.72	18.5048
ENSMUST00000027153.5	1916	1717	1142.41	28.3188
ENSMUST00000027279.11	2838	2639	4239.71	68.3787
ENSMUST00000022108.8	5715	5516	857.867	6.61941
ENSMUST00000028286.11	1489	1290	584.585	19.2878
ENSMUST00000023803.7	1437	1238	37898.9	1302.96
ENSMUST00000022517.8	1497	1298	335.601	11.0046
ENSMUST00000021714.8	1308	1109	748.169	28.7139
ENSMUST00000022345.6	1631	1432	1336.89	39.7352
ENSMUST00000025522.10	5407	5208	1443.88	11.8
ENSMUST00000027760.13	4572	4373	1026.47	9.9906
ENSMUST00000025645.13	3657	3458	699.927	8.61491
ENSMUST00000027263.13	3293	3094	1088.41	14.9726
ENSMUST00000024011.9	3392	3193	917	12.2234
ENSMUST00000025856.16	5161	4962	2729.91	23.4162
ENSMUST00000022340.4	4876	4677	6090.84	55.4285
ENSMUST00000023487.4	7964	7765	4084.87	22.3903
ENSMUST00000022418.14	1447	1248	544.376	18.5655
ENSMUST00000022169.9	1905	1706	1813.08	45.2337
ENSMUST00000022828.8	855	656	290.941	18.8766
ENSMUST00000025419.8	1403	1204	1994	70.4891
ENSMUST00000023774.11	3025	2826	734.155	11.057
ENSMUST00000028207.12	3833	3634	941.227	11.0238
ENSMUST00000027943.5	801	602	921.776	65.1707
ENSMUST00000024721.7	2339	2140	295.47	5.87657
ENSMUST00000026568.9	3624	3425	1592.67	19.792
ENSMUST00000024839.5	4521	4322	2568.92	25.2981
ENSMUST00000022185.9	2741	2542	1321.01	22.1183
ENSMUST00000022875.6	3498	3299	1384.46	17.8616
ENSMUST00000025490.9	5030	4831	814.697	7.17765
ENSMUST00000026415.8	2240	2041	1296.25	27.0314
ENSMUST00000023171.7	1468	1269	287.62	9.64675
ENSMUST00000024840.11	5322	5123	1593.06	13.2352
ENSMUST00000028062.7	2193	1994	2151.57	45.9254
ENSMUST00000023105.4	2408	2209	306.264	5.90098
ENSMUST00000024119.10	2168	1969	745.324	16.111
ENSMUST00000027532.12	2202	2003	543.138	11.5412
ENSMUST00000021564.10	3439	3240	1553.46	20.4069
ENSMUST00000023100.7	5077	4878	3625.7	31.6354
ENSMUST00000025667.13	2898	2699	1571.95	24.789
ENSMUST00000023693.13	3047	2848	532.043	7.95116
ENSMUST00000024595.3	3504	3305	2122.78	27.3374
ENSMUST00000024104.8	2068	1869	888.978	20.2444
ENSMUST00000027634.12	569	370	2744.31	315.686
ENSMUST00000026902.8	3522	3323	2214	28.3577
ENSMUST00000024906.5	4086	3887	1730.71	18.9511
ENSMUST00000025161.9	2898	2699	581.402	9.16848
ENSMUST00000023072.6	3784	3585	2136.4	25.3639
ENSMUST00000025914.6	1281	1082	276.947	10.8941
ENSMUST00000021778.13	844	645	11520.1	760.183
ENSMUST00000022682.5	2914	2715	1501.3	23.5354
ENSMUST00000025363.6	2375	2176	1990.08	38.9257
ENSMUST00000022531.13	5191	4992	1140.4	9.7231
ENSMUST00000025867.5	2716	2517	1108.1	18.7379
ENSMUST00000024978.6	715	516	312.798	25.8011
ENSMUST00000027178.12	6342	6143	2303.85	15.9624
ENSMUST00000023550.8	1809	1610	1568.48	41.4646
ENSMUST00000025681.7	5995	5796	1488.61	10.9314
ENSMUST00000028280.13	8406	8207	4316.67	22.3866
ENSMUST00000021790.6	914	715	5069	301.745
ENSMUST00000028257.2	3330	3131	814.823	11.0765
ENSMUST00000022296.6	1408	1209	2665.73	93.8453
ENSMUST00000028135.14	3714	3515	6784.52	82.1518
ENSMUST00000026119.7	1957	1758	346.459	8.38797
ENSMUST00000024954.10	5516	5317	6642.08	53.1693
ENSMUST00000025904.11	1262	1063	1227.58	49.152
ENSMUST00000022099.14	3675	3476	1782.49	21.8258
ENSMUST00000025484.8	2059	1860	937.035	21.4421
ENSMUST00000023486.14	4890	4691	32580.2	295.605
ENSMUST00000021959.10	1527	1328	884.383	28.3443
ENSMUST00000025393.13	3384	3185	2211.35	29.5509
ENSMUST00000025684.3	3353	3154	9226.74	124.512
ENSMUST00000028005.2	1097	898	1347	63.8432
ENSMUST00000026170.2	1529	1330	515	16.4808
ENSMUST00000024734.7	645	446	528.593	50.444
ENSMUST00000026666.12	3363	3164	2903.26	39.0547
ENSMUST00000021832.6	2633	2434	744.557	13.0197
ENSMUST00000026735.8	1526	1327	565	18.1218
ENSMUST00000022757.4	919	720	907.173	53.6267
ENSMUST00000026991.15	1748	1549	946.728	26.0134
ENSMUST00000025254.8	1870	1671	702.269	17.8875
ENSMUST00000021844.14	3266	3067	469.439	6.51461
ENSMUST00000022587.9	1762	1563	5002.43	136.221
ENSMUST00000024698.9	984	785	627.35	34.0145
ENSMUST00000021903.2	1071	872	1213.72	59.2416
ENSMUST00000022629.8	4520	4321	1066.47	10.5048
ENSMUST00000021776.3	993	794	34986.9	1875.46
ENSMUST00000026296.7	4001	3802	494.61	5.53699
ENSMUST00000021888.8	1378	1179	439.664	15.8719
ENSMUST00000021207.6	3512	3313	3555.64	45.6793
ENSMUST00000026012.7	1815	1616	2555.68	67.3114
ENSMUST00000026013.5	4167	3968	4904.01	52.6021
ENSMUST00000027137.10	3370	3171	4518.77	60.6523
ENSMUST00000022977.13	2758	2559	3632.8	60.422
ENSMUST00000027997.8	4096	3897	6829.52	74.5904
ENSMUST00000021971.5	3374	3175	498.965	6.68882
ENSMUST00000027367.13	2876	2677	1724.51	27.4184
ENSMUST00000027743.12	4589	4390	910.418	8.82673
ENSMUST00000026665.7	5179	4980	909.058	7.76937
ENSMUST00000027989.12	4612	4413	2665.9	25.7119
ENSMUST00000021738.9	2971	2772	748.811	11.4975
ENSMUST00000021968.6	2451	2252	617.612	11.6727
ENSMUST00000023689.10	3909	3710	3692.61	42.3626
ENSMUST00000025827.9	2613	2414	1960.53	34.5669
ENSMUST00000026672.7	3802	3603	806.109	9.52254
ENSMUST00000021459.13	3158	2959	2271.1	32.6674
ENSMUST00000025866.13	3253	3054	544.581	7.58956
ENSMUST00000022701.6	4656	4457	999.947	9.549
ENSMUST00000023818.10	2824	2625	741.173	12.0175
ENSMUST00000026172.2	1100	901	142.474	6.73028
ENSMUST00000021362.4	1905	1706	1588.67	39.635
ENSMUST00000023691.11	1850	1651	859.329	22.1532
ENSMUST00000026865.14	5481	5282	3675.1	29.6138
ENSMUST00000026917.9	3597	3398	1150.29	14.4082
ENSMUST00000022786.5	2670	2471	452.576	7.79546
ENSMUST00000024958.8	5938	5739	2198.31	16.3033
ENSMUST00000021142.7	4593	4394	1707.15	16.5362
ENSMUST00000021375.11	4109	3910	2143.08	23.3284
ENSMUST00000029541.11	2259	2060	770.862	15.927
ENSMUST00000032336.6	2010	1811	4896.52	115.078
ENSMUST00000028378.3	3885	3686	773.32	8.9295
ENSMUST00000040110.7	5527	5328	767	6.12709
ENSMUST00000033289.5	4085	3886	1466.32	16.0602
ENSMUST00000032151.2	2515	2316	868.19	15.9551
ENSMUST00000032736.10	5205	5006	1527.82	12.9898
ENSMUST00000041438.6	2600	2401	486.615	8.62615
ENSMUST00000034650.14	2989	2790	725.611	11.0694
ENSMUST00000037286.9	2000	1801	610	14.4158
ENSMUST00000033775.8	2525	2326	1332.57	24.384
ENSMUST00000033741.14	2419	2220	562.089	10.7764
ENSMUST00000034717.6	5040	4841	943.751	8.29747
ENSMUST00000034285.13	1596	1397	6346.46	193.356
ENSMUST00000036606.13	4963	4764	1295.94	11.5781
ENSMUST00000032865.16	1585	1386	940	28.8661
ENSMUST00000037064.4	4174	3975	2784.38	29.8136
ENSMUST00000033490.12	3658	3459	496.358	6.10756
ENSMUST00000031309.15	2421	2222	1765.51	33.8182
ENSMUST00000036248.12	4538	4339	794.385	7.79228
ENSMUST00000031788.8	1825	1626	2015.5	52.7577
ENSMUST00000033878.13	3217	3018	679.489	9.58267
ENSMUST00000033450.2	2651	2452	404	7.01268
ENSMUST00000029128.3	1112	913	394.845	18.4068
ENSMUST00000036109.7	1681	1482	463.047	13.2984
ENSMUST00000033502.13	1902	1703	492.44	12.3073
ENSMUST00000029046.8	987	788	2691.11	145.355
ENSMUST00000034913.4	1205	1006	815.471	34.5012
ENSMUST00000031447.11	1595	1396	1465.55	44.6827
ENSMUST00000030080.6	7314	7115	2289.18	13.6939
ENSMUST00000028648.2	3761	3562	645	7.70707
ENSMUST00000032179.13	7037	6838	1095.19	6.81688
ENSMUST00000033057.8	1149	950	567.745	25.4363
ENSMUST00000041388.10	3011	2812	10438.2	157.991
ENSMUST00000037423.3	1539	1340	630.493	20.0262
ENSMUST00000030922.14	2641	2442	1994.73	34.7666
ENSMUST00000044442.9	4235	4036	1359.15	14.333
ENSMUST00000038945.5	1435	1236	1061.88	36.5661
ENSMUST00000029463.12	1802	1603	1944.32	51.6248
ENSMUST00000030357.14	2354	2155	633.724	12.5163
ENSMUST00000035540.8	5494	5295	2785	22.3863
ENSMUST00000043577.2	1416	1217	836	29.2374
ENSMUST00000033468.10	4569	4370	7448.2	72.5426
ENSMUST00000040461.3	3435	3236	1739	22.8725
ENSMUST00000034632.9	2619	2420	443.786	7.80515
ENSMUST00000034171.8	3692	3493	2412.93	29.4015
ENSMUST00000041416.7	2416	2217	1929	37.0331
ENSMUST00000031091.12	6677	6478	2989.45	19.6415
ENSMUST00000038160.5	2448	2249	583.705	11.0466
ENSMUST00000040056.14	3310	3111	2819.37	38.5722
ENSMUST00000031530.8	3204	3005	2503.05	35.4527
ENSMUST00000033335.5	1028	829	283.721	14.5667
ENSMUST00000029610.8	1789	1590	4686.2	125.443
ENSMUST00000043333.8	1708	1509	796.453	22.4644
ENSMUST00000030306.13	5517	5318	1341.91	10.7399
ENSMUST00000035982.7	4832	4633	1205.83	11.0777
ENSMUST00000030551.10	2522	2323	3850.5	70.5491
ENSMUST00000031868.4	3427	3228	3752.23	49.4743
ENSMUST00000031080.14	2938	2739	477	7.41224
ENSMUST00000043294.11	3286	3087	1000.47	13.794
ENSMUST00000033394.7	3903	3704	552.238	6.34569
ENSMUST00000043680.8	1802	1603	1505.94	39.985
ENSMUST00000032373.11	1304	1105	3888.66	149.783
ENSMUST00000035148.12	7122	6923	809.433	4.97634
ENSMUST00000037828.7	6549	6350	2782.02	18.647
ENSMUST00000030361.10	1775	1576	1734.34	46.8383
ENSMUST00000030127.12	2862	2663	752.577	12.0283
ENSMUST00000033229.4	633	434	51318	5032.73
ENSMUST00000037528.9	4611	4412	1055.82	10.1854
ENSMUST00000029540.12	4066	3867	779.063	8.57475
ENSMUST00000034740.14	5499	5300	14768.5	118.6
ENSMUST00000039788.10	3186	2987	470.369	6.70235
ENSMUST00000030261.5	958	759	851.893	47.7712
ENSMUST00000032422.5	2306	2107	716.553	14.4746
ENSMUST00000037557.8	5511	5312	1266.54	10.1481
ENSMUST00000035158.15	2571	2372	1824	32.7291
ENSMUST00000044002.9	2039	1840	356.179	8.239
ENSMUST00000040576.9	5068	4869	3756	32.8329
ENSMUST00000036497.15	3378	3179	539.723	7.22609
ENSMUST00000032066.12	4527	4328	1720.98	16.9243
ENSMUST00000034618.5	2193	1994	396	8.45266
ENSMUST00000037399.15	1028	829	162.946	8.3659
ENSMUST00000036049.5	3141	2942	706.681	10.2236
ENSMUST00000031606.9	3212	3013	788.626	11.1403
ENSMUST00000032977.10	1520	1321	296.24	9.54473
ENSMUST00000034243.6	5135	4936	4190.26	36.1318
ENSMUST00000030917.5	5522	5323	1634.84	13.072
ENSMUST00000041543.8	2553	2354	591.982	10.7035
ENSMUST00000042503.8	4340	4141	879.403	9.0387
ENSMUST00000033752.13	3964	3765	1309.32	14.8015
ENSMUST00000030464.13	5257	5058	922.384	7.76169
ENSMUST00000036206.13	2473	2274	869.757	16.2791
ENSMUST00000028522.9	4310	4111	668.93	6.92559
ENSMUST00000031347.7	1391	1192	702.225	25.074
ENSMUST00000033290.11	2955	2756	558.938	8.63192
ENSMUST00000036719.11	6533	6334	1867.97	12.5521
ENSMUST00000040706.8	4709	4510	820.39	7.74225
ENSMUST00000032194.10	3113	2914	1058.12	15.4549
ENSMUST00000032988.9	1852	1653	4481.69	115.396
ENSMUST00000041555.9	4998	4799	594.508	5.27267
ENSMUST00000044415.15	2467	2268	738.492	13.8588
ENSMUST00000040668.8	2805	2606	1105.94	18.0626
ENSMUST00000030446.14	1489	1290	1300.02	42.8928
ENSMUST00000032705.12	3508	3309	990.787	12.744
ENSMUST00000033952.7	4372	4173	638.425	6.51156
ENSMUST00000034944.8	1772	1573	212	5.73628
ENSMUST00000038275.10	3065	2866	598.062	8.88165
ENSMUST00000034478.2	3259	3060	2031.73	28.2597
ENSMUST00000031736.15	2893	2694	1042.67	16.473
ENSMUST00000030643.2	4126	3927	1873.31	20.3036
ENSMUST00000037609.7	2694	2495	876.806	14.9574
ENSMUST00000037853.4	3642	3443	581.238	7.18522
ENSMUST00000034363.6	1840	1641	2700	70.0291
ENSMUST00000031320.7	588	389	148.434	16.2408
ENSMUST00000042985.10	2626	2427	1146.65	20.1087
ENSMUST00000034041.8	2497	2298	763.95	14.1494
ENSMUST00000039784.11	1762	1563	3017.42	82.1674
ENSMUST00000040455.4	6194	5995	3164.23	22.4648
ENSMUST00000033923.13	6159	5960	1780.89	12.7179
ENSMUST00000040430.7	2766	2567	7094.66	117.633
ENSMUST00000035667.8	3752	3553	612.308	7.33496
ENSMUST00000030069.6	2296	2097	1761	35.7424
ENSMUST00000030432.7	1418	1219	1656.05	57.8218
ENSMUST00000040514.7	6323	6124	1224.53	8.51057
ENSMUST00000036578.6	4594	4395	4629	44.8282
ENSMUST00000034590.3	1595	1396	1132.01	34.5135
ENSMUST00000029183.2	2266	2067	1000.1	20.5933
ENSMUST00000043520.4	2012	1813	381.14	8.94767
ENSMUST00000043929.10	1618	1419	398.93	11.9657
ENSMUST00000044297.6	2864	2665	69.6861	1.11294
ENSMUST00000030814.10	2059	1860	774.703	17.7274
ENSMUST00000038142.14	1083	884	200.571	9.65695
ENSMUST00000032200.15	2644	2445	287.752	5.00913
ENSMUST00000044021.11	3571	3372	1069.49	13.4994
ENSMUST00000031607.6	4035	3836	1075.08	11.9285
ENSMUST00000031565.14	2675	2476	11275.8	193.83
ENSMUST00000038446.9	2143	1944	277.471	6.07498
ENSMUST00000041684.10	4929	4730	2406.86	21.6577
ENSMUST00000028672.12	1054	855	195.879	9.75093
ENSMUST00000034534.12	5080	4881	1565.14	13.648
ENSMUST00000030385.12	1443	1244	365.377	12.501
ENSMUST00000033995.13	1039	840	309.624	15.6884
ENSMUST00000039373.13	6590	6391	5701.37	37.9694
ENSMUST00000042974.14	1773	1574	652.568	17.6459
ENSMUST00000035273.3	879	680	14957.8	936.228
ENSMUST00000031003.10	4088	3889	4063.21	44.4687
ENSMUST00000039620.6	1170	971	341.508	14.9694
ENSMUST00000030636.10	1060	861	4187.67	207.011
ENSMUST00000031750.13	5469	5270	2333.29	18.8444
ENSMUST00000038775.5	3694	3495	1256	15.2956
ENSMUST00000040423.11	1691	1492	543.559	15.506
ENSMUST00000044116.13	3770	3571	1081.33	12.8882
ENSMUST00000030471.8	3065	2866	3318.94	49.2886
ENSMUST00000038259.12	3010	2811	3210.34	48.6086
ENSMUST00000039928.6	6439	6240	3482.45	23.7533
ENSMUST00000030326.9	2460	2261	6118.34	115.175
ENSMUST00000036742.13	1401	1202	492.82	17.4505
ENSMUST00000030399.6	2593	2394	4085.28	72.6309
ENSMUST00000031668.9	5348	5149	5056.05	41.7938
ENSMUST00000034591.10	6058	5859	1126.96	8.18668
ENSMUST00000033163.7	1823	1624	2447.27	64.1386
ENSMUST00000039016.13	3062	2863	357.701	5.31768
ENSMUST00000041142.3	2242	2043	558.936	11.6444
ENSMUST00000032825.13	2125	1926	4435.52	98.0194
ENSMUST00000035009.15	993	794	588.455	31.544
ENSMUST00000037029.6	6782	6583	2491.65	16.1097
ENSMUST00000031653.11	6895	6696	1746.66	11.1024
ENSMUST00000029810.5	3203	3004	1161.01	16.4498
ENSMUST00000034713.8	4627	4428	8964.12	86.1635
ENSMUST00000035325.14	3348	3149	1150.46	15.5497
ENSMUST00000041500.7	2812	2613	1441	23.4719
ENSMUST00000031731.13	1626	1427	635.171	18.9448
ENSMUST00000034698.8	1378	1179	783.281	28.2766
ENSMUST00000033591.5	1744	1545	3651	100.579
ENSMUST00000037315.12	6877	6678	5084.08	32.4033
ENSMUST00000035672.4	6217	6018	1690.92	11.959
ENSMUST00000029773.12	2049	1850	4877.9	112.224
ENSMUST00000040336.11	6251	6052	1534.1	10.7889
ENSMUST00000030898.11	2860	2661	2084.23	33.3368
ENSMUST00000031445.4	3239	3040	2261.48	31.6623
ENSMUST00000028783.13	2273	2074	1941.26	39.838
ENSMUST00000042661.7	4658	4459	3704.17	35.3571
ENSMUST00000043378.8	1559	1360	1732.89	54.232
ENSMUST00000029770.7	3489	3290	1583.84	20.4898
ENSMUST00000033818.9	7549	7350	5184.34	30.0213
ENSMUST00000041168.5	6507	6308	2681.45	18.0926
ENSMUST00000030489.8	4213	4014	737.169	7.81651
ENSMUST00000031490.10	5213	5014	2305.58	19.5713
ENSMUST00000033941.6	2525	2326	2500.77	45.7601
ENSMUST00000033876.13	5760	5561	1504.32	11.5136
ENSMUST00000032265.12	3572	3373	2261.59	28.5379
ENSMUST00000043050.8	2331	2132	320.141	6.39112
ENSMUST00000033979.5	4046	3847	5488.26	60.7206
ENSMUST00000033715.4	2168	1969	976.828	21.1152
ENSMUST00000029630.14	2083	1884	216.031	4.88043
ENSMUST00000034300.7	1208	1009	1532.18	64.6313
ENSMUST00000037205.10	828	629	184.408	12.4782
ENSMUST00000034164.5	2304	2105	3615.42	73.1022
ENSMUST00000043589.7	6383	6184	1163.14	8.00545
ENSMUST00000031382.13	4387	4188	974.008	9.89873
ENSMUST00000036172.9	4002	3803	544.639	6.09545
ENSMUST00000033169.8	2525	2326	1983.92	36.3026
ENSMUST00000031317.9	1958	1759	465.34	11.2597
ENSMUST00000034876.9	1716	1517	2735.22	76.7416
ENSMUST00000036476.9	3843	3644	1400.23	16.3547
ENSMUST00000039631.9	2035	1836	2834.41	65.7073
ENSMUST00000037378.5	949	750	330.364	18.748
ENSMUST00000031273.8	3924	3725	2560.25	29.2536
ENSMUST00000070532.7	823	624	9177.55	625.987
ENSMUST00000064481.14	1448	1249	580.674	19.7876
ENSMUST00000051484.4	1410	1211	422	14.8317
ENSMUST00000071096.2	2321	2122	625.785	12.5517
ENSMUST00000048068.14	3905	3706	960.44	11.0303
ENSMUST00000052457.14	4717	4518	2426.34	22.8575
ENSMUST00000051259.9	2439	2240	1214.51	23.0768
ENSMUST00000067620.11	5690	5491	3178.76	24.6393
ENSMUST00000070890.5	1653	1454	703	20.5785
ENSMUST00000071664.11	1276	1077	1368.9	54.0978
ENSMUST00000072329.14	1362	1163	639.221	23.3935
ENSMUST00000053593.7	3545	3346	6155	78.2934
ENSMUST00000060711.7	7149	6950	1382.25	8.46499
ENSMUST00000047753.4	4997	4798	843.047	7.47851
ENSMUST00000052068.10	2652	2453	2870.53	49.8068
ENSMUST00000044752.5	1023	824	168	8.67772
ENSMUST00000049093.7	2795	2596	804.548	13.1908
ENSMUST00000061498.6	4074	3875	562	6.17288
ENSMUST00000068237.11	7303	7104	2416.6	14.4785
ENSMUST00000045303.9	3241	3042	764.293	10.6936
ENSMUST00000056649.12	2847	2648	909.838	14.6241
ENSMUST00000068603.7	5847	5648	1731.17	13.0457
ENSMUST00000045713.3	4892	4693	1629.59	14.7792
ENSMUST00000051395.8	3824	3625	787.514	9.24642
ENSMUST00000046575.16	1883	1684	3461.24	87.4809
ENSMUST00000059193.6	3336	3137	5573.64	75.6219
ENSMUST00000044725.8	1668	1469	377.258	10.9305
ENSMUST00000063156.10	1245	1046	1269.53	51.6577
ENSMUST00000071526.5	1271	1072	10848.5	430.722
ENSMUST00000058865.13	2406	2207	814.626	15.7101
ENSMUST00000072331.12	439	240	184.043	32.6387
ENSMUST00000052825.6	1037	838	167.6	8.51243
ENSMUST00000050183.6	4428	4229	3920.74	39.4597
ENSMUST00000059078.3	3075	2876	1063.75	15.7425
ENSMUST00000045923.9	2950	2751	1730.67	26.7762
ENSMUST00000045748.6	2115	1916	633.848	14.0803
ENSMUST00000057921.9	2242	2043	3159.08	65.8137
ENSMUST00000069580.11	1434	1235	1677.2	57.8016
ENSMUST00000064371.13	6640	6441	2656.52	17.5543
ENSMUST00000059768.16	9964	9765	1071.93	4.67215
ENSMUST00000071711.3	2347	2148	4575	90.6526
ENSMUST00000049488.8	5366	5167	1300.35	10.7114
ENSMUST00000053664.8	1977	1778	1797.1	43.0193
ENSMUST00000048678.6	4667	4468	1314.9	12.5257
