target_id	length	eff_length	est_counts	tpm
ENSMUST00000078061.12	3746	3547	2731.16	33.2636
ENSMUST00000080583.5	2394	2195	349.214	6.87292
ENSMUST00000097934.9	1742	1543	27.8124	0.778675
ENSMUST00000087441.10	3664	3465	742.298	9.25463
ENSMUST00000092219.13	1854	1655	586.224	15.3021
ENSMUST00000075774.4	2182	1983	852.988	18.5825
ENSMUST00000078505.13	3629	3430	1573.97	19.8238
ENSMUST00000081619.9	10454	10255	2456.55	10.3484
ENSMUST00000091236.10	3299	3100	2634.96	36.7196
ENSMUST00000089302.10	11887	11688	15870.5	58.659
ENSMUST00000093201.12	1192	993	36780.6	1600.13
ENSMUST00000093943.9	1251	1052	954.914	39.2133
ENSMUST00000096458.4	887	688	172.254	10.8159
ENSMUST00000088646.11	8364	8165	1952.35	10.3297
ENSMUST00000074002.11	5194	4995	1269.03	10.9754
ENSMUST00000086900.10	2149	1950	576.355	12.7685
ENSMUST00000079464.12	2083	1884	555.417	12.7357
ENSMUST00000080379.6	622	423	291.802	29.8012
ENSMUST00000095313.4	1745	1546	2061.65	57.6089
ENSMUST00000084116.12	3722	3523	5136.79	62.9889
ENSMUST00000078084.6	1749	1550	593.014	16.5279
ENSMUST00000082337.12	7335	7136	2156.08	13.0525
ENSMUST00000096554.11	1842	1643	276.208	7.26245
ENSMUST00000092227.11	3566	3367	923.535	11.8494
ENSMUST00000089825.12	1631	1432	852.54	25.7191
ENSMUST00000087143.6	5172	4973	1463.03	12.7093
ENSMUST00000089075.5	978	779	227.032	12.5903
ENSMUST00000092041.10	2911	2712	2035.69	32.427
ENSMUST00000092956.3	18100	17901	9490.9	22.9042
ENSMUST00000089982.10	4197	3998	1888.8	20.4093
ENSMUST00000084828.4	4684	4485	1439.45	13.8649
ENSMUST00000108241.7	2308	2109	581.849	11.9184
ENSMUST00000108433.7	3236	3037	589.883	8.39085
ENSMUST00000102589.11	813	614	3962.7	278.809
ENSMUST00000107920.9	1209	1010	2211.83	94.6054
ENSMUST00000109380.7	3259	3060	554.976	7.83497
ENSMUST00000105919.1	1090	891	310.319	15.0458
ENSMUST00000103214.2	4190	3991	1253.87	13.5724
ENSMUST00000100015.5	905	706	199.989	12.2373
ENSMUST00000102552.7	676	477	168.246	15.2374
ENSMUST00000100857.9	5104	4905	671.071	5.91036
ENSMUST00000106962.8	3160	2961	453.369	6.61451
ENSMUST00000106108.8	7102	6903	1428.71	8.94109
ENSMUST00000102544.8	2225	2026	892.631	19.0334
ENSMUST00000106525.8	2792	2593	432.644	7.20797
ENSMUST00000107283.7	3531	3332	717.677	9.30483
ENSMUST00000102691.10	2424	2225	1882.18	36.544
ENSMUST00000105348.7	1222	1023	653.502	27.5966
ENSMUST00000105894.10	3135	2936	3221.67	47.4034
ENSMUST00000106110.9	702	503	162.491	13.9555
ENSMUST00000107538.1	5143	4944	1179.68	10.3079
ENSMUST00000108876.8	2272	2073	360.408	7.51068
ENSMUST00000107733.9	3470	3271	1943.7	25.6704
ENSMUST00000102509.10	1245	1046	787.454	32.5221
ENSMUST00000108313.7	3696	3497	1107.86	13.686
ENSMUST00000109142.7	2427	2228	1081.92	20.9781
ENSMUST00000103079.3	3286	3087	2492.01	34.8737
ENSMUST00000108047.7	3153	2954	324.393	4.74401
ENSMUST00000107657.7	3869	3670	631.997	7.43932
ENSMUST00000099588.3	791	592	281.068	20.5104
ENSMUST00000106475.1	2642	2443	549.553	9.71786
ENSMUST00000105866.2	1275	1076	384	15.4171
ENSMUST00000105256.9	4817	4618	2574.96	24.088
ENSMUST00000102568.9	4614	4415	945.799	9.2545
ENSMUST00000105355.7	2127	1928	597.428	13.3864
ENSMUST00000105357.1	2127	1928	597.428	13.3864
ENSMUST00000107449.3	2167	1968	426.313	9.35811
ENSMUST00000107903.7	3721	3522	2228.2	27.3306
ENSMUST00000102749.10	2699	2500	321.203	5.55039
ENSMUST00000107389.7	4426	4227	4537.61	46.3745
ENSMUST00000109366.7	3821	3622	1121.78	13.3796
ENSMUST00000107123.9	2759	2560	2045.04	34.5101
ENSMUST00000108086.6	2744	2545	399.251	6.77708
ENSMUST00000108300.7	4086	3887	769.299	8.54998
ENSMUST00000106576.2	3123	2924	791.574	11.695
ENSMUST00000101554.8	4106	3907	183.384	2.0277
ENSMUST00000108039.7	4369	4170	483.399	5.00789
ENSMUST00000105951.7	2326	2127	4558.96	92.5939
ENSMUST00000107537.4	4911	4712	1598.43	14.6546
ENSMUST00000109574.7	5904	5705	549.121	4.15812
ENSMUST00000117536.7	1862	1663	3803.61	98.8071
ENSMUST00000112050.1	1897	1698	662.314	16.8504
ENSMUST00000112198.2	5413	5214	1117.34	9.25761
ENSMUST00000111964.7	1654	1455	11034.3	327.617
ENSMUST00000117549.7	3415	3216	546.866	7.34598
ENSMUST00000112688.9	849	650	748.75	49.7632
ENSMUST00000116343.2	690	491	85.3866	7.51264
ENSMUST00000112568.7	7422	7223	1103.46	6.59968
ENSMUST00000114053.8	1888	1689	290.621	7.4333
ENSMUST00000110725.1	5197	4998	1947.31	16.8315
ENSMUST00000110294.1	7156	6957	1095.09	6.80004
ENSMUST00000112392.7	6652	6453	7312.4	48.9534
ENSMUST00000111460.4	2861	2662	843.615	13.6905
ENSMUST00000110952.9	2176	1977	452.565	9.88914
ENSMUST00000110362.3	2122	1923	8853.39	198.891
ENSMUST00000115461.7	5507	5308	19797.2	161.123
ENSMUST00000116594.8	7821	7622	6800.35	38.5431
ENSMUST00000114512.7	2042	1843	387.393	9.08054
ENSMUST00000113335.3	5691	5492	1311.52	10.3164
ENSMUST00000112693.9	8509	8310	3506.62	18.2294
ENSMUST00000112122.8	1899	1700	2540.31	64.5539
ENSMUST00000112155.8	3040	2841	1219.29	18.5404
ENSMUST00000110457.7	8125	7926	2186.14	11.9154
ENSMUST00000113566.9	1608	1409	143.427	4.39749
ENSMUST00000115384.8	4866	4667	6078.52	56.2658
ENSMUST00000113678.1	3762	3563	1042.19	12.6362
ENSMUST00000112584.7	5900	5701	3041.62	23.0483
ENSMUST00000109771.1	3630	3431	1020.55	12.8498
ENSMUST00000113022.7	2416	2217	386.024	7.52199
ENSMUST00000116259.4	3831	3632	549.837	6.53993
ENSMUST00000110333.1	4214	4015	482.833	5.19512
ENSMUST00000115560.3	6112	5913	979.314	7.15481
ENSMUST00000112260.2	634	435	638.36	63.3959
ENSMUST00000116527.1	837	638	668.154	45.2419
ENSMUST00000114582.8	1743	1544	160.598	4.49343
ENSMUST00000114037.8	8399	8200	637.883	3.36056
ENSMUST00000110030.9	2512	2313	2301.43	42.9839
ENSMUST00000114184.7	2202	2003	746.73	16.1052
ENSMUST00000115313.7	3251	3052	8380.35	118.621
ENSMUST00000110975.7	2801	2602	377.759	6.2718
ENSMUST00000111338.9	6665	6466	2949.46	19.7057
ENSMUST00000121128.7	4722	4523	19558.6	186.808
ENSMUST00000124317.1	1332	1133	466.705	17.795
ENSMUST00000118993.7	1867	1668	359.59	9.31315
ENSMUST00000127587.7	1412	1213	234.288	8.34399
ENSMUST00000123069.1	632	433	186.709	18.6278
ENSMUST00000122182.1	1146	947	412.913	18.8362
ENSMUST00000126698.1	399	200	245.894	53.1131
ENSMUST00000123927.7	844	645	100	6.69769
ENSMUST00000123234.7	432	233	984.456	182.526
ENSMUST00000124566.1	4251	4052	1633.92	17.4199
ENSMUST00000124102.7	629	430	39.6374	3.98218
ENSMUST00000118878.7	7210	7011	1585.5	9.76946
ENSMUST00000122160.7	3827	3628	651.661	7.75959
ENSMUST00000125442.7	826	627	3255.01	224.269
ENSMUST00000119783.1	1278	1079	358.591	14.3569
ENSMUST00000127540.1	2331	2132	921.414	18.6703
ENSMUST00000119756.5	4760	4561	749.812	7.10193
ENSMUST00000127637.7	525	326	157.712	20.8993
ENSMUST00000126957.8	1731	1532	722.716	20.3795
ENSMUST00000126010.1	389	190	101.832	23.1533
ENSMUST00000118118.7	3981	3782	588.533	6.72254
ENSMUST00000120859.7	1391	1192	194.459	7.04751
ENSMUST00000120461.8	1741	1542	387.941	10.8684
ENSMUST00000121401.7	4819	4620	550.537	5.14789
ENSMUST00000118535.7	1419	1220	410.096	14.5215
ENSMUST00000126604.7	636	437	114.129	11.2824
ENSMUST00000125362.7	2814	2615	809.148	13.3672
ENSMUST00000120550.1	2297	2098	1292.89	26.6221
ENSMUST00000127828.7	473	274	58.463	9.21753
ENSMUST00000128300.8	1342	1143	1602.42	60.564
ENSMUST00000126373.1	805	606	456.192	32.5207
ENSMUST00000127956.8	4955	4756	1351.49	12.276
ENSMUST00000118136.1	4492	4293	2229.24	22.4327
ENSMUST00000119499.7	3775	3576	357.864	4.3232
ENSMUST00000118009.1	2990	2791	1958.85	30.3198
ENSMUST00000127316.7	1928	1729	373.933	9.34294
ENSMUST00000133346.1	434	235	34.3375	6.31226
ENSMUST00000137246.7	916	717	2356.03	141.954
ENSMUST00000138885.1	966	767	685.095	38.5869
ENSMUST00000133485.7	1607	1408	1169.95	35.8963
ENSMUST00000131398.1	461	262	2963.74	488.678
ENSMUST00000130876.1	764	565	75.8616	5.8004
ENSMUST00000134745.7	599	400	42.2316	4.56102
ENSMUST00000138807.7	636	437	167.751	16.5832
ENSMUST00000133519.7	839	640	185.678	12.5333
ENSMUST00000137519.1	1361	1162	1506.19	55.9961
ENSMUST00000133043.2	866	667	323.304	20.9397
ENSMUST00000130326.7	835	636	629.774	42.7772
ENSMUST00000135631.1	2543	2344	857.792	15.8092
ENSMUST00000136342.8	3152	2953	62.8831	0.91993
ENSMUST00000130729.2	2069	1870	588.027	13.5844
ENSMUST00000131263.2	551	352	126.869	15.5703
ENSMUST00000135361.7	619	420	184.59	18.9864
ENSMUST00000133803.7	989	790	547.232	29.9247
ENSMUST00000138848.1	913	714	75.3277	4.55765
ENSMUST00000138250.1	984	785	78.1281	4.29954
ENSMUST00000133052.1	779	580	253.406	18.8744
ENSMUST00000137605.1	676	477	4446.46	402.699
ENSMUST00000135625.7	641	442	78.8136	7.70307
ENSMUST00000149021.2	523	324	102.202	13.627
ENSMUST00000147380.1	1719	1520	1869.47	53.1324
ENSMUST00000148258.1	729	530	1142	93.0843
ENSMUST00000147625.1	595	396	542.487	59.1805
ENSMUST00000145051.1	689	490	280.182	24.7018
ENSMUST00000148488.1	446	247	312.624	54.6776
ENSMUST00000140939.7	779	580	272.328	20.2838
ENSMUST00000142718.7	2942	2743	1238.2	19.5006
ENSMUST00000147152.2	1002	803	494.791	26.6189
ENSMUST00000139074.7	609	410	281.53	29.6637
ENSMUST00000144790.7	596	397	100.418	10.9272
ENSMUST00000143249.1	396	197	305.624	67.0201
ENSMUST00000145518.7	1824	1625	591.083	15.7137
ENSMUST00000142704.7	2976	2777	996.511	15.5021
ENSMUST00000147535.7	912	713	1158.94	70.2195
ENSMUST00000142387.1	529	330	310.2	40.6081
ENSMUST00000143188.1	760	561	1477.44	113.771
ENSMUST00000144942.1	3177	2978	214.065	3.10531
ENSMUST00000139685.7	2051	1852	1510.77	35.2404
ENSMUST00000142085.1	446	247	226.66	39.6427
ENSMUST00000154655.1	583	384	285.217	32.0869
ENSMUST00000155520.7	737	538	538.153	43.2124
ENSMUST00000153723.2	703	504	230.563	19.7626
ENSMUST00000153641.7	737	538	107.004	8.59215
ENSMUST00000153965.7	4222	4023	795.286	8.54
ENSMUST00000155973.1	1000	801	912.399	49.2081
ENSMUST00000159697.1	1800	1601	469.031	12.6559
ENSMUST00000155493.1	525	326	277.067	36.7157
ENSMUST00000151511.7	674	475	175.585	15.969
ENSMUST00000159888.7	776	577	207.68	15.549
ENSMUST00000152590.1	456	257	44.2231	7.43363
ENSMUST00000151129.7	611	412	2921.15	306.296
ENSMUST00000151385.1	653	454	849.165	80.8017
ENSMUST00000149545.7	2464	2265	380.959	7.26598
ENSMUST00000151202.1	753	554	289.64	22.5857
ENSMUST00000152107.2	715	516	396.709	33.2129
ENSMUST00000149189.1	481	282	202.865	31.0772
ENSMUST00000159109.1	7777	7578	2961.14	16.8806
ENSMUST00000153838.7	8350	8151	3794.32	20.1098
ENSMUST00000150387.7	891	692	2401.9	149.946
ENSMUST00000154827.7	4168	3969	815.953	8.88114
ENSMUST00000159448.7	643	444	254.458	24.7581
ENSMUST00000149384.7	1477	1278	2481.95	83.8969
ENSMUST00000152150.7	462	263	647.395	106.34
ENSMUST00000156038.1	7031	6832	1514.43	9.57603
ENSMUST00000156429.8	495	296	109.545	15.9877
ENSMUST00000149071.1	685	486	517.778	46.0248
ENSMUST00000151449.1	750	551	98.9872	7.76089
ENSMUST00000149301.7	4615	4416	604.888	5.9174
ENSMUST00000152347.1	794	595	142.762	10.3652
ENSMUST00000169314.8	3027	2828	2375.44	36.2869
ENSMUST00000164745.7	3972	3773	2018	23.1057
ENSMUST00000166044.2	3107	2908	2642.54	39.2565
ENSMUST00000166712.8	1305	1106	397.368	15.5211
ENSMUST00000169094.7	2716	2517	1203.23	20.6515
ENSMUST00000167446.7	2953	2754	325.742	5.10969
ENSMUST00000163168.8	2401	2202	1782.99	34.9798
ENSMUST00000169594.8	2772	2573	374.173	6.28228
ENSMUST00000166397.2	1694	1495	1617.78	46.7479
ENSMUST00000160337.1	1138	939	2986.85	137.414
ENSMUST00000169609.1	1677	1478	357.299	10.4434
ENSMUST00000161046.8	4003	3804	1326.03	15.059
ENSMUST00000162244.7	1387	1188	318.787	11.5923
ENSMUST00000163717.1	1920	1721	3266.72	82.0004
ENSMUST00000163370.7	7255	7056	2402.86	14.7114
ENSMUST00000168266.7	2721	2522	302.296	5.17811
ENSMUST00000170243.7	4108	3909	886.395	9.79594
ENSMUST00000165565.7	2311	2112	1398.96	28.6151
ENSMUST00000169061.7	4570	4371	6358.55	62.8437
ENSMUST00000167187.7	1222	1023	766.939	32.3869
ENSMUST00000167556.6	2769	2570	870.605	14.6343
ENSMUST00000169910.7	4066	3867	1768.95	19.7618
ENSMUST00000164260.7	3789	3590	1309.23	15.7546
ENSMUST00000162429.7	652	453	465.523	44.3943
ENSMUST00000165665.8	10752	10553	2699.36	11.0502
ENSMUST00000160836.7	1393	1194	144.163	5.21597
ENSMUST00000170263.8	2096	1897	1189.1	27.0793
ENSMUST00000168678.7	5206	5007	668.116	5.76447
ENSMUST00000163812.8	3026	2827	1462.95	22.3557
ENSMUST00000161154.1	1824	1625	624.766	16.6092
ENSMUST00000167466.1	5544	5345	468.33	3.7852
ENSMUST00000165730.7	550	351	178.343	21.95
ENSMUST00000166965.1	472	273	119.746	18.9488
ENSMUST00000163458.1	911	712	168.023	10.1947
ENSMUST00000164099.2	5762	5563	824.727	6.40451
ENSMUST00000166682.8	2745	2546	513.597	8.71462
ENSMUST00000163095.8	4083	3884	2152.98	23.9466
ENSMUST00000160633.7	827	628	112.357	7.729
ENSMUST00000160902.7	3374	3175	3316.82	45.1297
ENSMUST00000161141.1	588	389	127.563	14.1664
ENSMUST00000165134.1	2529	2330	600.42	11.1323
ENSMUST00000163764.7	5584	5385	3246.58	26.045
ENSMUST00000168124.1	1490	1291	451.439	15.1063
ENSMUST00000161756.1	677	478	76.7928	6.94028
ENSMUST00000176207.7	2653	2454	3158.45	55.6011
ENSMUST00000170909.1	1700	1501	1994.86	57.4139
ENSMUST00000172884.7	502	303	429.496	61.2352
ENSMUST00000179869.2	3245	3046	4292.36	60.8766
ENSMUST00000170897.7	600	401	159.108	17.1408
ENSMUST00000176684.7	2384	2185	601.366	11.8897
ENSMUST00000171786.7	493	294	979.37	143.908
ENSMUST00000176485.7	2408	2209	547.986	10.7166
ENSMUST00000174387.1	1901	1702	282.26	7.1643
ENSMUST00000180688.1	825	626	1042.2	71.9221
ENSMUST00000176262.7	3933	3734	460.651	5.32945
ENSMUST00000174199.7	2128	1929	388.923	8.70995
ENSMUST00000174038.1	1182	983	1672.6	73.5062
ENSMUST00000172485.7	2042	1843	545.13	12.7779
ENSMUST00000174291.7	903	704	94.4688	5.79696
ENSMUST00000179478.7	956	757	2418.1	137.995
ENSMUST00000179041.7	6565	6366	1153	7.82431
ENSMUST00000170979.1	965	766	49.9692	2.81811
ENSMUST00000174418.7	4359	4160	578.446	6.00695
ENSMUST00000171929.7	11130	10931	3679.15	14.5403
ENSMUST00000171404.7	7127	6928	1020.68	6.36454
ENSMUST00000180572.1	6891	6692	1582.71	10.2171
ENSMUST00000173357.7	1399	1200	588.817	21.1975
ENSMUST00000170912.1	478	279	840.966	130.214
ENSMUST00000171256.7	972	773	194.392	10.8638
ENSMUST00000175645.7	1931	1732	336.44	8.39159
ENSMUST00000180657.1	3806	3607	1013.6	12.1396
ENSMUST00000179802.1	7734	7535	4748	27.2215
ENSMUST00000173895.7	2556	2357	995.999	18.2551
ENSMUST00000171332.1	14176	13977	7852.28	24.2698
ENSMUST00000182393.7	6367	6168	1620.86	11.3524
ENSMUST00000176336.7	2291	2092	788.608	16.2849
ENSMUST00000177974.7	3984	3785	1358.37	15.5037
ENSMUST00000173913.7	2924	2725	2173.72	34.4605
ENSMUST00000173168.7	6073	5874	1285.57	9.45464
ENSMUST00000182593.7	9022	8823	3992.39	19.5479
ENSMUST00000170552.5	1968	1769	338.126	8.25725
ENSMUST00000177754.8	5248	5049	7124.82	60.9611
ENSMUST00000175883.7	2505	2306	1294.63	24.2534
ENSMUST00000173491.7	886	687	195.274	12.2793
ENSMUST00000173963.8	1509	1310	292.007	9.62956
ENSMUST00000171412.6	4415	4216	617.468	6.32701
