target_id	length	eff_length	est_counts	tpm
ENSMUST00000026886.7	7900	7701	835.226	6.31152
ENSMUST00000027777.11	3873	3674	4654.82	73.7294
ENSMUST00000027752.14	7622	7423	15907.3	124.708
ENSMUST00000021922.9	2453	2254	240.351	6.20539
ENSMUST00000023015.14	3365	3166	362.51	6.66324
ENSMUST00000027980.7	3494	3295	1659.59	29.3104
ENSMUST00000025236.8	5097	4898	972.969	11.56
ENSMUST00000025778.8	3767	3568	2364.99	38.5729
ENSMUST00000025163.13	807	608	987.884	94.5539
ENSMUST00000025965.11	5868	5669	2926.31	30.0393
ENSMUST00000028232.6	3741	3542	879.949	14.4573
ENSMUST00000021592.15	2957	2758	504.953	10.6545
ENSMUST00000025101.9	1354	1155	126	6.34842
ENSMUST00000036113.3	6986	6787	1453.43	12.4621
ENSMUST00000038769.2	480	281	687	142.275
ENSMUST00000028663.4	2603	2404	541	13.096
ENSMUST00000043493.6	7667	7468	1923.54	14.989
ENSMUST00000034775.9	6785	6586	7010	61.9403
ENSMUST00000034815.8	3398	3199	1367.24	24.8719
ENSMUST00000034903.6	977	778	180.709	13.5169
ENSMUST00000030360.10	1755	1556	567.851	21.2374
ENSMUST00000038719.7	2600	2401	390.813	9.47227
ENSMUST00000035579.9	3883	3684	1400.55	22.1236
ENSMUST00000033811.13	4412	4213	821.112	11.3419
ENSMUST00000030030.14	3102	2903	2444.56	49.004
ENSMUST00000043396.14	2674	2475	667.597	15.697
ENSMUST00000035973.4	2996	2797	1320.98	27.4839
ENSMUST00000033501.14	4142	3943	849.103	12.5317
ENSMUST00000030289.8	3577	3378	1758.31	30.291
ENSMUST00000043765.13	3354	3155	1421.32	26.2162
ENSMUST00000034529.13	3585	3386	900.476	15.4761
ENSMUST00000034846.6	4152	3953	2525.21	37.1747
ENSMUST00000030142.3	3247	3048	346.094	6.60779
ENSMUST00000034228.15	2063	1864	1501.51	46.8769
ENSMUST00000029014.15	1768	1569	2074.34	76.9369
ENSMUST00000043604.5	3414	3215	3981.74	72.0724
ENSMUST00000037930.12	1303	1104	232.594	12.2605
ENSMUST00000038194.4	5684	5485	2525.32	26.7927
ENSMUST00000042096.14	4706	4507	985.665	12.7268
ENSMUST00000029061.11	5073	4874	1707.38	20.3855
ENSMUST00000042575.6	3856	3657	1873	29.805
ENSMUST00000040717.6	4858	4659	974.751	12.1753
ENSMUST00000030456.13	2520	2321	3920.61	98.3005
ENSMUST00000029564.11	1194	995	244.144	14.279
ENSMUST00000031587.12	1985	1786	1224.33	39.8928
ENSMUST00000028635.5	2073	1874	3347.33	103.945
ENSMUST00000035230.6	2082	1883	439.393	13.5794
ENSMUST00000033081.13	3410	3211	1762.78	31.9474
ENSMUST00000033277.8	958	759	236.207	18.1104
ENSMUST00000042556.10	3872	3673	2468	39.1022
ENSMUST00000044165.13	7020	6821	1199.89	10.2369
ENSMUST00000036236.14	2161	1962	1078.6	31.9919
ENSMUST00000030254.14	1898	1699	572.937	19.6241
ENSMUST00000033465.9	2281	2082	544.523	15.2199
ENSMUST00000041331.3	4832	4633	3090.21	38.8153
ENSMUST00000043138.12	4734	4535	513.093	6.58409
ENSMUST00000034197.4	4396	4197	544.721	7.55287
ENSMUST00000030771.11	2133	1934	2745.23	82.6036
ENSMUST00000036004.15	1918	1719	7471.19	252.924
ENSMUST00000029490.14	3863	3664	2612.32	41.4905
ENSMUST00000031423.9	4486	4287	11714.5	159.019
ENSMUST00000051691.7	4239	4040	1116.25	16.079
ENSMUST00000056904.2	5302	5103	1211.4	13.8146
ENSMUST00000049787.2	3715	3516	391	6.4715
ENSMUST00000054487.9	3397	3198	673.121	12.2487
ENSMUST00000056391.14	2975	2776	1162.75	24.3749
ENSMUST00000048518.15	3594	3395	368.631	6.31872
ENSMUST00000050331.12	1701	1502	661.399	25.6254
ENSMUST00000068700.6	4163	3964	2369.6	34.7871
ENSMUST00000049074.12	7656	7457	4406	34.384
ENSMUST00000060101.9	1250	1051	857.183	47.4622
ENSMUST00000069817.14	10671	10472	2771.86	15.4035
ENSMUST00000067538.5	6855	6656	766.692	6.70323
ENSMUST00000049089.6	1628	1429	270	10.9953
ENSMUST00000071402.6	5951	5752	863.438	8.73553
ENSMUST00000049999.8	1309	1110	150.679	7.89961
ENSMUST00000065090.7	9038	8839	5627.75	37.0517
ENSMUST00000062694.15	3548	3349	1523.48	26.4727
ENSMUST00000046765.9	2235	2036	659.611	18.8533
ENSMUST00000048860.8	2284	2085	317	8.84769
ENSMUST00000056403.6	1217	1018	194.999	11.1471
ENSMUST00000065692.13	3269	3070	887.467	16.8225
ENSMUST00000048418.13	5360	5161	1184.48	13.3559
ENSMUST00000050083.5	3090	2891	1408.31	28.3483
ENSMUST00000067896.3	1137	938	872.564	54.1342
ENSMUST00000066272.5	3302	3103	1462	27.4184
ENSMUST00000058524.2	6536	6337	753.398	6.9186
ENSMUST00000046901.13	1543	1344	328.68	14.2315
ENSMUST00000046038.8	1535	1336	300.55	13.0914
ENSMUST00000049130.7	903	704	410.662	33.946
ENSMUST00000069256.11	9480	9281	1728.49	10.838
ENSMUST00000056601.10	2833	2634	604.281	13.3506
ENSMUST00000063704.7	1244	1045	462.983	25.7826
ENSMUST00000050884.15	2174	1975	9717.38	286.325
ENSMUST00000056665.3	2393	2194	385	10.2118
ENSMUST00000061143.14	3351	3152	1890.15	34.8968
ENSMUST00000060010.2	2531	2332	297.196	7.41637
ENSMUST00000071812.10	5756	5557	843.242	8.83057
ENSMUST00000047368.7	875	676	306.272	26.3656
ENSMUST00000058496.7	12409	12210	2028.17	9.66642
ENSMUST00000053540.10	930	731	1506.51	119.931
ENSMUST00000065896.8	2842	2643	1446.38	31.8465
ENSMUST00000062368.12	3806	3607	1085.05	17.5058
ENSMUST00000072750.12	1537	1338	1205.5	52.4309
ENSMUST00000068106.4	2393	2194	317.975	8.43398
ENSMUST00000055655.8	10050	9851	1066.44	6.29991
ENSMUST00000071841.6	2100	1901	2070.76	63.3905
ENSMUST00000051674.2	3505	3306	3618.68	63.6978
ENSMUST00000070210.5	2666	2467	1857.76	43.8226
ENSMUST00000060043.12	10575	10376	3578.09	20.0677
ENSMUST00000047503.15	3252	3053	719.065	13.7062
ENSMUST00000051221.12	1477	1278	329.466	15.0023
ENSMUST00000050472.15	3757	3558	1154.51	18.8829
ENSMUST00000059524.6	2093	1894	5205.46	159.94
ENSMUST00000063661.12	3896	3697	1445.25	22.7494
ENSMUST00000072777.13	3710	3511	2238.82	37.1078
ENSMUST00000063542.7	2136	1937	1416.6	42.5593
ENSMUST00000071268.10	4720	4521	625.082	8.04599
ENSMUST00000058096.13	4633	4434	2597.76	34.0941
ENSMUST00000051758.10	3112	2913	830.803	16.5972
ENSMUST00000071642.10	17970	17771	5328.3	17.4483
ENSMUST00000063669.7	2644	2445	432.866	10.3027
ENSMUST00000084820.5	7583	7384	1210.61	9.54091
ENSMUST00000094245.3	1259	1060	409	22.454
ENSMUST00000076941.11	4541	4342	1033.16	13.8469
ENSMUST00000080514.8	1423	1224	264	12.5516
ENSMUST00000084264.11	4847	4648	790.61	9.89858
ENSMUST00000087401.11	3862	3663	2245.85	35.6797
ENSMUST00000087316.5	3561	3362	618	10.6971
ENSMUST00000096021.9	608	409	671.649	95.5644
ENSMUST00000092569.12	2366	2167	802.48	21.5502
ENSMUST00000087216.11	3712	3513	1116.99	18.5033
ENSMUST00000088546.11	4409	4210	925.115	12.7876
ENSMUST00000078061.12	3746	3547	1805.73	29.6256
ENSMUST00000080583.5	2394	2195	207.168	5.49243
ENSMUST00000097934.9	1742	1543	144.206	5.4387
ENSMUST00000087441.10	3664	3465	652.287	10.955
ENSMUST00000092219.13	1854	1655	604.922	21.2705
ENSMUST00000075774.4	2182	1983	725.102	21.2791
ENSMUST00000078505.13	3629	3430	1405.85	23.8518
ENSMUST00000081619.9	10454	10255	1456.97	8.26784
ENSMUST00000091236.10	3299	3100	1515.54	28.4501
ENSMUST00000089302.10	11887	11688	11662	58.0645
ENSMUST00000093201.12	1192	993	23440.2	1373.69
ENSMUST00000093943.9	1251	1052	448.312	24.7994
ENSMUST00000096458.4	887	688	100.296	8.48342
ENSMUST00000088646.11	8364	8165	2080.79	14.8303
ENSMUST00000074002.11	5194	4995	1219.15	14.2036
ENSMUST00000086900.10	2149	1950	415.743	12.407
ENSMUST00000079464.12	2083	1884	375.883	11.6104
ENSMUST00000080379.6	622	423	232.457	31.98
ENSMUST00000095313.4	1745	1546	1445.45	54.409
ENSMUST00000084116.12	3722	3523	3119.16	51.523
ENSMUST00000078084.6	1749	1550	782.75	29.3879
ENSMUST00000082337.12	7335	7136	1741.77	14.2041
ENSMUST00000096554.11	1842	1643	342.06	12.1155
ENSMUST00000092227.11	3566	3367	643.906	11.129
ENSMUST00000089825.12	1631	1432	499.575	20.3018
ENSMUST00000087143.6	5172	4973	1104.36	12.9232
ENSMUST00000089075.5	978	779	132.935	9.93071
ENSMUST00000092041.10	2911	2712	1802.63	38.6807
ENSMUST00000092956.3	18100	17901	6050.45	19.6692
ENSMUST00000089982.10	4197	3998	1449.7	21.1014
ENSMUST00000084828.4	4684	4485	997.296	12.9401
ENSMUST00000108241.7	2308	2109	357.227	9.85701
ENSMUST00000108433.7	3236	3037	494.023	9.46628
ENSMUST00000102589.11	813	614	4253.35	403.125
ENSMUST00000107920.9	1209	1010	1215.09	70.0104
ENSMUST00000109380.7	3259	3060	562.538	10.6981
ENSMUST00000105919.1	1090	891	264.226	17.2574
ENSMUST00000103214.2	4190	3991	1008.57	14.7062
ENSMUST00000100015.5	905	706	183.727	15.1442
ENSMUST00000102552.7	676	477	132.927	16.2171
ENSMUST00000100857.9	5104	4905	503.303	5.97128
ENSMUST00000106962.8	3160	2961	529.333	10.4032
ENSMUST00000106108.8	7102	6903	949.336	8.00312
ENSMUST00000102544.8	2225	2026	724.613	20.8134
ENSMUST00000106525.8	2792	2593	365.932	8.2125
ENSMUST00000107283.7	3531	3332	472.93	8.25978
ENSMUST00000102691.10	2424	2225	1715.1	44.8577
ENSMUST00000105348.7	1222	1023	344.888	19.6191
ENSMUST00000105894.10	3135	2936	2068.9	41.0072
ENSMUST00000106110.9	702	503	20.6504	2.38911
ENSMUST00000107538.1	5143	4944	1006.23	11.844
ENSMUST00000108876.8	2272	2073	384.704	10.7995
ENSMUST00000107733.9	3470	3271	1095.95	19.4978
ENSMUST00000102509.10	1245	1046	670.181	37.2853
ENSMUST00000108313.7	3696	3497	597.686	9.94613
ENSMUST00000109142.7	2427	2228	662.218	17.2967
ENSMUST00000103079.3	3286	3087	1802.85	33.986
ENSMUST00000108047.7	3153	2954	421.11	8.29586
ENSMUST00000107657.7	3869	3670	1384.67	21.9562
ENSMUST00000099588.3	791	592	187.74	18.4549
ENSMUST00000106475.1	2642	2443	453.401	10.8003
ENSMUST00000105866.2	1275	1076	337	18.2261
ENSMUST00000105256.9	4817	4618	2149.64	27.0888
ENSMUST00000102568.9	4614	4415	847.379	11.1692
ENSMUST00000105355.7	2127	1928	719.196	21.7079
ENSMUST00000105357.1	2127	1928	719.196	21.7079
ENSMUST00000107449.3	2167	1968	346.459	10.2448
ENSMUST00000107903.7	3721	3522	1832.14	30.2723
ENSMUST00000102749.10	2699	2500	461.894	10.7517
ENSMUST00000107389.7	4426	4227	4338.03	59.7225
ENSMUST00000109366.7	3821	3622	1098.39	17.6475
ENSMUST00000107123.9	2759	2560	1244.98	28.3008
ENSMUST00000108086.6	2744	2545	320.55	7.32969
ENSMUST00000108300.7	4086	3887	428.63	6.41719
ENSMUST00000106576.2	3123	2924	609.417	12.1287
ENSMUST00000101554.8	4106	3907	1467.15	21.8528
ENSMUST00000108039.7	4369	4170	463.929	6.47429
ENSMUST00000105951.7	2326	2127	3185.68	87.1589
ENSMUST00000107537.4	4911	4712	1038.96	12.8313
ENSMUST00000109574.7	5904	5705	487.956	4.97739
ENSMUST00000117536.7	1862	1663	2198.79	76.943
ENSMUST00000112050.1	1897	1698	397.356	13.6182
ENSMUST00000112198.2	5413	5214	942.794	10.5226
ENSMUST00000111964.7	1654	1455	6190.6	247.598
ENSMUST00000117549.7	3415	3216	475.886	8.6112
ENSMUST00000112688.9	849	650	397.234	35.5639
ENSMUST00000116343.2	690	491	44.3694	5.2587
ENSMUST00000112568.7	7422	7223	667.629	5.37892
ENSMUST00000114053.8	1888	1689	304.025	10.4751
ENSMUST00000110725.1	5197	4998	1495.9	17.4174
ENSMUST00000110294.1	7156	6957	962.789	8.05353
ENSMUST00000112392.7	6652	6453	5019.98	45.2707
ENSMUST00000111460.4	2861	2662	652.387	14.2618
ENSMUST00000110952.9	2176	1977	452.403	13.3167
ENSMUST00000110362.3	2122	1923	5804.56	175.658
ENSMUST00000115461.7	5507	5308	14306.9	156.853
ENSMUST00000116594.8	7821	7622	5343.07	40.7942
ENSMUST00000114512.7	2042	1843	351.174	11.0885
ENSMUST00000113335.3	5691	5492	813.199	8.61675
ENSMUST00000112693.9	8509	8310	2713.44	19.0018
ENSMUST00000112122.8	1899	1700	1412.19	48.3415
ENSMUST00000112155.8	3040	2841	977.236	20.0173
ENSMUST00000110457.7	8125	7926	1835.87	13.4792
ENSMUST00000113566.9	1608	1409	244.774	10.1095
ENSMUST00000115384.8	4866	4667	4396.33	54.8188
ENSMUST00000113678.1	3762	3563	925.633	15.1182
ENSMUST00000112584.7	5900	5701	1788.88	18.2603
ENSMUST00000109771.1	3630	3431	782.867	13.2784
ENSMUST00000113022.7	2416	2217	279.128	7.3268
ENSMUST00000116259.4	3831	3632	360.625	5.77812
ENSMUST00000110333.1	4214	4015	572.157	8.2929
ENSMUST00000115560.3	6112	5913	789.155	7.7666
ENSMUST00000112260.2	634	435	553.206	74.0074
ENSMUST00000116527.1	837	638	661.42	60.3301
ENSMUST00000114582.8	1743	1544	280.501	10.5722
ENSMUST00000114037.8	8399	8200	2153.76	15.2848
ENSMUST00000110030.9	2512	2313	1285.86	32.3515
ENSMUST00000114184.7	2202	2003	640.774	18.6166
ENSMUST00000115313.7	3251	3052	7841.41	149.516
ENSMUST00000110975.7	2801	2602	310.749	6.94992
ENSMUST00000111338.9	6665	6466	1668.96	15.0206
ENSMUST00000121128.7	4722	4523	18414.7	236.927
ENSMUST00000124317.1	1332	1133	263.278	13.5226
ENSMUST00000118993.7	1867	1668	286.393	9.9918
ENSMUST00000127587.7	1412	1213	183.432	8.80018
ENSMUST00000123069.1	632	433	89.7953	12.0682
ENSMUST00000122182.1	1146	947	269.066	16.5343
ENSMUST00000126698.1	399	200	201.324	58.5792
ENSMUST00000123927.7	844	645	77	6.94717
ENSMUST00000123234.7	432	233	601.29	150.177
ENSMUST00000124566.1	4251	4052	1417.61	20.3594
ENSMUST00000124102.7	629	430	44.0736	5.96467
ENSMUST00000118878.7	7210	7011	1172.47	9.73195
ENSMUST00000122160.7	3827	3628	735.55	11.7984
ENSMUST00000125442.7	826	627	1635.61	151.806
ENSMUST00000119783.1	1278	1079	186.313	10.0484
ENSMUST00000127540.1	2331	2132	562.326	15.3489
ENSMUST00000119756.5	4760	4561	589.263	7.51841
ENSMUST00000127637.7	525	326	167.103	29.8293
ENSMUST00000126957.8	1731	1532	342.459	13.0085
ENSMUST00000126010.1	389	190	50.0189	15.3199
ENSMUST00000118118.7	3981	3782	399.423	6.14595
ENSMUST00000120859.7	1391	1192	196.903	9.61285
ENSMUST00000120461.8	1741	1542	282.935	10.6777
ENSMUST00000121401.7	4819	4620	509.022	6.41167
ENSMUST00000118535.7	1419	1220	369.661	17.6328
ENSMUST00000126604.7	636	437	77.4721	10.3167
ENSMUST00000125362.7	2814	2615	580.582	12.9202
ENSMUST00000120550.1	2297	2098	912.389	25.3076
ENSMUST00000127828.7	473	274	27.9713	5.94072
ENSMUST00000128300.8	1342	1143	1297.93	66.082
ENSMUST00000126373.1	805	606	298.139	28.6301
ENSMUST00000127956.8	4955	4756	1229.73	15.0468
ENSMUST00000118136.1	4492	4293	1567.13	21.2433
ENSMUST00000119499.7	3775	3576	331.101	5.38816
ENSMUST00000118009.1	2990	2791	1471.7	30.6856
ENSMUST00000127316.7	1928	1729	301.451	10.1461
ENSMUST00000133346.1	434	235	7.63243	1.89004
ENSMUST00000137246.7	916	717	1986.9	161.263
ENSMUST00000138885.1	966	767	425.85	32.3101
ENSMUST00000133485.7	1607	1408	804.048	33.232
ENSMUST00000131398.1	461	262	1699.04	377.379
ENSMUST00000130876.1	764	565	58.2029	5.99478
ENSMUST00000134745.7	599	400	63.0617	9.17451
ENSMUST00000138807.7	636	437	128.984	17.1764
ENSMUST00000133519.7	839	640	99.133	9.01395
ENSMUST00000137519.1	1361	1162	697.911	34.9519
ENSMUST00000133043.2	866	667	70.7797	6.17532
ENSMUST00000130326.7	835	636	412.827	37.7736
ENSMUST00000135631.1	2543	2344	537.651	13.3481
ENSMUST00000136342.8	3152	2953	1271.07	25.0486
ENSMUST00000130729.2	2069	1870	236.274	7.35277
ENSMUST00000131263.2	551	352	117.349	19.4005
ENSMUST00000135361.7	619	420	133.886	18.5508
ENSMUST00000133803.7	989	790	311.475	22.9442
ENSMUST00000138848.1	913	714	161.795	13.1869
ENSMUST00000138250.1	984	785	95.124	7.05176
ENSMUST00000133052.1	779	580	231.014	23.1786
ENSMUST00000137605.1	676	477	1899.27	231.71
ENSMUST00000135625.7	641	442	50.2714	6.61875
ENSMUST00000149021.2	523	324	62.9228	11.3016
ENSMUST00000147380.1	1719	1520	1831.36	70.1143
ENSMUST00000148258.1	729	530	592.722	65.0807
ENSMUST00000147625.1	595	396	273.666	40.2163
ENSMUST00000145051.1	689	490	138.62	16.463
ENSMUST00000148488.1	446	247	154.08	36.3017
ENSMUST00000140939.7	779	580	144.924	14.5409
ENSMUST00000142718.7	2942	2743	659.922	14.0005
ENSMUST00000147152.2	1002	803	287.432	20.8304
ENSMUST00000139074.7	609	410	183.378	26.028
ENSMUST00000144790.7	596	397	38.7694	5.68298
ENSMUST00000143249.1	396	197	206.884	61.1137
ENSMUST00000145518.7	1824	1625	422.039	15.1139
ENSMUST00000142704.7	2976	2777	856.314	17.9446
ENSMUST00000147535.7	912	713	165.764	13.5294
ENSMUST00000142387.1	529	330	221.788	39.1112
ENSMUST00000143188.1	760	561	767.211	79.5845
ENSMUST00000144942.1	3177	2978	399.415	7.80507
ENSMUST00000139685.7	2051	1852	1108.46	34.8302
ENSMUST00000142085.1	446	247	167.106	39.3705
ENSMUST00000154655.1	583	384	131.207	19.884
ENSMUST00000155520.7	737	538	406.424	43.9617
ENSMUST00000153723.2	703	504	165.621	19.1233
ENSMUST00000153641.7	737	538	316.408	34.2249
ENSMUST00000153965.7	4222	4023	875.02	12.6574
ENSMUST00000155973.1	1000	801	601.436	43.6952
ENSMUST00000159697.1	1800	1601	264.574	9.61684
ENSMUST00000155493.1	525	326	230.559	41.1567
ENSMUST00000151511.7	674	475	114.268	13.9994
ENSMUST00000159888.7	776	577	141.65	14.2862
ENSMUST00000152590.1	456	257	29.0904	6.58708
ENSMUST00000151129.7	611	412	1882.6	265.912
ENSMUST00000151385.1	653	454	360.111	46.1591
ENSMUST00000149545.7	2464	2265	260.182	6.68477
ENSMUST00000151202.1	753	554	194.539	20.435
ENSMUST00000152107.2	715	516	189.946	21.4219
ENSMUST00000149189.1	481	282	187.465	38.6855
ENSMUST00000159109.1	7777	7578	2301.68	17.6753
ENSMUST00000153838.7	8350	8151	2699.55	19.2734
ENSMUST00000150387.7	891	692	1089.51	91.6228
ENSMUST00000154827.7	4168	3969	630.253	9.24082
ENSMUST00000159448.7	643	444	199.919	26.2029
ENSMUST00000149384.7	1477	1278	1269.04	57.786
ENSMUST00000152150.7	462	263	516.495	114.285
ENSMUST00000156038.1	7031	6832	1321.06	11.2526
ENSMUST00000156429.8	495	296	17.737	3.48711
ENSMUST00000149071.1	685	486	355.677	42.5888
ENSMUST00000151449.1	750	551	26.4441	2.79289
ENSMUST00000149301.7	4615	4416	654.144	8.62028
ENSMUST00000152347.1	794	595	72.8435	7.12444
ENSMUST00000169314.8	3027	2828	1411.05	29.0363
ENSMUST00000164745.7	3972	3773	1526.92	23.5509
ENSMUST00000166044.2	3107	2908	2165.21	43.3293
ENSMUST00000166712.8	1305	1106	347.683	18.2938
ENSMUST00000169094.7	2716	2517	808.772	18.6991
ENSMUST00000167446.7	2953	2754	309.478	6.53948
ENSMUST00000163168.8	2401	2202	979.465	25.885
ENSMUST00000169594.8	2772	2573	334.702	7.56999
ENSMUST00000166397.2	1694	1495	884.517	34.4304
ENSMUST00000160337.1	1138	939	1995.15	123.648
ENSMUST00000169609.1	1677	1478	274.808	10.8201
ENSMUST00000161046.8	4003	3804	1912.19	29.2528
ENSMUST00000162244.7	1387	1188	257.287	12.6031
ENSMUST00000163717.1	1920	1721	2273.76	76.8849
ENSMUST00000163370.7	7255	7056	1815.31	14.9717
ENSMUST00000168266.7	2721	2522	858.683	19.8137
ENSMUST00000170243.7	4108	3909	577.889	8.60311
ENSMUST00000165565.7	2311	2112	1195.41	32.9383
ENSMUST00000169061.7	4570	4371	4711.94	62.733
ENSMUST00000167187.7	1222	1023	429.88	24.4539
ENSMUST00000167556.6	2769	2570	665.591	15.0713
ENSMUST00000169910.7	4066	3867	1490.24	22.4263
ENSMUST00000164260.7	3789	3590	215.351	3.49083
ENSMUST00000162429.7	652	453	310.038	39.8285
ENSMUST00000165665.8	10752	10553	1494.22	8.23979
ENSMUST00000160836.7	1393	1194	136.058	6.63125
ENSMUST00000170263.8	2096	1897	943.73	28.9506
ENSMUST00000168678.7	5206	5007	536.198	6.23196
ENSMUST00000163812.8	3026	2827	1333.26	27.4451
ENSMUST00000161154.1	1824	1625	398.753	14.28
ENSMUST00000167466.1	5544	5345	851.876	9.27483
ENSMUST00000165730.7	550	351	134.298	22.2658
ENSMUST00000166965.1	472	273	80.6031	17.1817
ENSMUST00000163458.1	911	712	66.0042	5.39471
ENSMUST00000164099.2	5762	5563	729.833	7.63469
ENSMUST00000166682.8	2745	2546	225.725	5.15938
ENSMUST00000163095.8	4083	3884	1837.23	27.5271
ENSMUST00000160633.7	827	628	23.5465	2.18195
ENSMUST00000160902.7	3374	3175	1549.54	28.4011
ENSMUST00000161141.1	588	389	95.0283	14.2161
ENSMUST00000165134.1	2529	2330	607.276	15.1673
ENSMUST00000163764.7	5584	5385	2372.1	25.6345
ENSMUST00000168124.1	1490	1291	353.307	15.9258
ENSMUST00000161756.1	677	478	55.3342	6.73663
ENSMUST00000176207.7	2653	2454	2367.93	56.1527
ENSMUST00000170909.1	1700	1501	1441.3	55.8792
ENSMUST00000172884.7	502	303	114.592	22.0083
ENSMUST00000179869.2	3245	3046	2179.51	41.6396
ENSMUST00000170897.7	600	401	120.2	17.4436
ENSMUST00000176684.7	2384	2185	369.707	9.84654
ENSMUST00000171786.7	493	294	751.663	148.783
ENSMUST00000176485.7	2408	2209	551.844	14.5377
ENSMUST00000174387.1	1901	1702	242.369	8.28694
ENSMUST00000180688.1	825	626	590.417	54.886
ENSMUST00000176262.7	3933	3734	363.204	5.66048
ENSMUST00000174199.7	2128	1929	276.907	8.35371
ENSMUST00000174038.1	1182	983	1000.54	59.2323
ENSMUST00000172485.7	2042	1843	338.677	10.6939
ENSMUST00000174291.7	903	704	14.8085	1.22409
ENSMUST00000179478.7	956	757	1618.04	124.385
ENSMUST00000179041.7	6565	6366	1387.05	12.6795
ENSMUST00000170979.1	965	766	85.9855	6.53241
ENSMUST00000174418.7	4359	4160	402.705	5.6334
ENSMUST00000171929.7	11130	10931	2445.92	13.0215
ENSMUST00000171404.7	7127	6928	1443.23	12.1228
ENSMUST00000180572.1	6891	6692	822.742	7.15459
ENSMUST00000173357.7	1399	1200	406.237	19.7004
ENSMUST00000170912.1	478	279	438.014	91.3611
ENSMUST00000171256.7	972	773	116.362	8.76009
ENSMUST00000175645.7	1931	1732	88.7931	2.98338
ENSMUST00000180657.1	3806	3607	877.461	14.1566
ENSMUST00000179802.1	7734	7535	3516	27.1545
ENSMUST00000173895.7	2556	2357	693.563	17.1239
ENSMUST00000171332.1	14176	13977	6924.84	28.8319
ENSMUST00000182393.7	6367	6168	1655.87	15.6228
ENSMUST00000176336.7	2291	2092	581.888	16.1866
ENSMUST00000177974.7	3984	3785	1059.79	16.2942
ENSMUST00000173913.7	2924	2725	1376.8	29.4023
ENSMUST00000173168.7	6073	5874	842.951	8.35113
ENSMUST00000182593.7	9022	8823	4159.83	27.437
ENSMUST00000170552.5	1968	1769	155.088	5.10183
ENSMUST00000177754.8	5248	5049	4875.97	56.1995
ENSMUST00000175883.7	2505	2306	1140.53	28.7822
ENSMUST00000173491.7	886	687	80.8495	6.84854
ENSMUST00000173963.8	1509	1310	230.659	10.2465
ENSMUST00000171412.6	4415	4216	545.429	7.52861
ENSMUST00000180459.2	926	727	435.507	34.8608
